Date,rate_SOXX_5D,rate_SOXX_20D,rate_VOO_5D,rate_VOO_20D
2022-03-30,-5.642,-10.9825,-1.688,-5.4055
2022-03-31,-6.142,-10.8565,-1.636,-5.2325
2022-04-01,-6.888,-10.690999999999999,-1.614,-5.0075
2022-04-04,-7.5,-10.25,-1.566,-4.6135
2022-04-05,-9.356,-10.0905,-1.9939999999999998,-4.2455
2022-04-06,-11.028,-10.208,-2.4899999999999998,-4.0395
2022-04-07,-12.241999999999999,-10.229,-2.596,-3.79
2022-04-08,-13.580000000000002,-10.2635,-2.814,-3.496
2022-04-11,-15.528,-10.248999999999999,-3.5120000000000005,-3.2510000000000003
2022-04-12,-16.708000000000002,-10.431000000000001,-4.044,-3.119
2022-04-13,-17.119999999999997,-10.742500000000001,-4.176,-3.0345
2022-04-14,-18.022,-11.193999999999999,-4.630000000000001,-3.063
2022-04-18,-18.236,-11.663,-5.034000000000001,-3.1420000000000003
2022-04-19,-17.762,-12.034,-4.822000000000001,-3.1475
2022-04-20,-17.274,-12.439,-4.556,-3.211
2022-04-21,-17.574,-12.841,-4.7780000000000005,-3.283
2022-04-22,-17.78,-13.5465,-5.276,-3.5345
2022-04-25,-17.996000000000002,-14.175,-5.680000000000001,-3.7855000000000003
2022-04-26,-19.279999999999998,-15.017500000000002,-6.894,-4.1985
2022-04-27,-20.612000000000002,-15.9875,-8.05,-4.661
2022-04-28,-20.657999999999998,-16.595,-8.485999999999999,-4.9825
2022-04-29,-21.034,-17.2695,-9.08,-5.3955
2022-05-02,-21.05,-17.7155,-9.604,-5.7829999999999995
2022-05-03,-20.224,-18.198500000000003,-9.538,-6.1915
2022-05-04,-18.696,-18.3225,-8.99,-6.410000000000001
2022-05-05,-18.810000000000002,-18.5405,-9.512,-6.7379999999999995
2022-05-06,-18.378,-18.8035,-9.48,-7.1165
2022-05-09,-19.366,-19.162,-10.168,-7.6215
2022-05-10,-20.142,-19.352,-10.888,-8.0355
2022-05-11,-21.990000000000002,-19.643,-12.406,-8.500499999999999
2022-05-12,-22.948,-19.9975,-13.308000000000002,-9.021
2022-05-13,-22.998,-20.047500000000003,-13.709999999999999,-9.3865
2022-05-16,-22.494,-20.226499999999998,-13.622,-9.7685
2022-05-17,-21.574,-20.305,-13.236,-10.139
2022-05-18,-21.024,-20.5805,-13.262,-10.677
2022-05-19,-20.66,-20.769,-13.388,-11.1735
2022-05-20,-21.07,-20.869999999999997,-13.901999999999997,-11.543000000000001
2022-05-23,-21.172,-21.0205,-14.040000000000001,-11.8585
2022-05-24,-22.41,-21.0875,-14.64,-12.075500000000002
2022-05-25,-22.552,-21.0655,-14.416,-12.2685
2022-05-26,-21.996000000000002,-21.1035,-13.745999999999999,-12.4885
2022-05-27,-20.774,-20.805,-12.65,-12.435500000000001
2022-05-31,-19.706,-20.6845,-11.966,-12.449
2022-06-01,-18.424,-20.637500000000003,-11.245999999999999,-12.502500000000001
2022-06-02,-16.85,-20.604,-10.34,-12.606
2022-06-03,-16.381999999999998,-20.4965,-10.056000000000001,-12.624500000000001
2022-06-06,-16.544,-20.3465,-10.154,-12.604
2022-06-07,-16.488000000000003,-19.965,-9.982,-12.4025
2022-06-08,-16.622000000000003,-19.7575,-9.918000000000001,-12.26
2022-06-09,-17.804,-19.5575,-10.59,-12.152
2022-06-10,-19.040000000000003,-19.5195,-11.475999999999999,-12.1665
2022-06-13,-21.18,-19.892,-13.048000000000002,-12.438500000000001
2022-06-14,-23.374000000000002,-20.185,-14.831999999999999,-12.705
2022-06-15,-24.966,-20.6055,-16.194,-12.999500000000001
2022-06-16,-26.956,-21.0405,-17.676,-13.255500000000001
2022-06-17,-28.332,-21.4375,-18.614,-13.472999999999999
2022-06-21,-28.47,-21.742,-18.532,-13.596
2022-06-22,-28.834000000000003,-22.100500000000004,-18.444,-13.806000000000001
2022-06-23,-29.542,-22.3885,-18.416,-13.9435
2022-06-24,-28.75,-22.59,-17.356,-13.9905
2022-06-27,-28.053999999999995,-22.952,-16.4,-14.136499999999998
2022-06-28,-28.074,-23.567,-16.184,-14.479499999999998
2022-06-29,-28.28,-24.244,-15.992,-14.8125
2022-06-30,-28.57,-24.925,-16.096,-15.156
2022-07-01,-29.78,-25.8225,-16.446,-15.517
2022-07-05,-30.85,-26.569,-16.706,-15.799000000000001
2022-07-06,-31.5,-27.306,-16.55,-16.0785
2022-07-07,-31.215999999999998,-27.926000000000005,-16.096,-16.341
2022-07-08,-30.683999999999997,-28.440500000000004,-15.524000000000001,-16.5575
2022-07-11,-30.176,-28.9155,-15.395999999999997,-16.7185
2022-07-12,-29.73,-29.241499999999995,-15.447999999999999,-16.792
2022-07-13,-29.272000000000002,-29.329,-15.632,-16.7245
2022-07-14,-29.118000000000002,-29.362000000000002,-16.1,-16.658
2022-07-15,-28.689999999999998,-29.371499999999997,-16.252000000000002,-16.572
2022-07-18,-27.982,-29.171999999999997,-16.352,-16.3875
2022-07-19,-26.669999999999998,-28.826,-15.857999999999999,-16.103
2022-07-20,-25.048,-28.4735,-15.184000000000001,-15.8875
2022-07-21,-23.468,-28.0205,-14.296000000000001,-15.620999999999999
2022-07-22,-22.619999999999997,-27.641,-13.868,-15.434999999999999
2022-07-25,-21.823999999999998,-27.440499999999997,-13.288,-15.370499999999998
2022-07-26,-21.926,-27.294,-13.352,-15.341
2022-07-27,-21.723999999999997,-26.886000000000003,-13.086000000000002,-15.113
2022-07-28,-21.582,-26.345999999999997,-12.774,-14.8165
2022-07-29,-20.926,-25.729999999999997,-12.053999999999998,-14.4245
2022-08-01,-20.014,-24.999000000000002,-11.350000000000001,-14.0965
2022-08-02,-18.868,-24.2985,-10.53,-13.797
2022-08-03,-18.080000000000002,-23.531,-9.94,-13.460500000000001
2022-08-04,-17.396,-22.891,-9.578,-13.187000000000001
2022-08-05,-16.934,-22.2925,-9.496,-12.9175
2022-08-08,-16.816000000000003,-21.659,-9.425999999999998,-12.604000000000001
2022-08-09,-17.194,-21.1645,-9.319999999999999,-12.265
2022-08-10,-17.458,-20.5775,-9.162,-11.843
2022-08-11,-17.828,-20.068499999999997,-8.992,-11.41
2022-08-12,-17.772,-19.563,-8.581999999999999,-11.0
2022-08-15,-17.488,-19.0355,-8.104000000000001,-10.542
2022-08-16,-16.8,-18.697,-7.554,-10.189
2022-08-17,-16.830000000000002,-18.523,-7.348000000000001,-9.884
2022-08-18,-16.595999999999997,-18.3505,-7.104000000000001,-9.611999999999998
2022-08-19,-16.990000000000002,-18.1555,-7.244,-9.344
2022-08-22,-17.834,-18.038,-7.696,-9.144
2022-08-23,-18.512,-17.8435,-8.198,-8.9005
2022-08-24,-18.894,-17.8155,-8.578,-8.757
2022-08-25,-19.131999999999998,-17.738000000000003,-8.822,-8.623999999999999
2022-08-26,-19.698,-17.8485,-9.31,-8.658
2022-08-29,-20.066,-18.051,-9.620000000000001,-8.7115
2022-08-30,-20.606,-18.278,-10.028,-8.774999999999999
2022-08-31,-21.278,-18.615000000000002,-10.562,-8.9125
2022-09-01,-22.406,-18.9905,-11.175999999999998,-9.0235
2022-09-02,-23.009999999999998,-19.3675,-11.492,-9.157
2022-09-06,-23.514,-19.7255,-11.768,-9.297
2022-09-07,-23.692,-19.9025,-11.664,-9.361
2022-09-08,-23.529999999999998,-20.133000000000003,-11.366,-9.4635
2022-09-09,-22.968,-20.2755,-10.912,-9.503499999999999
2022-09-12,-22.232,-20.4825,-10.162,-9.552
2022-09-13,-22.324,-20.9345,-10.129999999999999,-9.803500000000001
2022-09-14,-22.462,-21.318,-10.290000000000001,-10.045
2022-09-15,-23.072000000000003,-21.6935,-10.74,-10.311499999999999
2022-09-16,-23.932,-22.1095,-11.57,-10.620000000000001
2022-09-19,-24.788000000000004,-22.432,-12.453999999999999,-10.8545
2022-09-20,-24.902,-22.7015,-12.774,-11.073
2022-09-21,-25.322000000000003,-23.020500000000002,-13.45,-11.358
2022-09-22,-25.892000000000003,-23.443,-14.080000000000002,-11.687000000000001
2022-09-23,-26.736,-24.0105,-14.851999999999999,-12.127500000000001
2022-09-26,-27.932,-24.4905,-15.906,-12.503499999999999
2022-09-27,-28.806,-24.8865,-16.812,-12.871
2022-09-28,-29.338,-25.203500000000002,-17.18,-13.146
2022-09-29,-29.916000000000004,-25.602500000000003,-17.748,-13.483500000000001
2022-09-30,-30.538,-26.0435,-18.288,-13.905499999999998
2022-10-03,-30.274,-26.3065,-18.168,-14.172500000000003
2022-10-04,-29.49,-26.3805,-17.518,-14.3085
2022-10-05,-28.786,-26.476999999999997,-17.14,-14.515
2022-10-06,-27.706,-26.646499999999996,-16.595999999999997,-14.791000000000002
2022-10-07,-27.259999999999998,-27.116499999999995,-16.264,-15.243500000000001
2022-10-10,-27.881999999999998,-27.719,-16.554,-15.770500000000002
2022-10-11,-29.526,-28.181,-17.436,-16.135
2022-10-12,-31.410000000000004,-28.714,-18.338,-16.526999999999997
2022-10-13,-32.868,-29.095499999999998,-18.654,-16.7695
2022-10-14,-34.01,-29.636000000000003,-18.878,-17.070500000000003
2022-10-17,-34.424,-30.128000000000004,-18.582,-17.3025
2022-10-18,-34.418,-30.559999999999995,-17.99,-17.439
2022-10-19,-34.20399999999999,-30.934499999999996,-17.464,-17.530499999999996
2022-10-20,-34.275999999999996,-31.1915,-17.482,-17.619999999999997
2022-10-21,-33.30800000000001,-31.278999999999996,-16.747999999999998,-17.544500000000003
2022-10-24,-32.55,-31.2825,-16.216,-17.380000000000003
2022-10-25,-31.520000000000003,-31.2385,-15.602,-17.1365
2022-10-26,-30.714000000000006,-31.2785,-15.0,-16.9855
2022-10-27,-30.238,-31.272000000000002,-14.356,-16.772
2022-10-28,-29.714,-31.073,-13.709999999999999,-16.4
2022-10-31,-29.558,-31.103499999999997,-13.38,-16.183
2022-11-01,-29.464,-31.232,-13.325999999999999,-16.0885
2022-11-02,-29.662,-31.497499999999995,-13.568000000000001,-16.0925
2022-11-03,-29.79,-31.793,-13.892000000000001,-16.095999999999997
2022-11-04,-29.85,-31.720500000000005,-14.372,-15.927000000000001
2022-11-07,-29.304000000000002,-31.459000000000003,-14.581999999999999,-15.690000000000001
2022-11-08,-28.695999999999998,-31.0245,-14.696000000000002,-15.4035
2022-11-09,-28.124000000000002,-30.676,-14.73,-15.1905
2022-11-10,-25.910000000000004,-30.053500000000003,-13.697999999999999,-14.857
2022-11-11,-23.824,-29.174,-12.734,-14.391
2022-11-14,-22.21,-28.4055,-12.064,-14.060500000000001
2022-11-15,-20.45,-27.532500000000006,-11.342,-13.741499999999998
2022-11-16,-18.9,-26.85,-10.412,-13.4275
2022-11-17,-18.69,-26.157,-10.426,-13.093
2022-11-18,-18.924,-25.578000000000003,-10.528,-12.836000000000002
2022-11-21,-19.246,-25.079500000000003,-10.552000000000001,-12.6445
2022-11-22,-19.56,-24.5425,-10.488000000000001,-12.463
2022-11-23,-19.0,-23.9215,-10.180000000000001,-12.2225
2022-11-25,-18.784,-23.2935,-9.824,-11.96
2022-11-28,-19.006,-22.901000000000003,-9.825999999999999,-11.865
2022-11-29,-19.024,-22.445999999999998,-9.798,-11.749
2022-11-30,-18.57,-21.819000000000003,-9.464,-11.4975
2022-12-01,-18.352,-21.094,-9.198,-11.129999999999999
2022-12-02,-18.096,-20.37,-8.956,-10.725999999999999
2022-12-05,-17.637999999999998,-19.848,-8.748000000000001,-10.459
2022-12-06,-17.458000000000002,-19.4845,-8.76,-10.2935
2022-12-07,-18.252,-19.208000000000002,-9.344,-10.1595
2022-12-08,-18.556,-18.702,-9.834,-9.906000000000002
2022-12-09,-18.826,-18.599,-10.424000000000001,-9.9075
2022-12-12,-18.612000000000002,-18.544999999999998,-10.454,-9.889
2022-12-13,-17.823999999999998,-18.387999999999998,-10.102,-9.803
2022-12-14,-17.253999999999998,-18.409,-9.824000000000002,-9.780000000000001
2022-12-15,-17.826,-18.433500000000002,-10.118,-9.8325
2022-12-16,-18.368000000000002,-18.518499999999996,-10.492,-9.924
2022-12-19,-19.386,-18.6605,-11.258,-10.0715
2022-12-20,-20.734,-18.759999999999998,-12.209999999999999,-10.2175
2022-12-21,-21.485999999999997,-18.8905,-12.802000000000001,-10.3585
2022-12-22,-22.18,-19.2285,-13.197999999999999,-10.587
2022-12-23,-22.741999999999997,-19.508000000000003,-13.294,-10.7915
2022-12-27,-23.381999999999998,-19.7545,-13.309999999999999,-10.942499999999999
2022-12-28,-24.146,-20.0405,-13.478,-11.1375
2022-12-29,-24.792,-20.445999999999998,-13.602,-11.392999999999999
2022-12-30,-24.818,-20.845,-13.532,-11.6705
2023-01-03,-24.887999999999998,-21.206,-13.558000000000002,-11.942
2023-01-04,-24.304000000000002,-21.421,-13.398000000000001,-12.105
2023-01-05,-23.762,-21.6165,-13.216,-12.2515
2023-01-06,-22.977999999999998,-21.6275,-12.948000000000002,-12.294
2023-01-09,-21.887999999999998,-21.677999999999997,-12.646,-12.3735
2023-01-10,-20.559999999999995,-21.6395,-12.218,-12.3905
2023-01-11,-19.404,-21.619,-11.690000000000001,-12.414
2023-01-12,-17.785999999999998,-21.607,-10.91,-12.4535
2023-01-13,-16.803999999999995,-21.515,-10.444,-12.449
2023-01-17,-16.095999999999997,-21.2455,-9.992,-12.342
2023-01-18,-15.684000000000001,-20.9685,-9.952,-12.255500000000001
2023-01-19,-15.951999999999998,-20.7605,-10.256,-12.1635
2023-01-20,-15.912,-20.4015,-10.308,-11.978
2023-01-23,-15.098000000000003,-19.918,-10.213999999999999,-11.802
2023-01-24,-14.436000000000002,-19.3095,-10.113999999999999,-11.571000000000002
2023-01-25,-13.638,-18.6925,-9.72,-11.362
2023-01-26,-12.074000000000002,-17.933500000000002,-9.012,-11.089
2023-01-27,-11.134,-17.148500000000002,-8.57,-10.751
2023-01-30,-11.510000000000002,-16.597500000000004,-8.568,-10.5435
2023-01-31,-11.43,-15.9625,-8.291999999999998,-10.261
2023-02-01,-10.447999999999999,-15.0825,-7.794,-9.921
2023-02-02,-9.344,-14.1935,-7.231999999999999,-9.5475
2023-02-03,-8.486,-13.329500000000001,-6.914,-9.175500000000001
2023-02-06,-7.452,-12.716,-6.473999999999999,-8.925
2023-02-07,-6.25,-12.053,-6.09,-8.622
2023-02-08,-6.340000000000001,-11.5275,-6.104,-8.3925
2023-02-09,-6.808000000000002,-11.0445,-6.5040000000000004,-8.251000000000001
2023-02-10,-7.164,-10.674000000000001,-6.6739999999999995,-8.1165
2023-02-13,-6.998,-10.2645,-6.564,-7.955
2023-02-14,-7.053999999999999,-9.7925,-6.6579999999999995,-7.788500000000001
2023-02-15,-6.708,-9.2835,-6.531999999999999,-7.5375
2023-02-16,-6.7700000000000005,-8.749,-6.478,-7.3065
2023-02-17,-6.814,-8.3995,-6.5,-7.164500000000001
2023-02-21,-7.552,-8.378,-6.984,-7.147500000000001
2023-02-22,-8.623999999999999,-8.3395,-7.4799999999999995,-7.13
2023-02-23,-9.297999999999998,-8.1985,-7.956,-7.096500000000001
2023-02-24,-9.862,-8.196000000000002,-8.379999999999999,-7.1485
2023-02-27,-10.122,-8.1465,-8.716,-7.2010000000000005
2023-02-28,-9.858,-7.965000000000001,-8.828,-7.2125
2023-03-01,-9.482,-7.852499999999999,-8.937999999999999,-7.291500000000001
2023-03-02,-9.437999999999999,-7.946000000000001,-9.001999999999999,-7.3985
2023-03-03,-8.892,-8.083,-8.663999999999998,-7.5065
2023-03-06,-8.607999999999999,-8.177,-8.358,-7.561999999999999
2023-03-07,-8.559999999999999,-8.242,-8.256,-7.6579999999999995
2023-03-08,-8.108,-8.316999999999998,-8.112,-7.797
2023-03-09,-8.126,-8.3925,-8.396,-7.971499999999999
2023-03-10,-8.718,-8.560500000000001,-9.168000000000001,-8.1725
2023-03-13,-9.118,-8.6655,-9.985999999999999,-8.389999999999999
2023-03-14,-8.831999999999999,-8.7005,-10.256,-8.581
2023-03-15,-9.203999999999999,-8.8545,-10.658,-8.797
2023-03-16,-8.546,-8.852,-10.453999999999999,-8.952
2023-03-17,-7.67,-8.785499999999999,-10.203999999999999,-9.104000000000001
2023-03-20,-6.606,-8.6135,-9.768,-9.206999999999999
2023-03-21,-6.012,-8.3155,-9.384,-9.181000000000001
2023-03-22,-5.394,-8.047,-9.190000000000001,-9.2245
2023-03-23,-5.008,-7.7795000000000005,-9.248000000000001,-9.275
2023-03-24,-4.838,-7.5295000000000005,-9.069999999999999,-9.2765
2023-03-27,-5.078,-7.352499999999999,-9.02,-9.283
2023-03-28,-5.492,-7.223999999999999,-9.232000000000001,-9.282
2023-03-29,-5.132000000000001,-6.9595,-8.894,-9.2135
2023-03-30,-4.914,-6.6485,-8.49,-9.147
2023-03-31,-4.248,-6.3685,-7.8740000000000006,-9.079
2023-04-03,-3.5200000000000005,-6.0805,-7.19,-8.991000000000001
2023-04-04,-3.0120000000000005,-5.837000000000001,-6.578,-8.8625
2023-04-05,-3.418,-5.787,-6.264,-8.7515
2023-04-06,-4.232,-5.675,-5.988,-8.545
2023-04-10,-4.8420000000000005,-5.399500000000001,-5.9479999999999995,-8.274
2023-04-11,-5.394,-5.149500000000001,-6.004,-7.9955
2023-04-12,-5.932,-5.112,-6.029999999999999,-7.806
2023-04-13,-5.994,-4.9845,-5.772,-7.529999999999999
2023-04-14,-5.9879999999999995,-5.035500000000001,-5.622,-7.337000000000001
2023-04-17,-6.306,-5.0584999999999996,-5.428,-7.08
2023-04-18,-6.446000000000001,-5.1095,-5.224,-6.8595
2023-04-19,-6.446000000000001,-5.2205,-4.948,-6.697
2023-04-20,-6.616,-5.290000000000001,-5.018000000000001,-6.487
2023-04-21,-6.894,-5.507,-5.037999999999999,-6.2845
2023-04-24,-7.2540000000000004,-5.6625,-5.098000000000001,-6.087
2023-04-25,-8.306000000000001,-5.9165,-5.42,-5.9595
2023-04-26,-9.06,-6.1125,-5.8100000000000005,-5.841500000000001
2023-04-27,-9.722,-6.4375,-5.786,-5.71
2023-04-28,-9.926,-6.76,-5.638,-5.5715
2023-05-01,-9.85,-7.063,-5.504,-5.4944999999999995
2023-05-02,-9.292,-7.3595,-5.316,-5.4910000000000005
2023-05-03,-9.034,-7.617999999999999,-5.176,-5.4910000000000005
2023-05-04,-8.95,-7.8205,-5.47,-5.5115
2023-05-05,-8.794,-7.900499999999999,-5.588,-5.471500000000001
2023-05-08,-8.76,-8.0425,-5.708,-5.4345
2023-05-09,-8.906,-8.2375,-5.71,-5.4174999999999995
2023-05-10,-8.663999999999998,-8.300999999999998,-5.514,-5.362
2023-05-11,-8.442,-8.432500000000001,-5.218000000000001,-5.372999999999999
2023-05-12,-8.629999999999999,-8.561,-5.258,-5.3805000000000005
2023-05-15,-8.406,-8.567499999999999,-5.244,-5.3885
2023-05-16,-7.905999999999999,-8.6025,-5.274,-5.430000000000001
2023-05-17,-7.13,-8.472,-5.166,-5.416500000000001
2023-05-18,-5.636,-8.1875,-4.85,-5.331
2023-05-19,-4.226,-7.894,-4.54,-5.255999999999999
2023-05-22,-3.2380000000000004,-7.5635,-4.28,-5.184
2023-05-23,-2.456,-7.139999999999999,-4.109999999999999,-5.1025
2023-05-24,-2.478,-6.8265,-4.3,-5.039
2023-05-25,-1.8359999999999999,-6.216,-4.51,-5.012
2023-05-26,0.22800000000000012,-5.3555,-4.446,-4.958
2023-05-30,2.2079999999999997,-4.5489999999999995,-4.388,-4.905
2023-05-31,3.8739999999999997,-3.8485,-4.220000000000001,-4.8285
2023-06-01,6.215999999999999,-3.014,-3.716,-4.674
2023-06-02,7.2459999999999996,-2.1670000000000003,-3.096,-4.4185
2023-06-05,6.6240000000000006,-1.501,-2.758,-4.250500000000001
2023-06-06,6.234,-0.8005000000000001,-2.386,-4.0745
2023-06-07,6.348000000000001,-0.03500000000000005,-1.9760000000000002,-3.8950000000000005
2023-06-08,6.316,0.731,-1.6440000000000001,-3.7065000000000006
2023-06-09,6.382000000000001,1.5390000000000001,-1.558,-3.5035000000000003
2023-06-12,7.366,2.498,-1.254,-3.2495
2023-06-13,8.408,3.403,-0.86,-2.9785
2023-06-14,9.791999999999998,4.3895,-0.388,-2.6735
2023-06-15,10.819999999999999,5.218500000000001,0.22200000000000003,-2.3594999999999997
2023-06-16,11.608,5.85,0.7260000000000001,-2.1095
2023-06-20,11.642,6.464999999999999,0.958,-1.875
2023-06-21,10.906,6.939,0.9520000000000002,-1.6705
2023-06-22,9.972,7.4965,1.004,-1.395
2023-06-23,8.858,8.0525,0.652,-1.1215
2023-06-26,7.998,8.3085,0.292,-0.909
2023-06-27,8.02,8.413,0.242,-0.7030000000000001
2023-06-28,8.378,8.4815,0.30999999999999994,-0.496
2023-06-29,8.648,8.69,0.304,-0.26400000000000007
2023-06-30,9.594000000000001,8.897,0.682,-0.022
2023-07-03,10.618,9.1515,1.1720000000000002,0.158
2023-07-05,10.446000000000002,9.368500000000001,1.4,0.3365
2023-07-06,10.168000000000001,9.465,1.456,0.46449999999999997
2023-07-07,9.892,9.576,1.468,0.597
2023-07-10,9.73,9.7505,1.3,0.7140000000000001
2023-07-11,9.428,9.913,1.23,0.8550000000000001
2023-07-12,10.012,10.03,1.3619999999999999,0.9904999999999999
2023-07-13,11.32,10.193000000000001,1.8199999999999998,1.1345
2023-07-14,12.338000000000001,10.2125,2.308,1.2710000000000001
2023-07-17,13.451999999999998,10.4085,2.812,1.3615
2023-07-18,14.607999999999999,10.663,3.344,1.5095
2023-07-19,15.084,10.8905,3.7619999999999996,1.6915
2023-07-20,14.276,11.0355,3.882,1.8669999999999998
2023-07-21,13.947999999999999,11.2065,4.0200000000000005,2.025
2023-07-24,13.084,11.465,4.1739999999999995,2.242
2023-07-25,12.554,11.802,4.224,2.4925
2023-07-26,11.984,11.881499999999999,4.234,2.6895
2023-07-27,12.662,12.1065,4.26,2.8545000000000003
2023-07-28,13.638,12.454,4.454,3.0625
2023-07-31,14.712,12.744499999999999,4.595999999999999,3.2205
2023-08-01,15.356,12.986500000000001,4.616,3.3534999999999995
2023-08-02,15.440000000000001,13.13,4.406000000000001,3.441
2023-08-03,15.047999999999998,13.326500000000001,4.27,3.558
2023-08-04,14.124,13.512,3.886,3.6670000000000003
2023-08-07,13.336000000000002,13.645999999999997,3.6100000000000003,3.7979999999999996
2023-08-08,12.334,13.713,3.342,3.8815
2023-08-09,11.902,13.602500000000001,3.2060000000000004,3.9019999999999997
2023-08-10,11.459999999999999,13.361499999999998,3.1220000000000003,3.8835
2023-08-11,10.662,13.093,3.104,3.8659999999999997
2023-08-14,10.088,12.805000000000001,3.024,3.851
2023-08-15,9.530000000000001,12.443499999999998,2.848,3.7574999999999994
2023-08-16,8.99,12.079,2.666,3.6279999999999992
2023-08-17,8.373999999999999,11.886,2.366,3.5044999999999993
2023-08-18,8.226,11.6625,2.09,3.3835
2023-08-21,8.038,11.5435,1.8239999999999998,3.2634999999999996
2023-08-22,7.974000000000001,11.2985,1.6780000000000002,3.1209999999999996
2023-08-23,8.492,11.206,1.7759999999999998,3.0134999999999996
2023-08-24,8.662,10.886,1.8039999999999998,2.8905
2023-08-25,8.818000000000001,10.4575,1.908,2.747
2023-08-28,8.74,10.050500000000001,2.0100000000000002,2.617
2023-08-29,9.172,9.752500000000001,2.3440000000000003,2.553
2023-08-30,9.378,9.6905,2.59,2.5595
2023-08-31,10.178,9.6685,3.0,2.573
2023-09-01,10.908,9.6535,3.336,2.6094999999999997
2023-09-05,11.452000000000002,9.5795,3.524,2.5955
2023-09-06,11.478,9.538499999999999,3.4,2.5675
2023-09-07,10.972,9.458,3.166,2.5495
2023-09-08,10.254000000000001,9.367,2.974,2.5360000000000005
2023-09-11,9.532,9.370999999999999,2.896,2.5575
2023-09-12,8.636,9.2165,2.77,2.532
2023-09-13,7.983999999999999,9.152000000000001,2.786,2.5520000000000005
2023-09-14,7.944,9.1965,3.028,2.6399999999999997
2023-09-15,7.4,9.1235,2.9939999999999998,2.693
2023-09-18,6.938,9.049,2.854,2.7485
2023-09-19,6.478,8.8265,2.782,2.7715000000000005
2023-09-20,5.57,8.551,2.498,2.757
2023-09-21,4.138,8.108,1.718,2.6255
2023-09-22,3.4839999999999995,7.828999999999999,1.1400000000000001,2.527
