Date,rate_CSCO_5D,rate_CSCO_20D,rate_VOO_5D,rate_VOO_20D
2022-03-28,-8.969999999999999,-8.427999999999999,-2.69,-5.965000000000001
2022-03-29,-9.133999999999999,-8.344,-2.25,-5.63
2022-03-30,-8.617999999999999,-8.349,-1.688,-5.4055
2022-03-31,-8.206,-8.372,-1.636,-5.2325
2022-04-01,-7.933999999999999,-8.425999999999998,-1.614,-5.0075
2022-04-04,-7.647999999999999,-8.3905,-1.566,-4.6135
2022-04-05,-7.845999999999999,-8.336500000000001,-1.9939999999999998,-4.2455
2022-04-06,-8.347999999999999,-8.449499999999999,-2.4899999999999998,-4.0395
2022-04-07,-8.669999999999998,-8.443999999999999,-2.596,-3.79
2022-04-08,-9.12,-8.4655,-2.814,-3.496
2022-04-11,-10.091999999999999,-8.568999999999999,-3.5120000000000005,-3.2510000000000003
2022-04-12,-11.102,-8.8655,-4.044,-3.119
2022-04-13,-11.826,-9.152000000000001,-4.176,-3.0345
2022-04-14,-12.956,-9.5485,-4.630000000000001,-3.063
2022-04-18,-13.99,-9.933,-5.034000000000001,-3.1420000000000003
2022-04-19,-14.334,-10.261,-4.822000000000001,-3.1475
2022-04-20,-13.937999999999999,-10.504999999999999,-4.556,-3.211
2022-04-21,-13.728,-10.629999999999999,-4.7780000000000005,-3.283
2022-04-22,-13.663999999999998,-10.873999999999999,-5.276,-3.5345
2022-04-25,-13.392,-11.109,-5.680000000000001,-3.7855000000000003
2022-04-26,-13.697999999999999,-11.443000000000001,-6.894,-4.1985
2022-04-27,-14.922,-11.952000000000002,-8.05,-4.661
2022-04-28,-15.632,-12.3835,-8.485999999999999,-4.9825
2022-04-29,-16.419999999999998,-12.9275,-9.08,-5.3955
2022-05-02,-17.008000000000003,-13.377500000000001,-9.604,-5.7829999999999995
2022-05-03,-17.234,-13.839499999999997,-9.538,-6.1915
2022-05-04,-16.392,-14.0885,-8.99,-6.410000000000001
2022-05-05,-16.630000000000003,-14.454000000000002,-9.512,-6.7379999999999995
2022-05-06,-16.413999999999998,-14.863499999999998,-9.48,-7.1165
2022-05-09,-16.708,-15.2745,-10.168,-7.6215
2022-05-10,-16.827999999999996,-15.523499999999999,-10.888,-8.0355
2022-05-11,-17.785999999999994,-15.7595,-12.406,-8.500499999999999
2022-05-12,-18.22,-16.052500000000002,-13.308000000000002,-9.021
2022-05-13,-18.142,-16.160000000000004,-13.709999999999999,-9.3865
2022-05-16,-18.128,-16.309,-13.622,-9.7685
2022-05-17,-17.778,-16.3845,-13.236,-10.139
2022-05-18,-17.874,-16.7435,-13.262,-10.677
2022-05-19,-20.05,-17.633,-13.388,-11.1735
2022-05-20,-22.241999999999997,-18.304499999999997,-13.901999999999997,-11.543000000000001
2022-05-23,-24.113999999999997,-18.9895,-14.040000000000001,-11.8585
2022-05-24,-26.377999999999997,-19.554499999999997,-14.64,-12.075500000000002
2022-05-25,-27.822000000000003,-19.9685,-14.416,-12.2685
2022-05-26,-26.738,-20.4095,-13.745999999999999,-12.4885
2022-05-27,-25.847999999999995,-20.6615,-12.65,-12.435500000000001
2022-05-31,-25.284,-21.058500000000002,-11.966,-12.449
2022-06-01,-24.662,-21.4115,-11.245999999999999,-12.502500000000001
2022-06-02,-23.931999999999995,-21.8535,-10.34,-12.606
2022-06-03,-23.712,-22.18,-10.056000000000001,-12.624500000000001
2022-06-06,-23.674,-22.4765,-10.154,-12.604
2022-06-07,-23.365999999999996,-22.723,-9.982,-12.4025
2022-06-08,-23.472,-23.0725,-9.918000000000001,-12.26
2022-06-09,-23.985999999999997,-23.4035,-10.59,-12.152
2022-06-10,-24.576,-23.769,-11.475999999999999,-12.1665
2022-06-13,-25.278,-24.2605,-13.048000000000002,-12.438500000000001
2022-06-14,-26.171999999999997,-24.734,-14.831999999999999,-12.705
2022-06-15,-26.548000000000002,-25.264999999999997,-16.194,-12.999500000000001
2022-06-16,-26.863999999999997,-25.651,-17.676,-13.255500000000001
2022-06-17,-26.898000000000003,-25.481,-18.614,-13.472999999999999
2022-06-21,-26.595999999999997,-25.349,-18.532,-13.596
2022-06-22,-26.374000000000002,-25.299,-18.444,-13.806000000000001
2022-06-23,-26.665999999999997,-25.337,-18.416,-13.9435
2022-06-24,-26.401999999999997,-25.296,-17.356,-13.9905
2022-06-27,-26.274,-25.365000000000002,-16.4,-14.136499999999998
2022-06-28,-26.636000000000003,-25.546,-16.184,-14.479499999999998
2022-06-29,-26.868000000000002,-25.695,-15.992,-14.8125
2022-06-30,-26.965999999999998,-25.913,-16.096,-15.156
2022-07-01,-27.32,-26.143,-16.446,-15.517
2022-07-05,-27.772,-26.380000000000003,-16.706,-15.799000000000001
2022-07-06,-27.742,-26.563,-16.55,-16.0785
2022-07-07,-27.47,-26.720999999999997,-16.096,-16.341
2022-07-08,-27.062,-26.8105,-15.524000000000001,-16.5575
2022-07-11,-26.838,-26.856,-15.395999999999997,-16.7185
2022-07-12,-26.536,-26.869999999999997,-15.447999999999999,-16.792
2022-07-13,-26.534,-26.877,-15.632,-16.7245
2022-07-14,-26.836000000000002,-26.887,-16.1,-16.658
2022-07-15,-26.944,-26.9095,-16.252000000000002,-16.572
2022-07-18,-27.165999999999997,-26.9315,-16.352,-16.3875
2022-07-19,-26.768,-26.8375,-15.857999999999999,-16.103
2022-07-20,-26.279999999999994,-26.798000000000002,-15.184000000000001,-15.8875
2022-07-21,-25.516,-26.672499999999996,-14.296000000000001,-15.620999999999999
2022-07-22,-25.041999999999998,-26.503499999999995,-13.868,-15.434999999999999
2022-07-25,-24.45,-26.4435,-13.288,-15.370499999999998
2022-07-26,-24.518,-26.398500000000002,-13.352,-15.341
2022-07-27,-24.345999999999997,-26.2255,-13.086000000000002,-15.113
2022-07-28,-23.991999999999997,-25.953500000000002,-12.774,-14.8165
2022-07-29,-23.683999999999997,-25.683,-12.053999999999998,-14.4245
2022-08-01,-23.244,-25.424500000000002,-11.350000000000001,-14.0965
2022-08-02,-22.723999999999997,-25.136499999999998,-10.53,-13.797
2022-08-03,-22.276,-24.859,-9.94,-13.460500000000001
2022-08-04,-22.246,-24.6475,-9.578,-13.187000000000001
2022-08-05,-22.223999999999997,-24.4735,-9.496,-12.9175
2022-08-08,-22.29,-24.2875,-9.425999999999998,-12.604000000000001
2022-08-09,-22.288,-24.074499999999997,-9.319999999999999,-12.265
2022-08-10,-22.227999999999998,-23.7825,-9.162,-11.843
2022-08-11,-22.112000000000002,-23.4665,-8.992,-11.41
2022-08-12,-21.735999999999997,-23.171499999999998,-8.581999999999999,-11.0
2022-08-15,-21.365999999999996,-22.8375,-8.104000000000001,-10.542
2022-08-16,-20.931999999999995,-22.6155,-7.554,-10.189
2022-08-17,-20.782,-22.408,-7.348000000000001,-9.884
2022-08-18,-19.986,-22.084,-7.104000000000001,-9.611999999999998
2022-08-19,-19.508000000000003,-21.788,-7.244,-9.344
2022-08-22,-19.252,-21.538,-7.696,-9.144
2022-08-23,-19.103999999999996,-21.262,-8.198,-8.9005
2022-08-24,-19.008,-21.0735,-8.578,-8.757
2022-08-25,-19.485999999999997,-20.957500000000003,-8.822,-8.623999999999999
2022-08-26,-20.124,-20.898,-9.31,-8.658
2022-08-29,-20.576,-20.871,-9.620000000000001,-8.7115
2022-08-30,-21.066,-20.847500000000004,-10.028,-8.774999999999999
2022-08-31,-21.598,-20.904,-10.562,-8.9125
2022-09-01,-21.932,-20.878999999999998,-11.175999999999998,-9.0235
2022-09-02,-22.107999999999997,-20.869,-11.492,-9.157
2022-09-06,-22.272,-20.8665,-11.768,-9.297
2022-09-07,-22.172,-20.8185,-11.664,-9.361
2022-09-08,-21.844,-20.808,-11.366,-9.4635
2022-09-09,-21.631999999999998,-20.759,-10.912,-9.503499999999999
2022-09-12,-21.065999999999995,-20.701500000000003,-10.162,-9.552
2022-09-13,-21.232,-20.833000000000002,-10.129999999999999,-9.803500000000001
2022-09-14,-21.606,-20.987000000000002,-10.290000000000001,-10.045
2022-09-15,-22.311999999999998,-21.1905,-10.74,-10.311499999999999
2022-09-16,-23.139999999999997,-21.5475,-11.57,-10.620000000000001
2022-09-19,-24.168,-21.8665,-12.453999999999999,-10.8545
2022-09-20,-24.68,-22.19,-12.774,-11.073
2022-09-21,-25.478,-22.5805,-13.45,-11.358
2022-09-22,-26.204,-22.9895,-14.080000000000002,-11.687000000000001
2022-09-23,-27.1,-23.451,-14.851999999999999,-12.127500000000001
2022-09-26,-28.022,-23.841,-15.906,-12.503499999999999
2022-09-27,-28.722,-24.226499999999998,-16.812,-12.871
2022-09-28,-28.803999999999995,-24.514999999999997,-17.18,-13.146
2022-09-29,-29.0,-24.84,-17.748,-13.483500000000001
2022-09-30,-29.226,-25.2745,-18.288,-13.905499999999998
2022-10-03,-28.841999999999995,-25.5245,-18.168,-14.172500000000003
2022-10-04,-28.253999999999998,-25.722,-17.518,-14.3085
2022-10-05,-27.889999999999997,-25.944499999999998,-17.14,-14.515
2022-10-06,-27.424,-26.234999999999996,-16.595999999999997,-14.791000000000002
2022-10-07,-27.189999999999998,-26.663999999999998,-16.264,-15.243500000000001
2022-10-10,-27.671999999999997,-27.176,-16.554,-15.770500000000002
2022-10-11,-28.441999999999997,-27.5245,-17.436,-16.135
2022-10-12,-29.377999999999997,-27.8875,-18.338,-16.526999999999997
2022-10-13,-29.688,-28.079,-18.654,-16.7695
2022-10-14,-29.712,-28.307000000000006,-18.878,-17.070500000000003
2022-10-17,-29.221999999999998,-28.4395,-18.582,-17.3025
2022-10-18,-28.453999999999997,-28.468,-17.99,-17.439
2022-10-19,-27.548000000000002,-28.405,-17.464,-17.530499999999996
2022-10-20,-27.163999999999998,-28.319000000000006,-17.482,-17.619999999999997
2022-10-21,-26.258,-28.0965,-16.747999999999998,-17.544500000000003
2022-10-24,-25.476,-27.802999999999997,-16.216,-17.380000000000003
2022-10-25,-24.577999999999996,-27.432,-15.602,-17.1365
2022-10-26,-23.704,-27.130000000000003,-15.0,-16.9855
2022-10-27,-22.758000000000003,-26.758499999999998,-14.356,-16.772
2022-10-28,-21.764,-26.231,-13.709999999999999,-16.4
2022-10-31,-21.101999999999997,-25.868000000000002,-13.38,-16.183
2022-11-01,-20.619999999999997,-25.523500000000002,-13.325999999999999,-16.0885
2022-11-02,-20.447999999999997,-25.2695,-13.568000000000001,-16.0925
2022-11-03,-20.535999999999998,-25.0365,-13.892000000000001,-16.095999999999997
2022-11-04,-20.823999999999995,-24.6395,-14.372,-15.927000000000001
2022-11-07,-21.028,-24.207,-14.581999999999999,-15.690000000000001
2022-11-08,-21.317999999999998,-23.7425,-14.696000000000002,-15.4035
2022-11-09,-21.548,-23.312,-14.73,-15.1905
2022-11-10,-20.921999999999997,-22.845,-13.697999999999999,-14.857
2022-11-11,-20.827999999999996,-22.4185,-12.734,-14.391
2022-11-14,-20.762,-22.092000000000002,-12.064,-14.060500000000001
2022-11-15,-20.662,-21.7945,-11.342,-13.741499999999998
2022-11-16,-20.496,-21.549,-10.412,-13.4275
2022-11-17,-20.168,-21.096,-10.426,-13.093
2022-11-18,-19.115999999999996,-20.633,-10.528,-12.836000000000002
2022-11-21,-18.106,-20.2495,-10.552000000000001,-12.6445
2022-11-22,-16.883999999999997,-19.871000000000002,-10.488000000000001,-12.463
2022-11-23,-15.415999999999997,-19.477,-10.180000000000001,-12.2225
2022-11-25,-14.779999999999998,-19.101499999999998,-9.824,-11.96
2022-11-28,-14.677999999999997,-18.8615,-9.825999999999999,-11.865
2022-11-29,-14.443999999999999,-18.585,-9.798,-11.749
2022-11-30,-13.971999999999998,-18.209,-9.464,-11.4975
2022-12-01,-13.423999999999998,-17.721,-9.198,-11.129999999999999
2022-12-02,-12.907999999999998,-17.194499999999998,-8.956,-10.725999999999999
2022-12-05,-12.405999999999999,-16.756999999999998,-8.748000000000001,-10.459
2022-12-06,-12.196,-16.377,-8.76,-10.2935
2022-12-07,-12.613999999999999,-16.033,-9.344,-10.1595
2022-12-08,-12.935999999999998,-15.568000000000001,-9.834,-9.906000000000002
2022-12-09,-13.323999999999998,-15.295000000000002,-10.424000000000001,-9.9075
2022-12-12,-13.331999999999999,-14.883000000000001,-10.454,-9.889
2022-12-13,-13.026,-14.442999999999998,-10.102,-9.803
2022-12-14,-12.691999999999998,-14.0405,-9.824000000000002,-9.780000000000001
2022-12-15,-12.922,-13.6745,-10.118,-9.8325
2022-12-16,-13.089999999999998,-13.5255,-10.492,-9.924
2022-12-19,-13.626,-13.510499999999999,-11.258,-10.0715
2022-12-20,-14.266,-13.483,-12.209999999999999,-10.2175
2022-12-21,-14.717999999999998,-13.499,-12.802000000000001,-10.3585
2022-12-22,-14.955999999999998,-13.5595,-13.197999999999999,-10.587
2022-12-23,-15.045999999999998,-13.591999999999999,-13.294,-10.7915
2022-12-27,-15.003999999999996,-13.592000000000002,-13.309999999999999,-10.942499999999999
2022-12-28,-15.1,-13.647,-13.478,-11.1375
2022-12-29,-15.151999999999997,-13.794,-13.602,-11.392999999999999
2022-12-30,-15.05,-13.966,-13.532,-11.6705
2023-01-03,-14.838,-14.0745,-13.558000000000002,-11.942
2023-01-04,-14.772,-14.183499999999999,-13.398000000000001,-12.105
2023-01-05,-14.789999999999997,-14.295499999999999,-13.216,-12.2515
2023-01-06,-14.437999999999999,-14.25,-12.948000000000002,-12.294
2023-01-09,-14.038,-14.241499999999998,-12.646,-12.3735
2023-01-10,-13.717999999999998,-14.173000000000002,-12.218,-12.3905
2023-01-11,-13.123999999999999,-14.131499999999999,-11.690000000000001,-12.414
2023-01-12,-12.373999999999999,-14.132499999999999,-10.91,-12.4535
2023-01-13,-12.173999999999998,-14.120499999999998,-10.444,-12.449
2023-01-17,-12.351999999999999,-14.098999999999998,-9.992,-12.342
2023-01-18,-13.034,-14.159,-9.952,-12.255500000000001
2023-01-19,-14.016,-14.229000000000003,-10.256,-12.1635
2023-01-20,-14.807999999999998,-14.268,-10.308,-11.978
2023-01-23,-15.301999999999998,-14.266500000000002,-10.213999999999999,-11.802
2023-01-24,-15.398,-14.2095,-10.113999999999999,-11.571000000000002
2023-01-25,-15.012,-14.1505,-9.72,-11.362
2023-01-26,-14.339999999999998,-14.062999999999999,-9.012,-11.089
2023-01-27,-13.721999999999998,-13.9235,-8.57,-10.751
2023-01-30,-13.463999999999999,-13.844500000000002,-8.568,-10.5435
2023-01-31,-13.156,-13.736,-8.291999999999998,-10.261
2023-02-01,-12.886,-13.6625,-7.794,-9.921
2023-02-02,-12.484,-13.491000000000003,-7.231999999999999,-9.5475
2023-02-03,-12.384,-13.322,-6.914,-9.175500000000001
2023-02-06,-12.55,-13.372499999999999,-6.473999999999999,-8.925
2023-02-07,-12.782,-13.422,-6.09,-8.622
2023-02-08,-13.35,-13.570500000000001,-6.104,-8.3925
2023-02-09,-14.259999999999996,-13.775,-6.5040000000000004,-8.251000000000001
2023-02-10,-14.739999999999998,-13.913499999999999,-6.6739999999999995,-8.1165
2023-02-13,-14.638,-13.988499999999998,-6.564,-7.955
2023-02-14,-14.687999999999999,-14.006,-6.6579999999999995,-7.788500000000001
2023-02-15,-14.156,-13.850999999999999,-6.531999999999999,-7.5375
2023-02-16,-12.637999999999998,-13.4305,-6.478,-7.3065
2023-02-17,-11.386,-13.057999999999998,-6.5,-7.164500000000001
2023-02-21,-10.731999999999998,-12.846,-6.984,-7.147500000000001
2023-02-22,-10.157999999999998,-12.696,-7.4799999999999995,-7.13
2023-02-23,-9.887999999999998,-12.57,-7.956,-7.096500000000001
2023-02-24,-10.783999999999999,-12.5415,-8.379999999999999,-7.1485
2023-02-27,-11.511999999999999,-12.505500000000001,-8.716,-7.2010000000000005
2023-02-28,-11.965999999999998,-12.4715,-8.828,-7.2125
2023-03-01,-12.255999999999998,-12.471,-8.937999999999999,-7.291500000000001
2023-03-02,-12.441999999999998,-12.459,-9.001999999999999,-7.3985
2023-03-03,-12.105999999999998,-12.447,-8.663999999999998,-7.5065
2023-03-06,-11.809999999999999,-12.361999999999998,-8.358,-7.561999999999999
2023-03-07,-11.584,-12.23,-8.256,-7.6579999999999995
2023-03-08,-11.315999999999999,-12.1045,-8.112,-7.797
2023-03-09,-11.222,-11.927000000000001,-8.396,-7.971499999999999
2023-03-10,-11.477999999999998,-11.7515,-9.168000000000001,-8.1725
2023-03-13,-11.838,-11.6365,-9.985999999999999,-8.389999999999999
2023-03-14,-11.785999999999998,-11.517,-10.256,-8.581
2023-03-15,-11.802,-11.383,-10.658,-8.797
2023-03-16,-11.329999999999998,-11.220500000000001,-10.453999999999999,-8.952
2023-03-17,-10.745999999999999,-11.2785,-10.203999999999999,-9.104000000000001
2023-03-20,-9.837999999999997,-11.249500000000001,-9.768,-9.206999999999999
2023-03-21,-9.258,-11.1485,-9.384,-9.181000000000001
2023-03-22,-9.115999999999998,-11.1225,-9.190000000000001,-9.2245
2023-03-23,-9.258,-11.063,-9.248000000000001,-9.275
2023-03-24,-9.144,-10.868500000000001,-9.069999999999999,-9.2765
2023-03-27,-9.288,-10.6935,-9.02,-9.283
2023-03-28,-9.387999999999998,-10.504000000000001,-9.232000000000001,-9.282
2023-03-29,-8.771999999999998,-10.2515,-8.894,-9.2135
2023-03-30,-8.159999999999998,-9.9925,-8.49,-9.147
2023-03-31,-7.522,-9.7225,-7.8740000000000006,-9.079
2023-04-03,-6.859999999999998,-9.456,-7.19,-8.991000000000001
2023-04-04,-6.3199999999999985,-9.187999999999999,-6.578,-8.8625
2023-04-05,-6.059999999999999,-8.9375,-6.264,-8.7515
2023-04-06,-6.089999999999998,-8.7095,-5.988,-8.545
2023-04-10,-6.403999999999999,-8.453999999999999,-5.9479999999999995,-8.274
2023-04-11,-7.009999999999998,-8.249,-6.004,-7.9955
2023-04-12,-7.623999999999998,-8.1475,-6.029999999999999,-7.806
2023-04-13,-7.9899999999999975,-7.9845,-5.772,-7.529999999999999
2023-04-14,-8.251999999999999,-7.94,-5.622,-7.337000000000001
2023-04-17,-8.629999999999999,-7.925,-5.428,-7.08
2023-04-18,-8.741999999999999,-7.975,-5.224,-6.8595
2023-04-19,-9.487999999999998,-8.205,-4.948,-6.697
2023-04-20,-11.008,-8.4575,-5.018000000000001,-6.487
2023-04-21,-12.273999999999997,-8.693999999999999,-5.037999999999999,-6.2845
2023-04-24,-13.315999999999997,-8.968,-5.098000000000001,-6.087
2023-04-25,-14.475999999999999,-9.272,-5.42,-5.9595
2023-04-26,-15.017999999999997,-9.6125,-5.8100000000000005,-5.841500000000001
2023-04-27,-15.026,-10.021,-5.786,-5.71
2023-04-28,-14.945999999999998,-10.3905,-5.638,-5.5715
2023-05-01,-14.904,-10.8135,-5.504,-5.4944999999999995
2023-05-02,-15.104,-11.333,-5.316,-5.4910000000000005
2023-05-03,-15.248,-11.8445,-5.176,-5.4910000000000005
2023-05-04,-15.494,-12.3795,-5.47,-5.5115
2023-05-05,-15.791999999999998,-12.815999999999999,-5.588,-5.471500000000001
2023-05-08,-16.15,-13.25,-5.708,-5.4345
2023-05-09,-16.112000000000002,-13.608500000000001,-5.71,-5.4174999999999995
2023-05-10,-15.841999999999999,-13.899000000000001,-5.514,-5.362
2023-05-11,-15.601999999999999,-14.282499999999999,-5.218000000000001,-5.372999999999999
2023-05-12,-15.435999999999998,-14.612,-5.258,-5.3805000000000005
2023-05-15,-15.161999999999997,-14.883,-5.244,-5.3885
2023-05-16,-14.998,-15.172500000000003,-5.274,-5.430000000000001
2023-05-17,-14.666,-15.1935,-5.166,-5.416500000000001
2023-05-18,-14.004,-15.0315,-4.85,-5.331
2023-05-19,-13.129999999999999,-14.825999999999999,-4.54,-5.255999999999999
2023-05-22,-12.508,-14.681000000000001,-4.28,-5.184
2023-05-23,-11.789999999999997,-14.501000000000001,-4.109999999999999,-5.1025
2023-05-24,-11.508,-14.315999999999999,-4.3,-5.039
2023-05-25,-11.207999999999998,-14.076999999999998,-4.51,-5.012
2023-05-26,-10.941999999999998,-13.825,-4.446,-4.958
2023-05-30,-10.451999999999998,-13.568000000000001,-4.388,-4.905
2023-05-31,-10.175999999999998,-13.269,-4.220000000000001,-4.8285
2023-06-01,-9.654,-12.9175,-3.716,-4.674
2023-06-02,-9.27,-12.520999999999999,-3.096,-4.4185
2023-06-05,-9.133999999999999,-12.1605,-2.758,-4.250500000000001
2023-06-06,-9.239999999999998,-11.8405,-2.386,-4.0745
2023-06-07,-9.173999999999998,-11.5345,-1.9760000000000002,-3.8950000000000005
2023-06-08,-9.206,-11.258500000000002,-1.6440000000000001,-3.7065000000000006
2023-06-09,-9.329999999999998,-10.953,-1.558,-3.5035000000000003
2023-06-12,-9.241999999999999,-10.612,-1.254,-3.2495
2023-06-13,-8.929999999999998,-10.2825,-0.86,-2.9785
2023-06-14,-8.559999999999999,-9.925,-0.388,-2.6735
2023-06-15,-7.871999999999997,-9.559999999999999,0.22200000000000003,-2.3594999999999997
2023-06-16,-7.135999999999998,-9.236,0.7260000000000001,-2.1095
2023-06-20,-6.8199999999999985,-9.0345,0.958,-1.875
2023-06-21,-6.803999999999999,-8.8565,0.9520000000000002,-1.6705
2023-06-22,-6.7559999999999985,-8.666500000000001,1.004,-1.395
2023-06-23,-7.227999999999999,-8.49,0.652,-1.1215
2023-06-26,-7.777999999999999,-8.378499999999999,0.292,-0.909
2023-06-27,-7.959999999999998,-8.289,0.242,-0.7030000000000001
2023-06-28,-7.931999999999998,-8.2265,0.30999999999999994,-0.496
2023-06-29,-7.871999999999998,-8.0905,0.304,-0.26400000000000007
2023-06-30,-7.403999999999999,-7.927499999999999,0.682,-0.022
2023-07-03,-6.847999999999997,-7.773000000000001,1.1720000000000002,0.158
2023-07-05,-6.611999999999999,-7.658499999999999,1.4,0.3365
2023-07-06,-6.517999999999999,-7.546000000000001,1.456,0.46449999999999997
2023-07-07,-6.5779999999999985,-7.4415,1.468,0.597
2023-07-10,-6.669999999999999,-7.2935,1.3,0.7140000000000001
2023-07-11,-6.559999999999998,-7.080499999999999,1.23,0.8550000000000001
2023-07-12,-6.831999999999999,-7.055999999999999,1.3619999999999999,0.9904999999999999
2023-07-13,-6.685999999999998,-6.985000000000001,1.8199999999999998,1.1345
2023-07-14,-6.903999999999999,-7.027500000000001,2.308,1.2710000000000001
2023-07-17,-7.111999999999999,-7.103500000000001,2.812,1.3615
2023-07-18,-7.419999999999999,-7.1515,3.344,1.5095
2023-07-19,-6.815999999999998,-7.055,3.7619999999999996,1.6915
2023-07-20,-6.511999999999999,-6.912000000000001,3.882,1.8669999999999998
2023-07-21,-5.709999999999999,-6.766,4.0200000000000005,2.025
2023-07-24,-4.887999999999998,-6.5185,4.1739999999999995,2.242
2023-07-25,-4.043999999999999,-6.218000000000001,4.224,2.4925
2023-07-26,-3.759999999999999,-6.005,4.234,2.6895
2023-07-27,-3.5359999999999987,-5.813000000000001,4.26,2.8545000000000003
2023-07-28,-3.7319999999999984,-5.731,4.454,3.0625
2023-07-31,-4.1179999999999986,-5.697,4.595999999999999,3.2205
2023-08-01,-4.437999999999999,-5.6155,4.616,3.3534999999999995
2023-08-02,-4.649999999999999,-5.5145,4.406000000000001,3.441
2023-08-03,-4.579999999999998,-5.3285,4.27,3.558
2023-08-04,-4.365999999999998,-5.178,3.886,3.6670000000000003
2023-08-07,-3.9999999999999987,-5.0295000000000005,3.6100000000000003,3.7979999999999996
2023-08-08,-3.8619999999999983,-4.941000000000001,3.342,3.8815
2023-08-09,-3.715999999999999,-4.7355,3.2060000000000004,3.9019999999999997
2023-08-10,-3.6679999999999984,-4.574,3.1220000000000003,3.8835
2023-08-11,-3.323999999999999,-4.2829999999999995,3.104,3.8659999999999997
2023-08-14,-3.0879999999999983,-4.0235,3.024,3.851
2023-08-15,-2.9979999999999984,-3.8355000000000006,2.848,3.7574999999999994
2023-08-16,-2.9859999999999984,-3.778,2.666,3.6279999999999992
2023-08-17,-2.6379999999999986,-3.6055,2.366,3.5044999999999993
2023-08-18,-2.323999999999999,-3.4364999999999997,2.09,3.3835
2023-08-21,-1.9379999999999984,-3.286,1.8239999999999998,3.2634999999999996
2023-08-22,-1.4139999999999986,-3.178,1.6780000000000002,3.1209999999999996
