Date,rate_AMT,rate_VOO_5D,rate_VOO_20D
2022-06-13,-9.03,-2.924,-4.560499999999999
2022-06-14,-11.1,-5.29,-4.4765
2022-06-15,-8.52,-7.014,-4.3155
2022-06-16,-11.22,-8.959999999999999,-4.2455
2022-06-17,-10.47,-10.068000000000001,-4.186999999999999
2022-06-21,-6.48,-9.558,-4.1345
2022-06-22,-4.55,-8.248,-4.0815
2022-06-23,-2.2,-6.984,-4.081
2022-06-24,-0.95,-4.930000000000001,-4.051
2022-06-27,-1.82,-3.2,-3.96
2022-06-28,-4.21,-2.746,-4.105500000000001
2022-06-29,-4.12,-2.66,-4.156499999999999
2022-06-30,-3.22,-2.864,-4.101999999999999
2022-07-01,-2.11,-3.096,-4.173
2022-07-05,-3.0,-3.332,-4.3705
2022-07-06,-2.15,-2.92,-4.537
2022-07-07,-2.55,-2.6060000000000003,-4.701
2022-07-08,-3.36,-2.634,-4.8740000000000006
2022-07-11,-2.24,-2.6599999999999997,-4.911499999999999
2022-07-12,-3.18,-2.696,-4.824
2022-07-13,-3.02,-2.87,-4.5235
2022-07-14,-2.8,-2.92,-4.108500000000001
2022-07-15,-2.54,-2.7560000000000002,-3.8095
2022-07-18,-5.51,-3.41,-3.524
2022-07-19,-2.55,-3.2840000000000003,-3.128
2022-07-20,-5.33,-3.746,-3.0705
2022-07-21,-3.21,-3.8280000000000003,-3.0035
2022-07-22,-1.64,-3.6480000000000006,-2.9755000000000003
2022-07-25,-2.49,-3.0439999999999996,-3.0524999999999998
2022-07-26,-1.87,-2.908,-3.055
2022-07-27,-2.13,-2.268,-2.9509999999999996
2022-07-28,1.84,-1.2579999999999998,-2.653
2022-07-29,2.56,-0.418,-2.364
2022-08-01,1.69,0.41800000000000004,-2.174
2022-08-02,1.14,1.02,-1.9669999999999999
2022-08-03,1.75,1.796,-1.7719999999999998
2022-08-04,2.43,1.9140000000000001,-1.5230000000000001
2022-08-05,2.68,1.938,-1.221
2022-08-08,2.91,2.182,-0.9635
2022-08-09,3.72,2.698,-0.6184999999999999
2022-08-10,4.13,3.1740000000000004,-0.2609999999999999
2022-08-11,3.15,3.318,0.036500000000000046
2022-08-12,4.11,3.6040000000000005,0.36900000000000005
2022-08-15,5.08,4.038,0.8985000000000001
2022-08-16,4.32,4.1579999999999995,1.2420000000000002
2022-08-17,4.08,4.148000000000001,1.7125
2022-08-18,3.59,4.236,2.0525
2022-08-19,3.32,4.078,2.3005000000000004
2022-08-22,2.17,3.496,2.5335
2022-08-23,1.04,2.84,2.679
2022-08-24,0.85,2.194,2.8280000000000003
2022-08-25,1.79,1.834,2.8255
2022-08-26,0.03,1.176,2.699
2022-08-29,-0.34,0.674,2.5975
2022-08-30,-1.93,0.08000000000000003,2.444
2022-08-31,-1.77,-0.44399999999999995,2.268
2022-09-01,-0.84,-0.97,2.1045000000000003
2022-09-02,-2.51,-1.478,1.845
2022-09-06,-1.69,-1.7479999999999998,1.6150000000000002
2022-09-07,-0.01,-1.3639999999999999,1.4285
2022-09-08,0.74,-0.8619999999999999,1.259
2022-09-09,0.72,-0.5499999999999998,1.1375
2022-09-12,1.94,0.3400000000000001,1.0290000000000001
2022-09-13,-1.88,0.30200000000000016,0.681
2022-09-14,-2.91,-0.2779999999999999,0.3195
2022-09-15,-5.38,-1.502,-0.15349999999999997
2022-09-16,-5.08,-2.662,-0.587
2022-09-19,-4.49,-3.9480000000000004,-0.9775
2022-09-20,-8.09,-5.19,-1.4905
2022-09-21,-9.5,-6.508,-2.0175
2022-09-22,-10.01,-7.434,-2.5605
2022-09-23,-11.5,-8.718,-3.225
2022-09-26,-14.29,-10.678,-3.9410000000000003
2022-09-27,-14.59,-11.978,-4.653499999999999
2022-09-28,-14.41,-12.959999999999999,-5.277500000000001
2022-09-29,-17.19,-14.395999999999997,-6.0485
2022-09-30,-16.82,-15.459999999999999,-6.847499999999999
2022-10-03,-15.49,-15.7,-7.4965
2022-10-04,-14.39,-15.66,-8.131499999999999
2022-10-05,-16.64,-16.106,-8.963000000000001
2022-10-06,-20.83,-16.834,-10.0415
2022-10-07,-24.03,-18.276,-11.279
2022-10-10,-25.94,-20.366,-12.673
2022-10-11,-26.06,-22.7,-13.882
2022-10-12,-28.15,-25.002,-15.144000000000002
2022-10-13,-25.84,-26.004,-16.166999999999998
2022-10-14,-27.39,-26.676,-17.2825
2022-10-17,-24.83,-26.454,-18.299500000000002
2022-10-18,-23.01,-25.844,-19.0455
2022-10-19,-25.41,-25.296,-19.841
2022-10-20,-26.56,-25.44,-20.6685
2022-10-21,-26.73,-25.308,-21.43
2022-10-24,-27.56,-25.854000000000003,-22.0935
2022-10-25,-23.66,-25.983999999999998,-22.547
2022-10-26,-23.12,-25.526,-22.982499999999998
2022-10-27,-22.44,-24.702,-23.244999999999997
2022-10-28,-20.12,-23.380000000000003,-23.41
2022-10-31,-19.16,-21.7,-23.5935
2022-11-01,-18.44,-20.656,-23.796
2022-11-02,-19.45,-19.922,-23.9365
2022-11-03,-20.9,-19.613999999999997,-23.94
2022-11-04,-19.93,-19.576,-23.735
2022-11-07,-20.64,-19.872,-23.470000000000002
2022-11-08,-20.26,-20.236,-23.18
2022-11-09,-21.02,-20.55,-22.8235
2022-11-10,-13.42,-19.054000000000002,-22.2025
2022-11-11,-12.52,-17.572,-21.459
2022-11-14,-15.53,-16.55,-20.994
2022-11-15,-13.91,-15.280000000000001,-20.538999999999998
2022-11-16,-14.08,-13.892000000000001,-19.972500000000004
2022-11-17,-15.16,-14.24,-19.4025
2022-11-18,-15.32,-14.8,-18.832
2022-11-21,-13.79,-14.451999999999998,-18.1435
2022-11-22,-14.48,-14.565999999999999,-17.684500000000003
2022-11-23,-14.43,-14.636000000000001,-17.25
2022-11-25,-13.72,-14.347999999999999,-16.814
2022-11-28,-16.12,-14.508,-16.614
2022-11-29,-14.83,-14.716,-16.3975
2022-11-30,-13.27,-14.474,-16.139
2022-12-01,-12.93,-14.174000000000001,-15.812999999999999
2022-12-02,-13.66,-14.162,-15.450999999999999
2022-12-05,-15.09,-13.956,-15.209
2022-12-06,-16.28,-14.246,-14.991
2022-12-07,-16.82,-14.956,-14.818999999999999
2022-12-08,-16.39,-15.648000000000001,-14.5875
2022-12-09,-15.77,-16.07,-14.705000000000002
2022-12-12,-14.99,-16.05,-14.8285
2022-12-13,-12.07,-15.208000000000002,-14.6555
2022-12-14,-13.44,-14.532,-14.632000000000001
2022-12-15,-14.08,-14.069999999999999,-14.632
2022-12-16,-15.93,-14.102,-14.6705
2022-12-19,-17.42,-14.588,-14.7755
2022-12-20,-17.78,-15.73,-14.975
2022-12-21,-17.04,-16.45,-15.103
2022-12-22,-17.04,-17.042,-15.233500000000001
2022-12-23,-16.32,-17.119999999999997,-15.363499999999998
2022-12-27,-16.92,-17.02,-15.4035
2022-12-28,-17.23,-16.91,-15.523500000000002
2022-12-29,-15.04,-16.509999999999998,-15.612
2022-12-30,-16.55,-16.412,-15.793000000000001
2023-01-03,-15.1,-16.168,-15.865
2023-01-04,-13.43,-15.469999999999999,-15.782000000000002
2023-01-05,-16.1,-15.244,-15.773
2023-01-06,-13.6,-14.956,-15.612
2023-01-09,-13.29,-14.303999999999998,-15.457000000000003
2023-01-10,-12.25,-13.734,-15.281
2023-01-11,-9.83,-13.014,-15.023000000000001
2023-01-12,-8.23,-11.440000000000001,-14.831
2023-01-13,-8.0,-10.319999999999999,-14.559000000000001
2023-01-17,-8.68,-9.398,-14.288999999999998
2023-01-18,-10.98,-9.144,-14.0415
2023-01-19,-11.7,-9.518,-13.755499999999998
2023-01-20,-12.46,-10.363999999999999,-13.489500000000001
2023-01-23,-14.71,-11.706,-13.373000000000001
2023-01-24,-14.91,-12.952000000000002,-13.266499999999999
2023-01-25,-13.54,-13.463999999999999,-13.127500000000001
2023-01-26,-12.61,-13.645999999999997,-12.912
2023-01-27,-12.7,-13.693999999999999,-12.6855
2023-01-30,-13.77,-13.506,-12.622
2023-01-31,-11.69,-12.862,-12.379
2023-02-01,-9.98,-12.15,-12.123
2023-02-02,-9.89,-11.606,-11.946000000000002
2023-02-03,-11.93,-11.452,-11.7375
2023-02-06,-12.5,-11.198,-11.682500000000001
2023-02-07,-12.93,-11.446000000000002,-11.6645
2023-02-08,-13.32,-12.114,-11.718
2023-02-09,-14.59,-13.053999999999998,-11.956
2023-02-10,-14.0,-13.468,-12.2445
2023-02-13,-13.79,-13.725999999999999,-12.534
2023-02-14,-14.61,-14.062000000000001,-12.8305
2023-02-15,-14.04,-14.206,-12.983500000000001
2023-02-16,-15.85,-14.457999999999998,-13.190999999999999
2023-02-17,-16.53,-14.963999999999999,-13.394499999999999
2023-02-21,-18.73,-15.952000000000002,-13.595500000000001
2023-02-22,-20.83,-17.196,-13.891499999999999
2023-02-23,-19.78,-18.344,-14.2035
2023-02-24,-22.22,-19.618000000000002,-14.684000000000001
2023-02-27,-22.47,-20.806,-15.1725
2023-02-28,-21.33,-21.326,-15.5505
2023-03-01,-22.05,-21.57,-16.068499999999997
2023-03-02,-21.04,-21.821999999999996,-16.6215
2023-03-03,-19.13,-21.204,-17.0835
2023-03-06,-20.64,-20.838,-17.519
2023-03-07,-23.05,-21.182,-18.0465
2023-03-08,-21.73,-21.118000000000002,-18.4865
2023-03-09,-23.5,-21.610000000000003,-18.9955
2023-03-10,-23.48,-22.48,-19.439999999999998
2023-03-13,-21.51,-22.654,-19.8155
2023-03-14,-20.14,-22.072,-20.133000000000003
2023-03-15,-19.16,-21.558,-20.360500000000002
2023-03-16,-18.09,-20.476,-20.563
2023-03-17,-19.54,-19.688000000000002,-20.747500000000002
2023-03-20,-19.31,-19.248,-20.8865
2023-03-21,-20.79,-19.378,-20.9895
2023-03-22,-23.19,-20.183999999999997,-21.107499999999998
2023-03-23,-23.38,-21.242,-21.2875
2023-03-24,-20.23,-21.38,-21.188
2023-03-27,-22.78,-22.074,-21.2035
2023-03-28,-22.89,-22.494,-21.2815
2023-03-29,-20.67,-21.990000000000002,-21.2125
2023-03-30,-19.61,-21.235999999999997,-21.141
2023-03-31,-18.37,-20.864,-21.103
2023-04-03,-19.22,-20.152,-21.032000000000004
2023-04-04,-18.3,-19.234,-20.7945
2023-04-05,-17.81,-18.662,-20.598499999999998
2023-04-06,-17.03,-18.146,-20.275
2023-04-10,-16.38,-17.747999999999998,-19.919999999999998
2023-04-11,-15.58,-17.02,-19.6235
2023-04-12,-15.23,-16.406,-19.378
2023-04-13,-15.41,-15.925999999999998,-19.190499999999997
2023-04-14,-16.95,-15.91,-19.1335
2023-04-17,-16.19,-15.872,-18.966
2023-04-18,-16.45,-16.046,-18.823
2023-04-19,-16.47,-16.294,-18.607
2023-04-20,-17.47,-16.706,-18.321
2023-04-21,-18.05,-16.926000000000002,-18.0545
2023-04-24,-18.13,-17.314,-17.9495
2023-04-25,-19.0,-17.824,-17.7605
2023-04-26,-19.56,-18.442,-17.594
2023-04-27,-17.46,-18.44,-17.433500000000002
2023-04-28,-17.95,-18.419999999999998,-17.3505
2023-05-01,-19.47,-18.688,-17.4055
2023-05-02,-20.8,-19.048,-17.4845
2023-05-03,-22.44,-19.624000000000002,-17.6915
2023-05-04,-21.48,-20.428,-17.875
2023-05-05,-20.56,-20.95,-18.051499999999997
2023-05-08,-21.95,-21.446,-18.33
2023-05-09,-21.83,-21.652,-18.642500000000002
2023-05-10,-20.7,-21.303999999999995,-18.916
2023-05-11,-20.97,-21.201999999999998,-19.194
2023-05-12,-19.14,-20.918,-19.3035
2023-05-15,-21.06,-20.74,-19.547
2023-05-16,-22.83,-20.939999999999998,-19.866
2023-05-17,-21.34,-21.068,-20.1095
2023-05-18,-22.83,-21.44,-20.377499999999998
2023-05-19,-22.95,-22.202,-20.6225
2023-05-22,-21.85,-22.36,-20.8085
2023-05-23,-23.98,-22.59,-21.057499999999997
2023-05-24,-25.88,-23.497999999999998,-21.3735
2023-05-25,-26.22,-24.176,-21.811500000000002
2023-05-26,-26.37,-24.86,-22.232499999999998
2023-05-30,-26.44,-25.778000000000002,-22.581
2023-05-31,-25.47,-26.076,-22.8145
2023-06-01,-23.93,-25.686,-22.889
2023-06-02,-22.28,-24.898000000000003,-22.929
2023-06-05,-23.29,-24.282,-23.0655
2023-06-06,-23.1,-23.614,-23.123
2023-06-07,-22.37,-22.994,-23.15
2023-06-08,-22.73,-22.753999999999998,-23.2515
2023-06-09,-23.83,-23.064,-23.3945
2023-06-12,-23.32,-23.07,-23.6035
2023-06-13,-22.33,-22.916,-23.666999999999998
2023-06-14,-21.53,-22.748,-23.601999999999997
2023-06-15,-21.02,-22.406,-23.586000000000002
2023-06-16,-21.58,-21.956,-23.5235
2023-06-20,-22.72,-21.836,-23.512
2023-06-21,-23.01,-21.972,-23.57
2023-06-22,-24.18,-22.502,-23.580000000000002
2023-06-23,-24.34,-23.166,-23.503
2023-06-26,-23.49,-23.548,-23.3665
2023-06-27,-23.66,-23.736,-23.231
2023-06-28,-22.09,-23.552,-23.0135
2023-06-29,-21.64,-23.044,-22.822
2023-06-30,-21.16,-22.407999999999998,-22.683500000000002
2023-07-03,-20.29,-21.768,-22.584
2023-07-05,-18.96,-20.828000000000003,-22.3675
2023-07-06,-19.9,-20.39,-22.2075
2023-07-07,-20.09,-20.080000000000002,-22.0935
2023-07-10,-20.89,-20.026000000000003,-22.0015
2023-07-11,-20.46,-20.06,-21.833
2023-07-12,-20.13,-20.294,-21.673499999999997
2023-07-13,-19.56,-20.226,-21.535
2023-07-14,-20.72,-20.351999999999997,-21.494500000000002
2023-07-17,-23.82,-20.938,-21.6345
2023-07-18,-24.01,-21.648000000000003,-21.756
2023-07-19,-22.66,-22.154000000000003,-21.752999999999997
2023-07-20,-24.47,-23.136000000000003,-21.826
2023-07-21,-24.37,-23.866000000000003,-21.8355
2023-07-24,-21.97,-23.496,-21.717
2023-07-25,-23.6,-23.414,-21.7225
2023-07-26,-22.31,-23.344,-21.655
2023-07-27,-21.0,-22.65,-21.6005
2023-07-28,-22.72,-22.32,-21.6545
2023-07-31,-22.18,-22.362,-21.705499999999997
2023-08-01,-21.36,-21.913999999999998,-21.759
2023-08-02,-21.61,-21.773999999999997,-21.8915
2023-08-03,-23.54,-22.282,-22.0735
2023-08-04,-23.93,-22.523999999999997,-22.2655
2023-08-07,-24.43,-22.974,-22.4425
2023-08-08,-24.09,-23.52,-22.624000000000002
2023-08-09,-23.34,-23.866,-22.7845
2023-08-10,-23.38,-23.833999999999996,-22.9755
2023-08-11,-23.33,-23.714,-23.105999999999998
2023-08-14,-23.32,-23.491999999999997,-23.081
2023-08-15,-23.74,-23.422,-23.0675
2023-08-16,-25.88,-23.93,-23.2285
2023-08-17,-26.35,-24.524,-23.322499999999998
2023-08-18,-26.32,-25.121999999999996,-23.419999999999998
2023-08-21,-26.72,-25.802,-23.657500000000002
2023-08-22,-26.52,-26.357999999999997,-23.8035
2023-08-23,-25.93,-26.368000000000002,-23.9845
2023-08-24,-26.12,-26.322000000000003,-24.2405
2023-08-25,-26.02,-26.262,-24.4055
2023-08-28,-25.84,-26.086000000000002,-24.5885
2023-08-29,-24.92,-25.766,-24.7665
2023-08-30,-24.7,-25.520000000000003,-24.921
2023-08-31,-24.97,-25.29,-24.9925
2023-09-01,-24.62,-25.01,-25.027
2023-09-05,-24.72,-24.786,-25.0415
2023-09-06,-25.55,-24.912,-25.1145
2023-09-07,-23.83,-24.738,-25.139
2023-09-08,-24.49,-24.642,-25.194499999999998
2023-09-11,-24.73,-24.664,-25.2645
2023-09-12,-25.17,-24.753999999999998,-25.357000000000003
2023-09-13,-26.08,-24.86,-25.474
2023-09-14,-24.41,-24.976,-25.4005
2023-09-15,-24.79,-25.036,-25.322499999999998
2023-09-18,-25.04,-25.098,-25.2585
2023-09-19,-25.93,-25.25,-25.219
2023-09-20,-25.91,-25.216,-25.188499999999998
2023-09-21,-29.24,-26.182,-25.354
2023-09-22,-30.52,-27.328000000000003,-25.573999999999998
2023-09-25,-30.72,-28.464,-25.808999999999997
2023-09-26,-31.88,-29.653999999999996,-26.110999999999997
2023-09-27,-33.21,-31.113999999999997,-26.5255
2023-09-28,-32.13,-31.692,-26.897000000000002
2023-09-29,-31.24,-31.836000000000002,-27.210500000000003
2023-10-02,-31.76,-32.044,-27.567500000000003
2023-10-03,-33.25,-32.318,-27.994
2023-10-04,-33.42,-32.36,-28.3875
2023-10-05,-33.0,-32.534000000000006,-28.845999999999997
2023-10-06,-32.64,-32.814,-29.253499999999995
2023-10-09,-31.63,-32.788,-29.5985
2023-10-10,-33.07,-32.751999999999995,-29.9935
2023-10-11,-30.13,-32.094,-30.196000000000005
2023-10-12,-30.7,-31.633999999999997,-30.510499999999997
2023-10-13,-29.57,-31.02,-30.7495
2023-10-16,-28.65,-30.424,-30.93
2023-10-17,-29.6,-29.73,-31.1135
2023-10-18,-31.33,-29.97,-31.384500000000003
2023-10-19,-32.73,-30.375999999999998,-31.558999999999997
2023-10-20,-32.45,-30.951999999999998,-31.6555
2023-10-23,-32.79,-31.78,-31.758999999999997
2023-10-24,-31.14,-32.088,-31.721999999999998
2023-10-25,-31.68,-32.158,-31.6455
2023-10-26,-26.19,-30.85,-31.348499999999994
2023-10-27,-27.47,-29.854000000000003,-31.159999999999997
2023-10-30,-27.2,-28.736,-30.932
2023-10-31,-24.88,-27.483999999999998,-30.5135
2023-11-01,-24.33,-26.014,-30.058999999999997
2023-11-02,-21.96,-25.168,-29.506999999999998
2023-11-03,-19.32,-23.538,-28.841
2023-11-06,-20.91,-22.28,-28.305
2023-11-07,-21.43,-21.59,-27.722999999999995
2023-11-08,-21.86,-21.096,-27.309499999999996
2023-11-09,-22.93,-21.29,-26.921000000000003
2023-11-10,-22.12,-21.85,-26.5485
2023-11-13,-22.19,-22.106,-26.2255
2023-11-14,-18.42,-21.504,-25.666500000000003
2023-11-15,-17.82,-20.696,-24.991
2023-11-16,-16.66,-19.442,-24.1875
2023-11-17,-17.15,-18.448,-23.4225
2023-11-20,-16.47,-17.304000000000002,-22.6065
2023-11-21,-17.28,-17.076,-21.9135
2023-11-22,-16.8,-16.872,-21.1695
2023-11-24,-16.6,-16.860000000000003,-20.69
2023-11-27,-15.87,-16.604,-20.110000000000003
2023-11-28,-15.06,-16.322,-19.502999999999997
2023-11-29,-13.87,-15.64,-18.952499999999997
2023-11-30,-12.83,-14.846,-18.3775
2023-12-01,-11.92,-13.91,-17.8755
2023-12-04,-12.61,-13.258000000000001,-17.54
2023-12-05,-11.93,-12.632,-17.091
2023-12-06,-11.79,-12.216,-16.609
2023-12-07,-11.8,-12.010000000000002,-16.106
2023-12-08,-13.54,-12.334,-15.636500000000002
2023-12-11,-13.88,-12.588,-15.2245
2023-12-12,-14.07,-13.016,-14.8185
2023-12-13,-11.98,-13.054000000000002,-14.496500000000001
2023-12-14,-11.59,-13.012,-14.184999999999999
2023-12-15,-11.59,-12.622,-13.9315
2023-12-18,-12.1,-12.266000000000002,-13.678999999999998
2023-12-19,-12.0,-11.852,-13.455499999999997
2023-12-20,-11.97,-11.85,-13.190000000000001
2023-12-21,-10.92,-11.716,-12.896
2023-12-22,-10.62,-11.522,-12.597
2023-12-26,-10.28,-11.158,-12.317499999999999
2023-12-27,-10.12,-10.782,-12.0705
2023-12-28,-9.98,-10.384,-11.876
2023-12-29,-10.4,-10.28,-11.7545
2024-01-02,-9.26,-10.008,-11.621500000000001
2024-01-03,-10.78,-10.108,-11.53
2024-01-04,-10.48,-10.18,-11.4575
2024-01-05,-10.95,-10.374,-11.4155
2024-01-08,-10.33,-10.36,-11.342
2024-01-09,-11.71,-10.85,-11.250499999999999
2024-01-10,-12.66,-11.225999999999999,-11.1895
2024-01-11,-13.1,-11.75,-11.141
2024-01-12,-12.51,-12.062000000000001,-11.1675
2024-01-16,-12.97,-12.59,-11.2365
2024-01-17,-13.99,-13.046000000000001,-11.3565
2024-01-18,-14.33,-13.38,-11.468
2024-01-19,-14.34,-13.628,-11.584999999999999
2024-01-22,-14.29,-13.984,-11.701
2024-01-23,-14.95,-14.379999999999999,-11.9025
2024-01-24,-17.01,-14.984,-12.222
2024-01-25,-15.72,-15.262,-12.494
2024-01-26,-16.81,-15.756,-12.8285
2024-01-29,-16.13,-16.124,-13.136000000000001
2024-01-30,-17.54,-16.642000000000003,-13.493
2024-01-31,-17.5,-16.740000000000002,-13.905000000000001
2024-02-01,-16.12,-16.82,-14.172
2024-02-02,-18.03,-17.064,-14.5495
2024-02-05,-19.6,-17.758000000000003,-14.982
2024-02-06,-18.71,-17.992,-15.401
2024-02-07,-17.91,-18.074,-15.711000000000002
2024-02-08,-17.91,-18.432,-15.973499999999998
2024-02-09,-17.58,-18.342,-16.1975
2024-02-12,-18.67,-18.156,-16.505499999999998
2024-02-13,-20.05,-18.424,-16.8595
2024-02-14,-20.02,-18.845999999999997,-17.161
2024-02-15,-19.62,-19.188,-17.4255
2024-02-16,-20.59,-19.79,-17.738
2024-02-20,-20.06,-20.068,-18.026500000000002
2024-02-21,-20.14,-20.086000000000002,-18.286
2024-02-22,-20.22,-20.125999999999998,-18.4465
2024-02-23,-19.43,-20.088,-18.631999999999998
2024-02-26,-20.34,-20.038,-18.808500000000002
2024-02-27,-20.78,-20.182,-19.041
2024-02-28,-17.82,-19.718,-19.055
2024-02-29,-15.68,-18.81,-18.964
2024-03-01,-14.22,-17.768,-18.869
2024-03-04,-12.41,-16.182,-18.588
2024-03-05,-12.72,-14.569999999999999,-18.244
2024-03-06,-12.47,-13.5,-17.932000000000002
2024-03-07,-13.01,-12.966,-17.687
2024-03-08,-11.93,-12.508000000000001,-17.388
2024-03-11,-12.16,-12.458,-17.116999999999997
2024-03-12,-13.24,-12.562000000000001,-16.8455
2024-03-13,-14.01,-12.87,-16.5435
2024-03-14,-15.34,-13.335999999999999,-16.309500000000003
2024-03-15,-16.11,-14.172,-16.134
2024-03-18,-16.71,-15.081999999999999,-15.940000000000001
2024-03-19,-16.41,-15.716,-15.757499999999999
2024-03-20,-17.26,-16.366,-15.613499999999998
2024-03-21,-17.55,-16.808,-15.479999999999999
2024-03-22,-18.03,-17.192,-15.410000000000002
2024-03-25,-16.86,-17.222,-15.236
2024-03-26,-17.48,-17.436,-15.071000000000002
2024-03-27,-16.09,-17.201999999999998,-14.984500000000002
