Date,rate_LLY,rate_VOO_5D,rate_VOO_20D
2022-03-11,2.16,1.06,-3.803
2022-03-14,3.16,1.6059999999999999,-3.1855
2022-03-15,5.57,2.7600000000000002,-2.4284999999999997
2022-03-16,5.94,3.776,-1.8225000000000002
2022-03-17,9.34,5.234,-1.0785
2022-03-18,10.13,6.828,-0.20999999999999988
2022-03-21,10.88,8.372,0.7085000000000001
2022-03-22,9.15,9.088,1.5620000000000003
2022-03-23,8.84,9.668000000000001,2.4155
2022-03-24,10.15,9.83,3.246
2022-03-25,10.65,9.934000000000001,3.9580000000000006
2022-03-28,11.64,10.086,4.736
2022-03-29,10.78,10.412,5.4735000000000005
2022-03-30,11.17,10.878,6.146
2022-03-31,10.25,10.898,6.6915000000000004
2022-04-01,11.55,11.078,7.225
2022-04-04,11.23,10.996,7.765000000000001
2022-04-05,11.57,11.154,8.3535
2022-04-06,15.78,12.075999999999999,9.0995
2022-04-07,16.6,13.346,9.827
2022-04-08,17.63,14.562000000000001,10.6005
2022-04-11,16.77,15.669999999999998,11.281
2022-04-12,16.46,16.648000000000003,11.825500000000002
2022-04-13,14.59,16.410000000000004,12.258000000000001
2022-04-14,14.31,15.951999999999998,12.5065
2022-04-18,13.26,15.078,12.663
2022-04-19,12.7,14.264000000000001,12.754
2022-04-20,11.45,13.262,12.869
2022-04-21,10.43,12.43,12.948500000000001
2022-04-22,7.09,10.985999999999999,12.7955
2022-04-25,9.07,10.148,12.7165
2022-04-26,8.26,9.26,12.547500000000001
2022-04-27,9.04,8.778,12.4605
2022-04-28,13.2,9.331999999999999,12.562
2022-04-29,11.44,10.201999999999998,12.621500000000001
2022-05-02,10.26,10.440000000000001,12.557
2022-05-03,9.73,10.733999999999998,12.482
2022-05-04,12.15,11.356,12.511
2022-05-05,11.26,10.968,12.285
2022-05-06,12.86,11.252,12.098
2022-05-09,10.14,11.228,11.7235
2022-05-10,8.85,11.052000000000001,11.3275
2022-05-11,9.22,10.466,10.9655
2022-05-12,11.08,10.43,10.79
2022-05-13,11.02,10.062000000000001,10.625499999999999
2022-05-16,13.85,10.803999999999998,10.655
2022-05-17,14.61,11.956,10.750499999999999
2022-05-18,12.29,12.569999999999999,10.7925
2022-05-19,8.97,12.148,10.7195
2022-05-20,13.65,12.674000000000001,11.047500000000001
2022-05-23,15.05,12.914000000000001,11.346499999999999
2022-05-24,16.32,13.256,11.749500000000001
2022-05-25,16.71,14.14,12.133
2022-05-26,19.14,16.174,12.430000000000001
2022-05-27,22.91,18.026,13.003499999999999
2022-05-31,19.13,18.842000000000002,13.447
2022-06-01,17.74,19.126,13.8475
2022-06-02,14.54,18.692,13.966999999999999
2022-06-03,14.25,17.714,14.116499999999998
2022-06-06,14.89,16.11,14.218
2022-06-07,18.15,15.913999999999998,14.618500000000001
2022-06-08,18.67,16.1,15.1095
2022-06-09,14.85,16.162,15.391
2022-06-10,12.52,15.815999999999999,15.463
2022-06-13,10.38,14.913999999999998,15.431000000000001
2022-06-14,10.2,13.324000000000002,15.248500000000002
2022-06-15,11.02,11.794,15.068999999999999
2022-06-16,9.18,10.66,14.913499999999999
2022-06-17,10.24,10.203999999999999,14.977
2022-06-21,12.64,10.656,14.926499999999999
2022-06-22,16.13,11.842,14.980499999999997
2022-06-23,18.38,13.313999999999998,15.083499999999997
2022-06-24,23.2,16.118000000000002,15.408000000000001
2022-06-27,23.81,18.832,15.641500000000002
2022-06-28,20.21,20.345999999999997,15.506499999999999
2022-06-29,22.22,21.564,15.660999999999998
2022-06-30,22.68,22.424,15.907999999999998
2022-07-01,22.24,22.232,16.293
2022-07-05,23.14,22.098,16.7375
2022-07-06,24.22,22.9,17.204
2022-07-07,23.42,23.14,17.4675
2022-07-08,24.35,23.474,17.7515
2022-07-11,24.57,23.94,18.2375
2022-07-12,21.8,23.672,18.7015
2022-07-13,21.39,23.106,19.252
2022-07-14,23.03,23.028,19.8935
2022-07-15,24.77,23.112000000000002,20.581
2022-07-18,21.13,22.424,21.1785
2022-07-19,22.77,22.618000000000002,21.805
2022-07-20,21.23,22.586000000000002,22.2345
2022-07-21,23.04,22.588,22.580000000000002
2022-07-22,23.71,22.375999999999998,22.8465
2022-07-25,24.75,23.1,22.924
2022-07-26,24.75,23.496000000000002,22.970999999999997
2022-07-27,23.78,24.006,23.1495
2022-07-28,24.47,24.292,23.262
2022-07-29,24.06,24.362000000000002,23.331
2022-08-01,21.43,23.698,23.2905
2022-08-02,20.34,22.816,23.1505
2022-08-03,18.58,21.776,22.8685
2022-08-04,16.36,20.154,22.5155
2022-08-05,15.13,18.368000000000002,22.0545
2022-08-08,15.46,17.174,21.599
2022-08-09,15.59,16.223999999999997,21.2885
2022-08-10,16.0,15.707999999999998,21.019
2022-08-11,15.11,15.457999999999998,20.622999999999998
2022-08-12,16.89,15.810000000000002,20.229000000000003
2022-08-15,18.4,16.398000000000003,20.0925
2022-08-16,17.49,16.778,19.8285
2022-08-17,19.13,17.404,19.7235
2022-08-18,19.11,18.204,19.526999999999997
2022-08-19,20.63,18.951999999999998,19.373
2022-08-22,20.71,19.413999999999998,19.171
2022-08-23,18.72,19.66,18.8695
2022-08-24,19.66,19.766,18.6635
2022-08-25,20.72,20.088,18.476
2022-08-26,18.83,19.728,18.2145
2022-08-29,17.49,19.083999999999996,18.017500000000002
2022-08-30,16.71,18.682,17.836
2022-08-31,15.25,17.8,17.6695
2022-09-01,16.79,17.014,17.691
2022-09-02,14.88,16.224,17.6785
2022-09-06,16.22,15.969999999999999,17.7165
2022-09-07,17.71,16.169999999999998,17.8225
2022-09-08,19.04,16.927999999999997,17.9745
2022-09-09,19.79,17.528,18.2085
2022-09-12,18.95,18.342,18.3115
2022-09-13,15.82,18.262,18.182499999999997
2022-09-14,16.94,18.107999999999997,18.154999999999998
2022-09-15,16.89,17.678000000000004,18.043
2022-09-16,16.68,17.056,17.9215
2022-09-19,15.32,16.330000000000002,17.656
2022-09-20,14.1,15.986,17.325499999999998
2022-09-21,12.18,15.034,16.9985
2022-09-22,17.43,15.142000000000001,16.887
2022-09-23,17.64,15.334,16.732999999999997
2022-09-26,16.2,15.51,16.601499999999998
2022-09-27,17.52,16.194,16.602999999999998
2022-09-28,26.09,18.976000000000003,17.072
2022-09-29,24.48,20.386000000000003,17.5335
2022-09-30,22.03,21.264,17.795499999999997
2022-10-03,20.84,22.192,18.0935
2022-10-04,23.88,23.464,18.4765
2022-10-05,24.57,23.16,18.8195
2022-10-06,25.0,23.264,19.1175
2022-10-07,22.7,23.398,19.262999999999998
2022-10-10,21.69,23.568,19.4
2022-10-11,23.06,23.404000000000003,19.762
2022-10-12,21.94,22.878,20.012
2022-10-13,24.72,22.822,20.4035
2022-10-14,24.46,23.174,20.7925
2022-10-17,24.96,23.828,21.2745
2022-10-18,25.8,24.375999999999998,21.8595
2022-10-19,23.67,24.722,22.434
2022-10-20,23.59,24.496000000000002,22.741999999999997
2022-10-21,27.94,25.192,23.256999999999998
2022-10-24,30.59,26.318,23.9765
2022-10-25,31.86,27.53,24.6935
2022-10-26,34.29,29.654000000000003,25.1035
2022-10-27,33.73,31.682,25.566
2022-10-28,35.05,33.104,26.217000000000002
2022-10-31,35.87,34.16,26.9685
2022-11-01,31.54,34.096000000000004,27.351499999999998
2022-11-02,32.41,33.71999999999999,27.7435
2022-11-03,34.84,33.94199999999999,28.235500000000002
2022-11-04,33.29,33.589999999999996,28.764999999999997
2022-11-07,36.07,33.63,29.483999999999998
2022-11-08,36.65,34.652,30.1635
2022-11-09,35.42,35.254000000000005,30.837499999999995
2022-11-10,37.4,35.766000000000005,31.471500000000002
2022-11-11,31.44,35.396,31.8205
2022-11-14,32.8,34.742,32.2125
2022-11-15,30.57,33.525999999999996,32.451
2022-11-16,31.66,32.774,32.8505
2022-11-17,34.53,32.2,33.3975
2022-11-18,34.86,32.884,33.7435
2022-11-21,34.68,33.26,33.948
2022-11-22,34.57,34.06,34.0835
2022-11-23,34.88,34.704,34.113
2022-11-25,36.18,35.034000000000006,34.2355
2022-11-28,36.37,35.336,34.3015
2022-11-29,35.7,35.540000000000006,34.293
2022-11-30,38.33,36.291999999999994,34.6325
2022-12-01,37.15,36.745999999999995,34.8695
2022-12-02,38.75,37.260000000000005,35.065
2022-12-05,36.78,37.342,35.23950000000001
2022-12-06,36.5,37.501999999999995,35.261
2022-12-07,37.75,37.386,35.316
2022-12-08,37.68,37.492000000000004,35.429
2022-12-09,33.76,36.494,35.247
2022-12-12,36.03,36.344,35.4765
2022-12-13,32.89,35.622,35.48100000000001
2022-12-14,34.66,35.004,35.685500000000005
2022-12-15,33.38,34.144,35.7715
2022-12-16,33.33,34.058,35.711499999999994
2022-12-19,32.56,33.364,35.5965
2022-12-20,33.24,33.434000000000005,35.5245
2022-12-21,36.31,33.763999999999996,35.6115
2022-12-22,35.32,34.152,35.6335
2022-12-23,36.27,34.74,35.638
2022-12-27,35.17,35.262,35.577999999999996
2022-12-28,35.29,35.672000000000004,35.5575
2022-12-29,35.95,35.6,35.4385
2022-12-30,35.52,35.64,35.357000000000006
2023-01-03,34.39,35.263999999999996,35.139
2023-01-04,33.7,34.97,34.985
2023-01-05,32.18,34.348,34.769
2023-01-06,33.65,33.888,34.564
2023-01-09,28.87,32.558,34.1235
2023-01-10,29.94,31.667999999999996,33.932500000000005
2023-01-11,32.73,31.474,33.7675
2023-01-12,32.26,31.49,33.736000000000004
2023-01-13,33.17,31.394,33.661500000000004
2023-01-17,31.75,31.97,33.58
2023-01-18,29.67,31.915999999999997,33.397000000000006
2023-01-19,29.33,31.236,33.2355
2023-01-20,27.5,30.284000000000002,32.9485
2023-01-23,26.1,28.869999999999997,32.438
2023-01-24,27.62,28.044,32.053000000000004
2023-01-25,28.84,27.877999999999997,31.6815
2023-01-26,28.21,27.654000000000003,31.333500000000004
2023-01-27,26.06,27.366000000000003,30.871999999999996
2023-01-30,25.48,27.242,30.3485
2023-01-31,26.81,27.080000000000002,29.913
2023-02-01,25.63,26.438,29.475
2023-02-02,21.41,25.077999999999996,28.860500000000002
2023-02-03,24.39,24.744,28.470999999999997
2023-02-06,23.89,24.426,27.982999999999997
2023-02-07,24.61,23.985999999999997,27.77
2023-02-08,24.99,23.857999999999997,27.5225
2023-02-09,25.37,24.65,27.154500000000002
2023-02-10,26.56,25.084,26.8695
2023-02-13,28.46,25.998,26.634000000000004
2023-02-14,27.43,26.562,26.418
2023-02-15,22.89,26.141999999999996,26.079
2023-02-16,19.66,25.0,25.595499999999998
2023-02-17,20.5,23.788,25.2455
2023-02-21,20.18,22.131999999999998,24.9495
2023-02-22,20.74,20.794,24.6055
2023-02-23,20.18,20.252,24.1725
2023-02-24,18.06,19.932,23.665
2023-02-27,16.24,19.080000000000002,23.174
2023-02-28,14.29,17.901999999999997,22.6145
2023-03-01,15.01,16.756,22.0245
2023-03-02,15.32,15.784,21.509
2023-03-03,16.52,15.475999999999999,21.2645
2023-03-06,16.71,15.569999999999999,20.8805
2023-03-07,13.71,15.454000000000002,20.371499999999997
2023-03-08,14.4,15.332000000000003,19.861
2023-03-09,15.95,15.458000000000002,19.409
2023-03-10,15.29,15.212,18.905
2023-03-13,18.69,15.607999999999999,18.5115
2023-03-14,19.63,16.791999999999998,18.07
2023-03-15,20.5,18.012,17.7235
2023-03-16,20.52,18.926,17.605
2023-03-17,20.39,19.946,17.6415
2023-03-20,21.99,20.605999999999998,17.716
2023-03-21,21.08,20.895999999999997,17.761
2023-03-22,21.04,21.003999999999998,17.776
2023-03-23,21.65,21.229999999999997,17.8495
2023-03-24,22.91,21.733999999999998,18.092
2023-03-27,22.36,21.808,18.398000000000003
2023-03-28,23.46,22.284,18.8565
2023-03-29,22.82,22.639999999999997,19.247
2023-03-30,24.56,23.222,19.709
2023-03-31,25.55,23.75,20.1605
2023-04-03,27.59,24.796,20.7045
2023-04-04,28.98,25.9,21.468
2023-04-05,31.7,27.676,22.333
2023-04-06,33.86,29.536,23.2285
2023-04-10,33.4,31.106,24.133999999999997
2023-04-11,32.34,32.056,24.816499999999998
2023-04-12,34.14,33.08800000000001,25.541999999999998
2023-04-13,36.34,34.016000000000005,26.333999999999996
2023-04-14,36.18,34.480000000000004,27.117
2023-04-17,35.33,34.866,27.863999999999997
2023-04-18,34.45,35.288,28.487000000000002
2023-04-19,34.65,35.39,29.165499999999998
2023-04-20,36.21,35.364,29.924
2023-04-21,39.97,36.122,30.840000000000003
2023-04-24,39.29,36.914,31.659000000000002
2023-04-25,39.83,37.99,32.532500000000006
2023-04-26,36.74,38.408,33.1965
2023-04-27,41.81,39.528,34.146
2023-04-28,43.79,40.292,35.1075
2023-05-01,46.37,41.708000000000006,36.1485
2023-05-02,45.8,42.902,37.059000000000005
2023-05-03,55.31,46.616,38.3755
2023-05-04,54.34,49.122,39.5075
2023-05-05,54.12,51.188,40.5205
2023-05-08,55.85,53.08399999999999,41.643
2023-05-09,54.32,54.788,42.742000000000004
2023-05-10,56.98,55.122,43.884
2023-05-11,56.85,55.624,44.9095
2023-05-12,56.45,56.089999999999996,45.922999999999995
2023-05-15,56.48,56.215999999999994,46.9805
2023-05-16,57.13,56.778,48.1145
2023-05-17,57.38,56.85799999999999,49.251
2023-05-18,57.5,56.988,50.3155
2023-05-19,58.86,57.470000000000006,51.260000000000005
2023-05-22,56.33,57.44,52.112
2023-05-23,53.27,56.66799999999999,52.784000000000006
2023-05-24,54.0,55.992,53.647000000000006
2023-05-25,54.43,55.378,54.278
2023-05-26,54.0,54.40599999999999,54.7885
2023-05-30,54.41,54.022000000000006,55.1905
2023-05-31,55.04,54.376,55.652499999999996
2023-06-01,55.85,54.746,55.6795
2023-06-02,57.45,55.35,55.835
2023-06-05,57.98,56.145999999999994,56.028
2023-06-06,57.66,56.79600000000001,56.118500000000004
2023-06-07,55.82,56.952,56.19349999999999
2023-06-08,58.37,57.455999999999996,56.263
2023-06-09,58.47,57.660000000000004,56.343999999999994
2023-06-12,58.27,57.717999999999996,56.43499999999999
2023-06-13,58.4,57.866,56.53099999999999
2023-06-14,59.03,58.508,56.626
2023-06-15,60.98,59.029999999999994,56.806
2023-06-16,59.03,59.141999999999996,56.88249999999999
2023-06-20,60.36,59.56,56.9575
2023-06-21,60.69,60.01800000000001,57.1755
2023-06-22,62.16,60.644000000000005,57.61999999999999
2023-06-23,62.53,60.95399999999999,58.046499999999995
2023-06-26,60.62,61.272000000000006,58.35600000000001
2023-06-27,64.53,62.105999999999995,58.88250000000001
2023-06-28,62.6,62.488,59.291999999999994
2023-06-29,64.53,62.962,59.76649999999999
2023-06-30,66.03,63.662,60.2755
2023-07-03,62.21,63.98,60.5135
2023-07-05,63.65,63.803999999999995,60.797000000000004
2023-07-06,62.81,63.84599999999999,61.0545
2023-07-07,59.06,62.751999999999995,61.216499999999996
2023-07-10,59.42,61.42999999999999,61.26899999999999
2023-07-11,54.7,59.928,61.08050000000001
2023-07-12,55.12,58.222,60.923
2023-07-13,53.09,56.278000000000006,60.657500000000006
2023-07-14,58.15,56.096000000000004,60.6135
2023-07-17,57.36,55.684000000000005,60.432500000000005
2023-07-18,58.76,56.496,60.419000000000004
2023-07-19,59.58,57.388,60.379999999999995
2023-07-20,63.12,59.394000000000005,60.50150000000001
2023-07-21,62.51,60.266,60.519000000000005
2023-07-24,61.57,61.10799999999999,60.471000000000004
2023-07-25,60.95,61.54600000000001,60.4875
2023-07-26,59.57,61.544000000000004,60.2395
2023-07-27,60.06,60.932,60.1125
2023-07-28,61.27,60.684000000000005,59.9495
2023-07-31,59.91,60.352,59.6435
2023-08-01,58.21,59.803999999999995,59.44350000000001
2023-08-02,58.68,59.626,59.19499999999999
2023-08-03,56.87,58.988,58.898
2023-08-04,56.98,58.129999999999995,58.794000000000004
2023-08-07,58.55,57.85799999999999,58.7505
2023-08-08,76.03,61.422000000000004,59.81699999999999
2023-08-09,77.23,65.13199999999999,60.9225
2023-08-10,75.96,68.95,62.065999999999995
2023-08-11,77.76,73.10600000000001,63.0465
2023-08-14,80.28,77.452,64.1925
2023-08-15,81.39,78.524,65.324
2023-08-16,81.34,79.346,66.412
2023-08-17,80.23,80.2,67.2675
2023-08-18,81.37,80.922,68.2105
2023-08-21,81.84,81.23400000000001,69.224
2023-08-22,82.07,81.36999999999999,70.28
2023-08-23,82.05,81.512,71.404
2023-08-24,81.71,81.80799999999999,72.4865
2023-08-25,82.07,81.948,73.5265
2023-08-28,82.09,81.998,74.63550000000001
2023-08-29,82.09,82.002,75.8295
2023-08-30,81.9,81.97200000000001,76.99050000000001
2023-08-31,82.1,82.05,78.252
2023-09-01,80.58,81.752,79.43199999999999
2023-09-05,80.61,81.45599999999999,80.535
2023-09-06,80.67,81.172,80.76700000000001
2023-09-07,81.09,81.00999999999999,80.96000000000001
2023-09-08,81.39,80.86800000000001,81.2315
2023-09-11,81.59,81.07,81.423
2023-09-12,81.67,81.28200000000001,81.49249999999999
2023-09-13,81.66,81.47999999999999,81.506
2023-09-14,81.5,81.56199999999998,81.514
2023-09-15,81.15,81.514,81.56
2023-09-18,81.05,81.406,81.54400000000001
2023-09-19,81.66,81.404,81.535
2023-09-20,80.78,81.22800000000001,81.4705
2023-09-21,77.54,80.43599999999999,81.245
2023-09-22,77.61,79.728,81.03999999999999
2023-09-25,77.9,79.098,80.8315
2023-09-26,77.34,78.23400000000001,80.594
2023-09-27,77.28,77.534,80.3535
2023-09-28,76.0,77.226,80.0585
2023-09-29,74.22,76.548,79.6645
2023-10-02,73.07,75.582,79.28900000000002
2023-10-03,69.43,74.0,78.72999999999999
2023-10-04,71.17,72.77799999999999,78.255
2023-10-05,73.96,72.36999999999999,77.8985
2023-10-06,80.55,73.636,77.85650000000001
2023-10-09,82.37,75.49600000000001,77.8955
2023-10-10,84.62,78.534,78.04299999999999
2023-10-11,92.35,82.77000000000001,78.5775
2023-10-12,93.9,86.75800000000001,79.1975
2023-10-13,93.51,89.35,79.8155
2023-10-16,95.73,92.022,80.5495
2023-10-17,93.25,93.748,81.12899999999999
2023-10-18,92.93,93.864,81.7365
2023-10-19,88.04,92.69200000000001,82.2615
2023-10-20,86.2,91.23,82.691
2023-10-23,83.82,88.848,82.987
2023-10-24,88.68,87.934,83.554
2023-10-25,86.84,86.71600000000001,84.03200000000001
2023-10-26,81.19,85.346,84.29150000000001
2023-10-27,78.77,83.86,84.519
2023-10-30,80.46,83.188,84.8885
2023-10-31,76.77,80.806,85.25550000000001
2023-11-01,75.49,78.53599999999999,85.4715
2023-11-02,83.41,78.97999999999999,85.94399999999999
2023-11-03,79.58,79.142,85.8955
2023-11-06,87.98,80.646,86.176
2023-11-07,89.45,83.182,86.41749999999999
2023-11-08,95.39,87.162,86.5695
2023-11-09,86.79,87.838,86.214
2023-11-10,88.76,89.674,85.9765
2023-11-13,93.4,90.758,85.86
2023-11-14,92.81,91.42999999999999,85.838
2023-11-15,85.87,89.526,85.485
2023-11-16,85.93,89.354,85.3795
2023-11-17,86.86,88.974,85.4125
2023-11-20,88.69,88.03200000000001,85.656
2023-11-21,87.13,86.896,85.57849999999999
2023-11-22,87.91,87.304,85.632
2023-11-24,89.78,88.074,86.0615
2023-11-27,86.8,88.062,86.463
2023-11-28,86.82,87.688,86.78099999999999
2023-11-29,86.9,87.64200000000001,87.2875
2023-11-30,86.65,87.39,87.84549999999999
2023-12-01,82.9,86.01400000000001,87.82000000000001
2023-12-04,83.4,85.334,88.011
2023-12-05,84.16,84.80199999999999,87.82
2023-12-06,84.5,84.322,87.5725
2023-12-07,84.2,83.83200000000001,87.013
2023-12-08,87.22,84.696,87.03450000000001
2023-12-11,82.9,84.596,86.7415
2023-12-12,83.12,84.388,86.22749999999999
2023-12-13,87.05,84.898,85.9395
2023-12-14,79.7,83.998,85.631
2023-12-15,79.2,82.394,85.2945
2023-12-18,81.58,82.13,85.03049999999999
2023-12-19,81.59,81.824,84.6755
2023-12-20,78.63,80.14000000000001,84.2505
2023-12-21,79.18,80.036,83.814
2023-12-22,78.69,79.934,83.2595
2023-12-26,78.77,79.372,82.858
2023-12-27,82.12,79.478,82.623
2023-12-28,81.91,80.13399999999999,82.3735
2023-12-29,82.55,80.80799999999999,82.16850000000001
2024-01-02,83.86,81.842,82.2165
2024-01-03,91.64,84.416,82.6285
2024-01-04,90.66,86.124,82.9535
2024-01-05,91.9,88.122,83.3235
2024-01-08,94.2,90.452,83.8235
2024-01-09,94.03,92.486,84.164
2024-01-10,95.48,93.254,84.79299999999999
2024-01-11,97.18,94.558,85.49600000000001
2024-01-12,99.4,96.058,86.11350000000002
2024-01-16,96.83,96.58400000000002,86.97
2024-01-17,95.09,96.796,87.7645
2024-01-18,93.38,96.376,88.3545
2024-01-19,94.99,95.938,89.0245
2024-01-22,95.69,95.196,89.8775
2024-01-23,95.38,94.90599999999999,90.6875
2024-01-24,96.44,95.176,91.575
2024-01-25,94.84,95.46799999999999,92.3785
2024-01-26,97.89,96.048,93.167
2024-01-29,99.4,96.78999999999999,94.0415
2024-01-30,99.4,97.59400000000001,94.884
2024-01-31,99.56,98.218,95.66900000000001
2024-02-01,101.61,99.572,96.1675
2024-02-02,103.47,100.68800000000002,96.80799999999999
2024-02-05,113.41,103.49000000000001,97.8835
2024-02-06,113.1,106.22999999999999,98.82849999999999
2024-02-07,118.35,109.98799999999999,100.0445
2024-02-08,121.01,113.86800000000001,101.321
2024-02-09,122.16,117.606,102.57000000000001
2024-02-12,121.42,119.208,103.671
2024-02-13,123.13,121.21399999999998,104.98599999999999
2024-02-14,127.42,123.02799999999999,106.6025
2024-02-15,127.56,124.33800000000001,108.3115
2024-02-16,134.84,126.874,110.304
2024-02-20,126.93,127.97600000000003,111.86600000000001
2024-02-21,124.01,128.15200000000002,113.29749999999999
2024-02-22,131.12,128.892,115.03150000000001
2024-02-23,131.09,129.598,116.84399999999998
2024-02-26,131.8,128.99,118.5395
2024-02-27,130.04,129.612,120.07149999999999
2024-02-28,128.18,130.446,121.51050000000001
2024-02-29,127.17,129.656,122.89099999999999
2024-03-01,132.03,129.844,124.412
2024-03-04,134.57,130.398,125.96699999999998
2024-03-05,130.9,130.57,126.8415
2024-03-06,131.45,131.224,127.75900000000001
2024-03-07,131.54,132.098,128.41850000000002
2024-03-08,127.05,131.102,128.7205
2024-03-11,120.12,128.21200000000002,128.61849999999998
2024-03-12,125.77,127.18599999999999,128.836
2024-03-13,126.57,126.21,129.00799999999998
2024-03-14,127.36,125.374,129.005
2024-03-15,125.56,125.076,128.905
2024-03-18,127.89,126.63,128.5575
2024-03-19,130.78,127.63199999999999,128.75
2024-03-20,130.8,128.478,129.0895
2024-03-21,130.06,129.018,129.0365
2024-03-22,130.16,129.93800000000002,128.99
2024-03-25,130.88,130.536,128.94400000000002
2024-03-26,131.4,130.66,129.012
2024-03-27,132.35,130.97,129.22050000000002
2024-03-28,132.28,131.414,129.476
2024-04-01,125.03,130.388,129.126
2024-04-02,126.02,129.416,128.69850000000002
2024-04-03,129.51,129.038,128.629
2024-04-04,127.22,128.012,128.4175
2024-04-05,131.89,127.934,128.435
2024-04-08,129.89,128.90599999999998,128.577
2024-04-09,124.03,128.50799999999998,128.7725
2024-04-10,125.41,127.68799999999999,128.7545
2024-04-11,124.72,127.18800000000002,128.66199999999998
2024-04-12,122.39,125.28800000000001,128.4135
2024-04-15,122.14,123.73800000000001,128.2425
2024-04-16,120.96,123.124,127.896
2024-04-17,122.14,122.47,127.46399999999998
2024-04-18,120.73,121.672,126.9605
2024-04-19,114.99,120.19200000000001,126.207
2024-04-22,116.46,119.056,125.522
2024-04-23,120.65,118.994,125.01049999999998
2024-04-24,116.71,117.90799999999999,124.276
2024-04-25,114.57,116.676,123.38699999999999
2024-04-26,117.1,117.098,122.628
2024-04-29,118.17,117.43999999999998,122.285
2024-04-30,131.0,119.50999999999999,122.53399999999999
2024-05-01,127.53,121.674,122.43500000000002
2024-05-02,121.55,123.07000000000001,122.15149999999998
2024-05-03,115.53,122.756,121.3335
2024-05-06,124.64,124.05,121.071
2024-05-07,127.85,123.42,121.26199999999999
2024-05-08,127.05,123.324,121.34400000000001
2024-05-09,126.05,124.224,121.41049999999998
2024-05-10,122.71,125.66,121.42649999999999
2024-05-13,122.04,125.14000000000001,121.4215
2024-05-14,123.86,124.34199999999998,121.56649999999999
2024-05-15,130.53,125.03800000000001,121.98600000000002
2024-05-16,125.92,125.01199999999999,122.24549999999999
2024-05-17,125.6,125.59,122.776
2024-05-20,129.41,127.064,123.42349999999999
2024-05-21,135.2,129.332,124.151
2024-05-22,135.12,130.25,125.07150000000001
2024-05-23,136.73,132.412,126.1795
2024-05-24,136.43,134.578,127.146
2024-05-28,136.56,136.008,128.0655
2024-05-29,137.62,136.49200000000002,128.3965
2024-05-30,138.64,137.196,128.952
2024-05-31,140.17,137.884,129.88299999999998
2024-06-03,140.94,138.786,131.15349999999998
2024-06-04,141.32,139.738,131.9875
2024-06-05,141.08,140.43,132.649
2024-06-06,142.66,141.23399999999998,133.4295
2024-06-07,146.27,142.454,134.4405
2024-06-10,150.54,144.37399999999997,135.83200000000002
2024-06-11,150.78,146.26600000000002,137.269
2024-06-12,151.2,148.29,138.636
2024-06-13,155.76,150.91,139.89749999999998
2024-06-14,154.37,152.53,141.32
2024-06-17,156.24,153.67,142.852
2024-06-18,158.07,155.128,144.285
2024-06-20,156.52,156.192,145.351
2024-06-21,155.92,156.224,146.391
2024-06-24,157.69,156.888,147.439
2024-06-25,161.21,157.882,148.678
2024-06-26,160.39,158.346,149.8695
