Date,rate_PLTR,rate_VOO_5D,rate_VOO_20D
2022-03-29,-11.51,-16.278,-24.345
2022-03-30,-13.5,-15.41,-23.766
2022-03-31,-14.43,-14.988,-23.022
2022-04-01,-13.4,-13.84,-22.1155
2022-04-04,-8.58,-12.284,-21.012
2022-04-05,-12.46,-12.474,-20.081
2022-04-06,-17.11,-13.195999999999998,-19.567
2022-04-07,-17.95,-13.9,-19.1615
2022-04-08,-18.68,-14.956,-18.6475
2022-04-11,-18.89,-17.018,-17.8745
2022-04-12,-20.05,-18.535999999999998,-17.2425
2022-04-13,-17.49,-18.612,-16.7965
2022-04-14,-20.29,-19.080000000000002,-16.6535
2022-04-18,-21.86,-19.716,-16.7425
2022-04-19,-17.2,-19.377999999999997,-16.528
2022-04-20,-17.94,-18.956,-16.561
2022-04-21,-20.75,-19.608,-16.7065
2022-04-22,-23.02,-20.154,-17.0305
2022-04-25,-22.1,-20.201999999999998,-17.1785
2022-04-26,-28.31,-22.424,-17.776
2022-04-27,-31.83,-25.201999999999998,-18.791999999999998
2022-04-28,-29.38,-26.927999999999997,-19.586
2022-04-29,-32.83,-28.889999999999997,-20.506
2022-05-02,-29.82,-30.434000000000005,-21.327
2022-05-03,-31.02,-30.976,-22.448999999999998
2022-05-04,-28.31,-30.272000000000002,-23.2415
2022-05-05,-33.74,-31.144,-24.073
2022-05-06,-37.78,-32.134,-25.0645
2022-05-09,-50.53,-36.275999999999996,-26.657
2022-05-10,-51.63,-40.398,-28.294
2022-05-11,-55.39,-45.814,-30.061
2022-05-12,-51.31,-49.328,-31.752000000000002
2022-05-13,-44.84,-50.74,-32.979499999999994
2022-05-16,-46.78,-49.99,-34.225500000000004
2022-05-17,-44.69,-48.602,-35.6
2022-05-18,-46.98,-46.92,-37.052
2022-05-19,-45.02,-45.662,-38.265499999999996
2022-05-20,-46.52,-45.998000000000005,-39.4405
2022-05-23,-46.98,-46.038,-40.6845
2022-05-24,-50.0,-47.1,-41.769
2022-05-25,-47.31,-47.166000000000004,-42.543
2022-05-26,-44.67,-47.096000000000004,-43.3075
2022-05-27,-41.45,-46.082,-43.7385
2022-05-31,-42.57,-45.2,-44.376
2022-06-01,-42.79,-43.758,-44.9645
2022-06-02,-37.27,-41.75,-45.41250000000001
2022-06-03,-39.67,-40.75,-45.709
2022-06-06,-39.4,-40.339999999999996,-45.79
2022-06-07,-38.39,-39.504000000000005,-45.183
2022-06-08,-38.05,-38.556000000000004,-44.504000000000005
2022-06-09,-41.42,-39.386,-43.8055
2022-06-10,-44.24,-40.3,-43.452
2022-06-13,-48.41,-42.102000000000004,-43.6305
2022-06-14,-47.2,-43.864,-43.6515
2022-06-15,-45.18,-45.29,-43.676
2022-06-16,-48.21,-46.648,-43.7375
2022-06-17,-44.37,-46.674,-43.705
2022-06-21,-41.2,-45.232,-43.43900000000001
2022-06-22,-39.18,-43.628,-43.049
2022-06-23,-36.15,-41.822,-42.3565
2022-06-24,-31.23,-38.426,-41.552499999999995
2022-06-27,-35.07,-36.565999999999995,-41.072500000000005
2022-06-28,-37.16,-35.757999999999996,-40.858
2022-06-29,-37.7,-35.462,-40.6145
2022-06-30,-38.78,-35.988,-40.414
2022-07-01,-36.42,-37.025999999999996,-40.3715
2022-07-05,-31.18,-36.248000000000005,-39.947
2022-07-06,-32.98,-35.412,-39.626
2022-07-07,-30.41,-33.954,-39.227000000000004
2022-07-08,-30.48,-32.294000000000004,-38.8485
2022-07-11,-34.63,-31.936,-38.509
2022-07-12,-35.11,-32.721999999999994,-38.052499999999995
2022-07-13,-36.54,-33.434000000000005,-37.459
2022-07-14,-39.13,-35.178000000000004,-37.0555
2022-07-15,-38.17,-36.716,-36.705
2022-07-18,-38.24,-37.438,-36.2065
2022-07-19,-36.12,-37.64,-35.794
2022-07-20,-30.87,-36.50600000000001,-35.277499999999996
2022-07-21,-28.27,-34.333999999999996,-34.732
2022-07-22,-32.71,-33.242000000000004,-34.56
2022-07-25,-33.8,-32.354,-34.6885
2022-07-26,-35.72,-32.274,-34.721
2022-07-27,-31.48,-32.396,-34.437
2022-07-28,-30.73,-32.888,-34.088499999999996
2022-07-29,-29.23,-32.192,-33.611000000000004
2022-08-01,-27.66,-30.964,-33.173
2022-08-02,-25.36,-28.892000000000003,-32.882
2022-08-03,-23.93,-27.381999999999998,-32.429500000000004
2022-08-04,-23.31,-25.898000000000003,-32.0745
2022-08-05,-22.65,-24.582,-31.683
2022-08-08,-30.98,-25.246000000000002,-31.5005
2022-08-09,-33.71,-26.916000000000004,-31.430500000000002
2022-08-10,-32.09,-28.548000000000002,-31.208
2022-08-11,-32.9,-30.465999999999998,-30.896499999999996
2022-08-12,-30.55,-32.046,-30.515500000000003
2022-08-15,-30.55,-31.96,-30.131
2022-08-16,-31.35,-31.488,-29.892500000000002
2022-08-17,-32.81,-31.631999999999998,-29.9895
2022-08-18,-34.13,-31.878000000000004,-30.2825
2022-08-19,-37.13,-33.194,-30.503499999999995
2022-08-22,-39.2,-34.924,-30.773500000000002
2022-08-23,-39.5,-36.553999999999995,-30.9625
2022-08-24,-39.06,-37.803999999999995,-31.341500000000003
2022-08-25,-37.47,-38.472,-31.678499999999996
2022-08-26,-39.85,-39.016000000000005,-32.2095
2022-08-29,-40.49,-39.274,-32.851
2022-08-30,-40.59,-39.492,-33.6125
2022-08-31,-40.94,-39.867999999999995,-34.463
2022-09-01,-41.02,-40.578,-35.3485
2022-09-02,-41.46,-40.9,-36.289
2022-09-06,-42.05,-41.212,-36.8425
2022-09-07,-41.35,-41.364000000000004,-37.2245
2022-09-08,-40.34,-41.244,-37.637
2022-09-09,-38.47,-40.734,-37.9155
2022-09-12,-36.89,-39.82,-38.2325
2022-09-13,-40.88,-39.586,-38.749
2022-09-14,-39.75,-39.266,-39.169
2022-09-15,-36.89,-38.576,-39.373000000000005
2022-09-16,-38.62,-38.606,-39.597500000000004
2022-09-19,-38.02,-38.83200000000001,-39.641999999999996
2022-09-20,-39.87,-38.63,-39.6755
2022-09-21,-39.33,-38.546,-39.667
2022-09-22,-41.8,-39.528,-39.803999999999995
2022-09-23,-41.57,-40.117999999999995,-40.009
2022-09-26,-40.57,-40.628,-40.045
2022-09-27,-39.79,-40.612,-40.010000000000005
2022-09-28,-37.37,-40.22,-39.849000000000004
2022-09-29,-36.28,-39.116,-39.616
2022-09-30,-35.89,-37.98,-39.3595
2022-10-03,-34.15,-36.696,-38.994
2022-10-04,-32.44,-35.226,-38.5135
2022-10-05,-32.75,-34.302,-38.0835
2022-10-06,-32.36,-33.517999999999994,-37.6845
2022-10-07,-34.86,-33.312,-37.504
2022-10-10,-35.56,-33.594,-37.4375
2022-10-11,-35.71,-34.248000000000005,-37.179
2022-10-12,-35.48,-34.794,-36.9655
2022-10-13,-35.4,-35.402,-36.891000000000005
2022-10-14,-39.74,-36.378,-36.947
2022-10-17,-36.5,-36.565999999999995,-36.871
2022-10-18,-34.76,-36.376,-36.615500000000004
2022-10-19,-36.74,-36.628,-36.486000000000004
2022-10-20,-35.71,-36.69,-36.1815
2022-10-21,-33.72,-35.486,-35.789
2022-10-24,-33.88,-34.962,-35.4545
2022-10-25,-30.78,-34.166,-35.004
2022-10-26,-31.49,-33.116,-34.709999999999994
2022-10-27,-31.25,-32.224000000000004,-34.4585
2022-10-28,-30.94,-31.668,-34.211
2022-10-31,-29.74,-30.839999999999996,-33.990500000000004
2022-11-01,-30.1,-30.704,-33.8735
2022-11-02,-33.45,-31.096000000000004,-33.9085
2022-11-03,-34.54,-31.754,-34.0175
2022-11-04,-35.71,-32.708000000000006,-34.06
2022-11-07,-42.79,-35.318,-34.421499999999995
2022-11-08,-41.28,-37.554,-34.7
2022-11-09,-43.11,-39.486,-35.0815
2022-11-10,-37.85,-40.148,-35.20399999999999
2022-11-11,-31.72,-39.35,-34.803
2022-11-14,-34.19,-37.629999999999995,-34.6875
2022-11-15,-32.26,-35.826,-34.5625
2022-11-16,-34.51,-34.106,-34.451
2022-11-17,-38.05,-34.146,-34.568
2022-11-18,-39.9,-35.782,-34.876999999999995
2022-11-21,-41.51,-37.245999999999995,-35.2585
2022-11-22,-41.27,-39.047999999999995,-35.783
2022-11-23,-40.06,-40.158,-36.2115
2022-11-25,-40.78,-40.704,-36.688
2022-11-28,-41.75,-41.074,-37.2285
2022-11-29,-42.4,-41.252,-37.8615
2022-11-30,-39.0,-40.798,-38.30649999999999
2022-12-01,-35.22,-39.83,-38.394999999999996
2022-12-02,-36.8,-39.034000000000006,-38.508
2022-12-05,-40.52,-38.788,-38.7485
2022-12-06,-42.14,-38.736000000000004,-38.716
2022-12-07,-41.49,-39.234,-38.7265
2022-12-08,-41.09,-40.408,-38.6255
2022-12-09,-41.17,-41.282,-38.7915
2022-12-12,-39.71,-41.120000000000005,-39.191
2022-12-13,-37.99,-40.29,-39.381
2022-12-14,-39.22,-39.836,-39.729
2022-12-15,-42.0,-40.01800000000001,-40.1035
2022-12-16,-42.9,-40.364,-40.346000000000004
2022-12-19,-47.4,-41.902,-40.721000000000004
2022-12-20,-47.73,-43.849999999999994,-41.032000000000004
2022-12-21,-46.17,-45.239999999999995,-41.277
2022-12-22,-47.65,-46.36999999999999,-41.6565
2022-12-23,-47.9,-47.37,-42.0125
2022-12-27,-50.28,-47.946,-42.43900000000001
2022-12-28,-49.71,-48.342,-42.804500000000004
2022-12-29,-46.99,-48.506,-43.20399999999999
2022-12-30,-46.83,-48.342,-43.7845
2023-01-03,-45.98,-47.958000000000006,-44.2435
2023-01-04,-44.41,-46.784000000000006,-44.438
2023-01-05,-46.58,-46.158,-44.660000000000004
2023-01-06,-45.91,-45.94199999999999,-44.881
2023-01-09,-45.07,-45.589999999999996,-45.08
2023-01-10,-43.38,-45.06999999999999,-45.1905
2023-01-11,-41.02,-44.392,-45.256
2023-01-12,-40.77,-43.230000000000004,-45.394999999999996
2023-01-13,-41.19,-42.286,-45.4935
2023-01-17,-40.26,-41.324,-45.4065
2023-01-18,-41.69,-40.986000000000004,-45.346
2023-01-19,-43.13,-41.408,-45.1325
2023-01-20,-40.68,-41.39,-44.779999999999994
2023-01-23,-37.65,-40.682,-44.354
2023-01-24,-40.68,-40.766000000000005,-44.0055
2023-01-25,-39.0,-40.228,-43.560500000000005
2023-01-26,-38.83,-39.367999999999995,-42.988
2023-01-27,-36.21,-38.474000000000004,-42.313
2023-01-30,-37.73,-38.489999999999995,-41.85
2023-01-31,-34.27,-37.208,-41.221999999999994
2023-02-01,-30.02,-35.412,-40.42399999999999
2023-02-02,-23.5,-32.346000000000004,-39.378499999999995
2023-02-03,-28.29,-30.762,-38.464000000000006
2023-02-06,-29.12,-29.040000000000003,-37.6245
2023-02-07,-28.97,-27.98,-36.8195
2023-02-08,-29.76,-27.928000000000004,-36.13850000000001
2023-02-09,-31.69,-29.566000000000003,-35.672
2023-02-10,-34.84,-30.875999999999998,-35.3755
2023-02-13,-34.12,-31.875999999999998,-35.022000000000006
2023-02-14,-21.4,-30.362000000000002,-34.079
2023-02-15,-14.37,-27.284000000000002,-32.713
2023-02-16,-17.53,-24.452,-31.433
2023-02-17,-21.56,-21.796,-30.477000000000004
2023-02-21,-27.33,-20.438,-29.961000000000002
2023-02-22,-28.19,-21.796,-29.3365
2023-02-23,-29.7,-24.862000000000002,-28.871499999999997
2023-02-24,-30.33,-27.421999999999997,-28.446499999999997
2023-02-27,-30.8,-29.27,-28.176
2023-02-28,-32.37,-30.278,-27.907999999999998
2023-03-01,-32.86,-31.212,-27.8375
2023-03-02,-30.6,-31.391999999999996,-27.866500000000002
2023-03-03,-27.7,-30.865999999999996,-28.076500000000003
2023-03-06,-28.1,-30.326,-28.066999999999997
2023-03-07,-28.1,-29.471999999999998,-28.016
2023-03-08,-29.36,-28.772000000000002,-28.035500000000003
2023-03-09,-33.04,-29.26,-28.199499999999993
2023-03-10,-35.89,-30.898000000000003,-28.4095
2023-03-13,-31.53,-31.584000000000003,-28.244
2023-03-14,-31.36,-32.236000000000004,-28.106
2023-03-15,-31.28,-32.62,-28.6
2023-03-16,-30.59,-32.13,-29.411
2023-03-17,-31.45,-31.242,-30.107
2023-03-20,-29.74,-30.883999999999997,-30.516
2023-03-21,-26.55,-29.922000000000004,-30.476999999999997
2023-03-22,-28.62,-29.389999999999997,-30.498499999999996
2023-03-23,-27.59,-28.79,-30.393
2023-03-24,-28.71,-28.242,-30.312
2023-03-27,-30.09,-28.312,-30.276500000000006
2023-03-28,-30.43,-29.088,-30.1795
2023-03-29,-28.53,-29.07,-29.963
2023-03-30,-29.13,-29.377999999999997,-29.889499999999998
2023-03-31,-26.54,-28.944,-29.8315
2023-04-03,-26.55,-28.236,-29.754
2023-04-04,-26.81,-27.512,-29.6895
2023-04-05,-30.0,-27.806,-29.721500000000002
2023-04-06,-29.05,-27.790000000000003,-29.522000000000002
2023-04-10,-26.47,-27.776,-29.051
2023-04-11,-24.56,-27.377999999999997,-28.702499999999997
2023-04-12,-26.99,-27.413999999999998,-28.483999999999998
2023-04-13,-24.82,-26.377999999999997,-28.161
2023-04-14,-22.82,-25.131999999999998,-27.772499999999997
2023-04-17,-22.91,-24.419999999999998,-27.345499999999998
2023-04-18,-23.52,-24.212,-27.0345
2023-04-19,-25.61,-23.936,-26.9875
2023-04-20,-28.57,-24.686,-26.985000000000003
2023-04-21,-28.31,-25.784000000000002,-27.020999999999997
2023-04-24,-29.01,-27.004,-27.036
2023-04-25,-32.16,-28.732,-27.139499999999998
2023-04-26,-32.16,-30.041999999999994,-27.226
2023-04-27,-31.46,-30.619999999999997,-27.372499999999995
2023-04-28,-32.07,-31.372000000000003,-27.5195
2023-05-01,-31.13,-31.796,-27.749000000000002
2023-05-02,-32.78,-31.919999999999998,-28.060499999999998
2023-05-03,-33.05,-32.098,-28.372500000000002
2023-05-04,-34.61,-32.727999999999994,-28.602999999999998
2023-05-05,-34.35,-33.184,-28.868000000000002
2023-05-08,-31.48,-33.254000000000005,-29.1185
2023-05-09,-15.59,-29.815999999999995,-28.669999999999998
2023-05-10,-12.17,-25.639999999999997,-27.928999999999995
2023-05-11,-12.7,-21.258000000000003,-27.323
2023-05-12,-16.03,-17.594,-26.9835
2023-05-15,-15.86,-14.469999999999999,-26.631
2023-05-16,-16.3,-14.612,-26.27
2023-05-17,-9.41,-14.059999999999999,-25.46
2023-05-18,3.76,-10.768,-23.8435
2023-05-19,3.5,-6.862,-22.253
2023-05-22,4.65,-2.7600000000000002,-20.57
2023-05-23,11.72,2.8440000000000003,-18.375999999999998
2023-05-24,8.09,6.344,-16.3635
2023-05-25,13.48,8.288,-14.116499999999998
2023-05-26,20.64,11.716,-11.480999999999998
2023-05-30,30.01,16.788,-8.424
2023-05-31,30.01,20.446,-5.284499999999999
2023-06-01,27.91,24.410000000000004,-2.2364999999999995
2023-06-02,27.74,27.262,0.8810000000000002
2023-06-05,34.07,29.948,4.3020000000000005
2023-06-06,36.01,31.148000000000003,7.6765
2023-06-07,29.23,30.992,9.9175
2023-06-08,33.63,32.136,12.2075
2023-06-09,32.14,33.016,14.4495
2023-06-12,37.68,33.738,17.134999999999998
2023-06-13,40.3,34.596000000000004,19.943
2023-06-14,39.62,36.674,22.739
2023-06-15,44.78,38.903999999999996,25.4485
2023-06-16,42.54,40.984,27.3875
2023-06-20,38.73,41.194,29.149
2023-06-21,30.13,39.16,30.423000000000002
2023-06-22,25.72,36.38,31.123
2023-06-23,25.57,32.538,31.996999999999996
2023-06-26,24.89,29.008,32.5675
2023-06-27,30.4,27.342000000000002,33.055499999999995
2023-06-28,35.9,28.496000000000002,33.35
2023-06-29,35.25,30.401999999999997,33.612
2023-06-30,36.31,32.55,34.032
2023-07-03,37.1,34.992000000000004,34.5
2023-07-05,38.62,36.636,34.727500000000006
2023-07-06,33.81,36.218,34.61749999999999
2023-07-07,35.58,36.284000000000006,34.935
2023-07-10,43.69,37.760000000000005,35.438
2023-07-11,45.33,39.406,36.0975
2023-07-12,46.19,40.92,36.523
2023-07-13,47.48,43.653999999999996,36.882
2023-07-14,44.55,45.448,37.1285
2023-07-17,53.18,47.346000000000004,37.5485
2023-07-18,59.1,50.1,38.3765
2023-07-19,58.84,52.629999999999995,39.382
2023-07-20,50.82,53.298,40.4165
2023-07-21,44.72,53.331999999999994,41.366499999999995
2023-07-24,43.76,51.448,42.275999999999996
2023-07-25,45.78,48.784,43.320499999999996
2023-07-26,44.73,45.962,44.037
2023-07-27,42.28,44.254,44.355999999999995
2023-07-28,56.82,46.674,45.4345
2023-07-31,74.6,52.842000000000006,47.349000000000004
2023-08-01,74.39,58.564,49.213499999999996
2023-08-02,65.64,62.746,50.564499999999995
2023-08-03,63.41,66.97200000000001,52.044500000000006
2023-08-04,59.03,67.41400000000002,53.217
2023-08-07,57.23,63.94,53.89399999999999
2023-08-08,51.04,59.27,54.1795
2023-08-09,39.37,54.016,53.838499999999996
2023-08-10,40.42,49.418,53.48549999999999
2023-08-11,40.42,45.696,53.278999999999996
2023-08-14,42.44,42.738,52.742
2023-08-15,40.28,40.586,51.801
2023-08-16,40.77,40.866,50.897499999999994
2023-08-17,32.77,39.336,49.995
2023-08-18,34.31,38.114000000000004,49.4745
2023-08-21,34.92,36.61,49.0325
2023-08-22,35.98,35.75,48.542500000000004
2023-08-23,39.88,35.572,48.3
2023-08-24,32.7,35.558,47.821000000000005
2023-08-25,35.11,35.718,46.7355
2023-08-28,35.79,35.892,44.795
2023-08-29,40.49,36.794000000000004,43.1
2023-08-30,46.24,38.065999999999995,42.13
2023-08-31,37.89,39.104,40.854
2023-09-01,38.36,39.754,39.820499999999996
2023-09-05,38.55,40.306,38.8865
2023-09-06,39.23,40.053999999999995,38.296
2023-09-07,38.48,38.501999999999995,38.2515
2023-09-08,37.78,38.48,38.1195
2023-09-11,43.54,39.516,38.2755
2023-09-12,41.75,40.156,38.241
2023-09-13,41.84,40.678000000000004,38.319
2023-09-14,43.89,41.760000000000005,38.475
2023-09-15,39.44,42.092,38.8085
2023-09-18,40.6,41.504,39.123000000000005
2023-09-19,37.81,40.715999999999994,39.2675
2023-09-20,34.12,39.172,39.1745
2023-09-21,27.46,35.886,38.5535
2023-09-22,28.63,33.724000000000004,38.35
2023-09-25,29.44,31.491999999999997,38.0665
2023-09-26,27.08,29.345999999999997,37.631
2023-09-27,35.14,29.55,37.3635
2023-09-28,43.47,32.751999999999995,37.225
2023-09-29,45.55,36.136,37.608
2023-10-02,43.61,38.97,37.8705
2023-10-03,34.83,40.519999999999996,37.6845
2023-10-04,42.26,41.944,37.836
2023-10-05,42.98,41.846,38.061
2023-10-06,50.15,42.766,38.679500000000004
2023-10-09,59.1,45.864,39.4575
2023-10-10,60.81,51.059999999999995,40.4105
2023-10-11,61.89,54.986000000000004,41.413
2023-10-12,62.07,58.803999999999995,42.322
2023-10-13,56.86,60.146,43.193
2023-10-16,56.86,59.698,44.00599999999999
2023-10-17,61.18,59.772000000000006,45.1745
2023-10-18,55.41,58.476,46.239
2023-10-19,54.15,56.891999999999996,47.573499999999996
2023-10-20,45.59,54.638,48.421499999999995
2023-10-23,46.4,52.54600000000001,49.2695
2023-10-24,50.37,50.384,50.434
2023-10-25,40.9,47.482,50.721999999999994
2023-10-26,38.19,44.29,50.458
2023-10-27,36.2,42.412,49.990500000000004
2023-10-30,32.77,39.686,49.4485
2023-10-31,33.77,36.366,49.3955
2023-11-01,34.19,35.024,48.992
2023-11-02,61.21,39.628,49.903499999999994
2023-11-03,69.36,46.260000000000005,50.864
2023-11-06,66.26,52.958000000000006,51.222
2023-11-07,68.59,59.922000000000004,51.611000000000004
2023-11-08,65.81,66.24600000000001,51.807
2023-11-09,63.84,66.772,51.895500000000006
2023-11-10,76.39,68.178,52.872
2023-11-13,76.75,70.276,53.86650000000001
2023-11-14,78.81,72.32000000000001,54.748000000000005
2023-11-15,78.9,74.938,55.92249999999999
2023-11-16,77.29,77.62800000000001,57.07950000000001
2023-11-17,83.74,79.098,58.987
2023-11-20,91.37,82.022,61.2355
2023-11-21,77.56,81.772,62.59499999999999
2023-11-22,76.57,81.306,64.3785
2023-11-24,72.18,80.28399999999999,66.078
2023-11-27,71.1,77.756,67.82300000000001
2023-11-28,76.75,74.832,70.022
2023-11-29,77.92,74.90400000000001,72.2295
2023-11-30,79.8,75.55,74.51
2023-12-01,80.26,77.166,75.4625
2023-12-04,63.8,75.70599999999999,75.1845
2023-12-05,62.92,72.94,75.01750000000001
2023-12-06,52.56,67.868,74.21600000000001
2023-12-07,53.36,62.58,73.59349999999999
2023-12-08,58.23,58.174,73.313
2023-12-11,58.23,57.06,72.405
2023-12-12,55.83,55.641999999999996,71.359
2023-12-13,59.11,56.952,70.374
2023-12-14,62.13,58.705999999999996,69.53549999999998
2023-12-15,62.04,59.468,68.773
2023-12-18,58.85,59.592,67.5285
2023-12-19,59.82,60.39,65.951
2023-12-20,53.6,59.288,64.75300000000001
2023-12-21,56.62,58.186,63.7555
2023-12-22,55.02,56.782000000000004,62.8975
2023-12-26,57.42,56.496,62.213499999999996
2023-12-27,55.56,55.644000000000005,61.153999999999996
2023-12-28,56.36,56.196000000000005,60.07600000000001
2023-12-29,52.89,55.45,58.73049999999999
2024-01-02,46.78,53.802,57.05649999999999
2024-01-03,42.47,50.812,55.989999999999995
2024-01-04,43.88,48.476,55.038
2024-01-05,41.5,45.504000000000005,54.485
2024-01-08,47.6,44.446,54.197
2024-01-09,45.12,44.114,53.5415
2024-01-10,48.66,45.352,53.063
2024-01-11,47.69,46.114,52.65599999999999
2024-01-12,48.4,47.494,52.12049999999999
2024-01-16,46.36,47.245999999999995,51.331999999999994
2024-01-17,45.12,47.245999999999995,50.486000000000004
2024-01-18,45.21,46.556,49.803999999999995
2024-01-19,48.57,46.732,49.2415
2024-01-22,55.83,48.217999999999996,49.353
2024-01-23,53.44,49.634,49.194
2024-01-24,48.31,50.272000000000006,48.85850000000001
2024-01-25,45.74,50.378,48.2745
2024-01-26,44.77,49.618,47.735
2024-01-29,51.32,48.715999999999994,47.483
2024-01-30,48.22,47.672,47.2495
2024-01-31,42.47,46.504000000000005,47.034000000000006
2024-02-01,43.79,46.114,47.1
2024-02-02,49.79,47.118,47.3955
2024-02-05,47.18,46.29,47.679500000000004
2024-02-06,92.22,55.089999999999996,49.9105
2024-02-07,107.36,68.06800000000001,53.0225
2024-02-08,115.31,82.372,56.355
2024-02-09,114.18,95.25,59.6795
2024-02-12,120.04,109.822,63.2615
2024-02-13,110.92,113.56199999999998,66.48949999999999
2024-02-14,121.26,116.34200000000001,70.29650000000001
2024-02-15,123.19,117.918,74.19550000000001
2024-02-16,114.69,118.02000000000001,77.50150000000001
2024-02-20,105.58,115.128,79.989
2024-02-21,99.79,112.902,82.3065
2024-02-22,107.24,110.098,85.253
2024-02-23,101.81,105.822,88.0565
2024-02-26,106.98,104.28,91.167
2024-02-27,114.21,106.006,94.3115
2024-02-28,113.39,108.726,97.57000000000001
2024-02-29,118.31,110.94000000000001,101.362
2024-03-01,115.14,113.606,104.9295
2024-03-04,108.62,113.934,107.87100000000001
2024-03-05,106.78,112.44800000000001,110.85100000000003
2024-03-06,125.58,114.88600000000001,112.519
2024-03-07,127.98,116.82000000000001,113.55
2024-03-08,124.62,118.71600000000001,114.0155
2024-03-11,119.1,120.81200000000001,114.2615
2024-03-12,114.47,122.35,113.98300000000002
2024-03-13,116.61,120.556,114.2675
2024-03-14,112.55,117.47,113.832
2024-03-15,105.86,113.718,112.96550000000002
2024-03-18,109.49,111.796,112.7055
2024-03-19,107.9,110.482,112.82149999999999
2024-03-20,114.0,109.96,113.532
2024-03-21,113.37,110.124,113.8385
2024-03-22,110.91,111.13400000000001,114.2935
2024-03-25,113.53,111.94200000000001,114.62100000000001
2024-03-26,116.69,113.7,114.745
2024-03-27,113.53,113.606,114.752
2024-03-28,101.06,111.144,113.88950000000003
2024-04-01,98.09,108.58,113.03699999999999
2024-04-02,96.91,105.256,112.45150000000001
2024-04-03,96.74,101.26599999999999,111.94949999999999
2024-04-04,94.89,97.538,110.41499999999999
2024-04-05,98.93,97.112,108.9625
2024-04-08,99.27,97.348,107.69500000000001
2024-04-09,97.64,97.494,106.622
2024-04-10,94.31,97.008,105.614
2024-04-11,97.9,97.61,104.67849999999999
2024-04-12,96.45,97.114,103.87349999999999
2024-04-15,89.87,95.23400000000001,103.074
2024-04-16,89.7,93.646,102.0845
2024-04-17,84.8,91.744,100.92949999999999
2024-04-18,83.25,88.814,99.392
2024-04-19,77.57,85.038,97.602
2024-04-22,81.87,83.438,96.15
2024-04-23,87.66,83.03,94.85650000000001
2024-04-24,87.23,83.516,93.3835
2024-04-25,88.26,84.518,92.12
2024-04-26,95.26,88.05600000000001,91.83000000000001
2024-04-29,97.93,91.268,91.822
2024-04-30,90.49,91.834,91.501
2024-05-01,90.24,92.436,91.176
2024-05-02,93.89,93.562,91.126
