Date,rate_MA,rate_VOO_5D,rate_VOO_20D
2022-07-29,-2.3,-4.140000000000001,-7.7735
2022-08-01,-3.1,-3.782000000000001,-7.333
2022-08-02,-3.41,-3.3260000000000005,-6.921499999999999
2022-08-03,-2.37,-2.770000000000001,-6.470000000000001
2022-08-04,-1.97,-2.6300000000000003,-6.051499999999999
2022-08-05,-1.68,-2.506000000000001,-5.6045
2022-08-08,-2.77,-2.440000000000001,-5.2275
2022-08-09,-3.82,-2.5220000000000007,-4.885
2022-08-10,-2.54,-2.5560000000000005,-4.4855
2022-08-11,-3.06,-2.774000000000001,-4.1345
2022-08-12,-2.37,-2.912000000000001,-3.8510000000000004
2022-08-15,-1.31,-2.6200000000000006,-3.4929999999999994
2022-08-16,-1.44,-2.144000000000001,-3.2685000000000004
2022-08-17,-2.15,-2.0660000000000007,-3.0915
2022-08-18,-1.78,-1.8100000000000005,-2.9724999999999997
2022-08-19,-2.35,-1.806000000000001,-2.8409999999999997
2022-08-22,-3.95,-2.3340000000000005,-2.7939999999999996
2022-08-23,-4.79,-3.0040000000000004,-2.7489999999999997
2022-08-24,-5.01,-3.5760000000000005,-2.742
2022-08-25,-4.1,-4.040000000000001,-2.8135
2022-08-26,-6.44,-4.858000000000001,-3.0204999999999997
2022-08-29,-6.91,-5.45,-3.211
2022-08-30,-7.2,-5.932,-3.4004999999999996
2022-08-31,-7.83,-6.496,-3.6734999999999998
2022-09-01,-7.47,-7.17,-3.9484999999999992
2022-09-02,-7.96,-7.474000000000001,-4.2625
2022-09-06,-7.68,-7.628,-4.508
2022-09-07,-6.64,-7.516,-4.648999999999999
2022-09-08,-6.27,-7.204000000000001,-4.835500000000001
2022-09-09,-4.79,-6.668000000000001,-4.922
2022-09-12,-4.13,-5.902000000000001,-5.01
2022-09-13,-7.63,-5.892000000000001,-5.326
2022-09-14,-7.52,-6.0680000000000005,-5.63
2022-09-15,-9.91,-6.796000000000001,-6.017999999999999
2022-09-16,-10.41,-7.920000000000002,-6.4495000000000005
2022-09-19,-10.7,-9.234,-6.867
2022-09-20,-10.91,-9.89,-7.215000000000001
2022-09-21,-13.34,-11.054,-7.6425
2022-09-22,-15.03,-12.078,-8.1435
2022-09-23,-16.35,-13.266000000000002,-8.756
2022-09-26,-17.31,-14.588,-9.2995
2022-09-27,-18.32,-16.07,-9.870000000000001
2022-09-28,-17.29,-16.86,-10.3745
2022-09-29,-18.24,-17.502,-10.895
2022-09-30,-18.92,-18.016000000000002,-11.4675
2022-10-03,-16.78,-17.910000000000004,-11.9085
2022-10-04,-13.77,-17.000000000000004,-12.213
2022-10-05,-12.95,-16.131999999999998,-12.5285
2022-10-06,-14.33,-15.350000000000003,-12.9315
2022-10-07,-15.52,-14.670000000000002,-13.468
2022-10-10,-16.41,-14.596,-14.081999999999999
2022-10-11,-18.03,-15.448000000000002,-14.602
2022-10-12,-18.78,-16.614,-15.164999999999997
2022-10-13,-15.8,-16.908,-15.4595
2022-10-14,-17.28,-17.26,-15.803
2022-10-17,-15.49,-17.076000000000004,-16.042499999999997
2022-10-18,-13.99,-16.268000000000004,-16.1965
2022-10-19,-14.72,-15.456000000000003,-16.2655
2022-10-20,-15.14,-15.324000000000003,-16.271
2022-10-21,-13.42,-14.552000000000003,-16.1245
2022-10-24,-12.51,-13.956000000000003,-15.8845
2022-10-25,-10.87,-13.332000000000003,-15.512
2022-10-26,-8.59,-12.106000000000002,-15.076999999999998
2022-10-27,-8.63,-10.804000000000002,-14.596499999999997
2022-10-28,-5.78,-9.276000000000002,-13.9395
2022-10-31,-6.14,-8.002,-13.407499999999999
2022-11-01,-4.61,-6.750000000000002,-12.9495
2022-11-02,-8.29,-6.69,-12.7165
2022-11-03,-11.22,-7.208000000000001,-12.561
2022-11-04,-8.69,-7.790000000000001,-12.2195
2022-11-07,-6.83,-7.928000000000002,-11.7405
2022-11-08,-6.66,-8.338000000000001,-11.172
2022-11-09,-9.47,-8.574000000000002,-10.7065
2022-11-10,-3.45,-7.020000000000001,-10.089
2022-11-11,-2.89,-5.860000000000001,-9.3695
2022-11-14,-2.86,-5.066000000000001,-8.738
2022-11-15,-1.7,-4.074000000000002,-8.1235
2022-11-16,-1.91,-2.5620000000000016,-7.483
2022-11-17,-2.33,-2.3380000000000014,-6.842499999999999
2022-11-18,-1.65,-2.090000000000001,-6.254
2022-11-21,-3.18,-2.1540000000000012,-5.7875
2022-11-22,-1.29,-2.072000000000002,-5.3084999999999996
2022-11-23,-0.25,-1.7400000000000015,-4.891499999999999
2022-11-25,0.49,-1.1760000000000015,-4.435499999999999
2022-11-28,-1.39,-1.1240000000000014,-4.215999999999999
2022-11-29,-1.8,-0.8480000000000014,-3.9989999999999997
2022-11-30,1.93,-0.20400000000000143,-3.6719999999999993
2022-12-01,3.1,0.4659999999999986,-3.1025
2022-12-02,2.89,0.9459999999999986,-2.3969999999999994
2022-12-05,1.8,1.5839999999999985,-1.8724999999999998
2022-12-06,-0.58,1.8279999999999987,-1.5599999999999998
2022-12-07,-0.61,1.3199999999999985,-1.2574999999999996
2022-12-08,0.43,0.7859999999999986,-0.7624999999999996
2022-12-09,-0.22,0.1639999999999986,-0.6009999999999998
2022-12-12,2.38,0.2799999999999986,-0.33749999999999963
2022-12-13,2.14,0.8239999999999986,-0.08749999999999962
2022-12-14,2.22,1.3899999999999988,0.1085000000000004
2022-12-15,-0.46,1.2119999999999984,0.18100000000000038
2022-12-16,-0.55,1.1459999999999986,0.2700000000000004
2022-12-19,-1.64,0.34199999999999864,0.27050000000000035
2022-12-20,-1.2,-0.32600000000000134,0.3695000000000004
2022-12-21,-0.48,-0.8660000000000014,0.4100000000000004
2022-12-22,-1.57,-1.0880000000000014,0.3440000000000004
2022-12-23,-1.03,-1.1840000000000015,0.2680000000000004
2022-12-27,-0.36,-0.9280000000000014,0.3195000000000004
2022-12-28,-1.46,-0.9800000000000015,0.3365000000000004
2022-12-29,0.18,-0.8480000000000014,0.2490000000000004
2022-12-30,0.06,-0.5220000000000015,0.09700000000000039
2023-01-03,-0.18,-0.3520000000000014,-0.05649999999999962
2023-01-04,2.09,0.13799999999999857,-0.041999999999999635
2023-01-05,1.15,0.6599999999999986,0.044500000000000366
2023-01-06,5.61,1.7459999999999987,0.35550000000000037
2023-01-09,6.55,3.0439999999999983,0.6615000000000004
2023-01-10,6.56,4.391999999999999,1.0005000000000002
2023-01-11,8.5,5.673999999999999,1.3065000000000002
2023-01-12,9.06,7.2559999999999985,1.6525000000000003
2023-01-13,7.84,7.701999999999998,1.9335000000000004
2023-01-17,7.69,7.929999999999998,2.341
2023-01-18,5.97,7.811999999999998,2.6670000000000003
2023-01-19,5.69,7.249999999999998,3.0335000000000005
2023-01-20,8.06,7.049999999999999,3.4965
2023-01-23,8.71,7.223999999999999,3.956000000000001
2023-01-24,9.05,7.4959999999999996,4.487
2023-01-25,9.63,8.228,5.0200000000000005
2023-01-26,8.39,8.767999999999999,5.4575000000000005
2023-01-27,7.61,8.678,5.911
2023-01-30,6.91,8.317999999999998,6.2475000000000005
2023-01-31,6.77,7.861999999999999,6.583
2023-02-01,7.51,7.437999999999998,6.967500000000001
2023-02-02,7.73,7.305999999999999,7.2495
2023-02-03,7.47,7.277999999999999,7.5655
2023-02-06,7.23,7.341999999999999,7.646500000000001
2023-02-07,7.79,7.545999999999998,7.708500000000001
2023-02-08,6.52,7.347999999999999,7.7065
2023-02-09,6.54,7.109999999999999,7.608500000000001
2023-02-10,5.56,6.727999999999999,7.4335
2023-02-13,6.65,6.611999999999997,7.374
2023-02-14,6.41,6.3359999999999985,7.3100000000000005
2023-02-15,6.32,6.2959999999999985,7.327500000000001
2023-02-16,5.74,6.135999999999998,7.330000000000001
2023-02-17,3.96,5.815999999999999,7.125
2023-02-21,2.53,4.991999999999999,6.816
2023-02-22,2.26,4.161999999999998,6.4765000000000015
2023-02-23,2.41,3.379999999999998,6.1155
2023-02-24,1.74,2.5799999999999987,5.783
2023-02-27,2.4,2.2679999999999985,5.5225
2023-02-28,2.34,2.2299999999999986,5.2940000000000005
2023-03-01,1.8,2.137999999999999,5.0455000000000005
2023-03-02,2.37,2.1299999999999986,4.788500000000001
2023-03-03,3.99,2.5799999999999987,4.6015
2023-03-06,5.48,3.195999999999999,4.502000000000001
2023-03-07,3.52,3.4319999999999986,4.3165
2023-03-08,3.27,3.725999999999998,4.0905000000000005
2023-03-09,1.99,3.6499999999999986,3.8640000000000008
2023-03-10,-0.06,2.839999999999999,3.5340000000000003
2023-03-13,-0.73,1.5979999999999985,3.2195
2023-03-14,1.56,1.2059999999999986,2.9650000000000003
2023-03-15,0.22,0.5959999999999985,2.655500000000001
2023-03-16,0.2,0.23799999999999857,2.3495000000000004
2023-03-17,0.67,0.3839999999999986,2.0960000000000005
2023-03-20,0.57,0.6439999999999986,1.9265000000000003
2023-03-21,2.05,0.7419999999999985,1.9025000000000003
2023-03-22,1.05,0.9079999999999986,1.8420000000000005
2023-03-23,2.0,1.2679999999999985,1.8215000000000003
2023-03-24,1.22,1.3779999999999986,1.7955000000000005
2023-03-27,2.07,1.6779999999999986,1.7790000000000004
2023-03-28,1.98,1.6639999999999986,1.7610000000000003
2023-03-29,3.45,2.1439999999999984,1.8435000000000006
2023-03-30,3.38,2.4199999999999986,1.8940000000000001
2023-03-31,4.55,3.0859999999999985,1.9220000000000002
2023-04-03,5.29,3.729999999999998,1.9125000000000003
2023-04-04,4.58,4.249999999999998,1.9655
2023-04-05,4.55,4.469999999999999,2.0295
2023-04-06,3.9,4.573999999999998,2.1250000000000004
2023-04-10,3.53,4.369999999999999,2.3045
2023-04-11,4.65,4.241999999999999,2.5735
2023-04-12,3.99,4.123999999999999,2.6950000000000003
2023-04-13,6.21,4.455999999999999,2.9945
2023-04-14,6.99,5.073999999999999,3.3340000000000005
2023-04-17,7.08,5.783999999999999,3.6545
2023-04-18,6.96,6.245999999999999,3.974000000000001
2023-04-19,7.1,6.867999999999998,4.2265
2023-04-20,7.72,7.169999999999999,4.5600000000000005
2023-04-21,7.78,7.3279999999999985,4.849
2023-04-24,7.64,7.4399999999999995,5.17
2023-04-25,5.89,7.225999999999999,5.361000000000001
2023-04-26,5.39,6.883999999999998,5.5315
2023-04-27,7.34,6.807999999999998,5.726000000000001
2023-04-28,9.13,7.0779999999999985,6.0135000000000005
2023-05-01,8.89,7.3279999999999985,6.230500000000001
2023-05-02,7.83,7.715999999999999,6.3575
2023-05-03,7.51,8.139999999999999,6.5040000000000004
2023-05-04,7.85,8.241999999999999,6.669000000000001
2023-05-05,10.23,8.462,6.9855
2023-05-08,10.47,8.777999999999999,7.3325000000000005
2023-05-09,9.74,9.159999999999998,7.587000000000001
2023-05-10,9.63,9.584,7.8690000000000015
2023-05-11,9.87,9.987999999999998,8.052000000000001
2023-05-12,9.46,9.834,8.1755
2023-05-15,9.88,9.716,8.315500000000002
2023-05-16,9.11,9.59,8.423
2023-05-17,10.74,9.811999999999998,8.605
2023-05-18,11.95,10.227999999999998,8.816500000000001
2023-05-19,10.4,10.415999999999999,8.947500000000002
2023-05-22,10.15,10.469999999999999,9.073
2023-05-23,7.31,10.109999999999998,9.144000000000002
2023-05-24,5.92,9.145999999999997,9.1705
2023-05-25,6.33,8.021999999999998,9.120000000000001
2023-05-26,7.47,7.435999999999998,9.037
2023-05-30,5.66,6.5379999999999985,8.8755
2023-05-31,5.01,6.0779999999999985,8.7345
2023-06-01,6.41,6.175999999999998,8.6795
2023-06-02,7.19,6.347999999999999,8.6465
2023-06-05,6.3,6.113999999999999,8.45
2023-06-06,8.94,6.769999999999999,8.3735
2023-06-07,6.54,7.075999999999999,8.2135
2023-06-08,5.48,6.889999999999999,8.006
2023-06-09,5.94,6.639999999999998,7.809500000000002
2023-06-12,7.64,6.907999999999999,7.718500000000001
2023-06-13,6.53,6.425999999999999,7.551
2023-06-14,7.48,6.613999999999999,7.469500000000001
2023-06-15,8.69,7.2559999999999985,7.367
2023-06-16,7.98,7.663999999999999,7.1685
2023-06-20,7.44,7.623999999999998,7.0205
2023-06-21,7.87,7.891999999999999,6.906499999999999
2023-06-22,8.34,8.063999999999998,6.958000000000001
2023-06-23,8.91,8.107999999999999,7.1075
2023-06-26,8.23,8.157999999999998,7.202500000000001
2023-06-27,9.47,8.563999999999998,7.302499999999999
2023-06-28,9.03,8.796,7.470999999999999
2023-06-29,11.13,9.354,7.777000000000001
2023-06-30,12.72,10.116,8.092500000000001
2023-07-03,12.64,10.998,8.365
2023-07-05,12.85,11.673999999999998,8.692499999999999
2023-07-06,12.41,12.349999999999998,8.866
2023-07-07,11.16,12.355999999999998,9.097000000000001
2023-07-10,12.14,12.239999999999998,9.430000000000001
2023-07-11,13.49,12.409999999999998,9.807500000000001
2023-07-12,14.19,12.677999999999997,10.135000000000002
2023-07-13,14.16,13.027999999999997,10.5165
2023-07-14,14.63,13.722,10.874
2023-07-17,14.55,14.203999999999999,11.167000000000002
2023-07-18,13.49,14.203999999999999,11.442499999999999
2023-07-19,13.52,14.069999999999999,11.746500000000001
2023-07-20,13.47,13.931999999999999,12.0265
2023-07-21,13.32,13.669999999999998,12.2755
2023-07-24,15.23,13.806000000000001,12.5915
2023-07-25,14.59,14.026,12.9095
2023-07-26,14.79,14.279999999999998,13.1755
2023-07-27,13.34,14.254,13.391
2023-07-28,13.06,14.201999999999998,13.4875
2023-07-31,13.3,13.815999999999999,13.516499999999999
2023-08-01,13.68,13.633999999999997,13.5685
2023-08-02,12.06,13.088,13.529
2023-08-03,12.75,12.969999999999999,13.546000000000001
2023-08-04,12.37,12.831999999999999,13.6065
2023-08-07,13.63,12.898,13.681000000000001
2023-08-08,12.89,12.739999999999998,13.651
2023-08-09,12.99,12.925999999999998,13.591
2023-08-10,13.68,13.112,13.567000000000002
2023-08-11,13.25,13.288,13.498000000000001
2023-08-14,13.97,13.356,13.469
2023-08-15,13.18,13.413999999999998,13.4535
2023-08-16,13.17,13.45,13.436000000000002
2023-08-17,12.83,13.279999999999998,13.404
2023-08-18,12.75,13.179999999999998,13.375499999999999
2023-08-21,12.94,12.973999999999998,13.261
2023-08-22,13.82,13.101999999999999,13.222500000000002
2023-08-23,14.43,13.354,13.2045
2023-08-24,13.79,13.545999999999998,13.227
2023-08-25,14.78,13.951999999999998,13.312999999999999
2023-08-28,15.64,14.491999999999999,13.430000000000001
2023-08-29,16.04,14.935999999999996,13.547999999999998
2023-08-30,16.25,15.3,13.757499999999999
2023-08-31,16.13,15.767999999999997,13.926499999999999
2023-09-01,16.09,16.029999999999994,14.1125
2023-09-05,15.71,16.043999999999997,14.2165
2023-09-06,16.02,16.04,14.373000000000001
2023-09-07,16.35,16.06,14.541
2023-09-08,16.4,16.113999999999997,14.677000000000001
2023-09-11,16.8,16.256,14.854499999999998
2023-09-12,16.71,16.455999999999996,14.991500000000002
2023-09-13,16.72,16.595999999999997,15.1685
2023-09-14,16.07,16.54,15.3135
2023-09-15,16.28,16.516,15.486
2023-09-18,16.9,16.535999999999998,15.6935
2023-09-19,16.35,16.464,15.864
2023-09-20,15.88,16.296,15.967000000000002
2023-09-21,14.78,16.038,15.9845
2023-09-22,14.61,15.703999999999999,16.0255
2023-09-25,14.65,15.254,16.019000000000002
2023-09-26,13.1,14.604,15.892
2023-09-27,13.12,14.051999999999998,15.746
2023-09-28,13.98,13.892,15.632500000000002
2023-09-29,13.22,13.613999999999999,15.487
2023-10-02,12.95,13.273999999999997,15.330000000000002
2023-10-03,11.76,13.006,15.132500000000002
2023-10-04,12.43,12.867999999999999,14.953000000000003
2023-10-05,12.54,12.579999999999998,14.7625
2023-10-06,13.48,12.632,14.616500000000002
2023-10-09,12.67,12.575999999999999,14.410000000000002
2023-10-10,14.17,13.057999999999998,14.282999999999998
2023-10-11,14.02,13.376,14.148000000000001
2023-10-12,14.05,13.678,14.047
2023-10-13,13.55,13.691999999999998,13.910499999999999
2023-10-16,14.38,14.033999999999997,13.7845
2023-10-17,14.55,14.11,13.6945
2023-10-18,12.21,13.748,13.511000000000001
2023-10-19,10.75,13.088,13.3095
2023-10-20,9.8,12.338,13.068999999999999
2023-10-23,9.6,11.382,12.8165
2023-10-24,10.5,10.572,12.6865
2023-10-25,10.33,10.195999999999998,12.547
2023-10-26,4.28,8.901999999999997,12.062000000000001
2023-10-27,4.14,7.769999999999999,11.608
2023-10-30,6.46,7.141999999999999,11.2835
2023-10-31,7.57,6.555999999999999,11.074000000000002
2023-11-01,7.83,6.055999999999999,10.844
2023-11-02,9.17,7.033999999999997,10.675500000000001
2023-11-03,10.1,8.225999999999997,10.5065
2023-11-06,10.13,8.959999999999997,10.3795
2023-11-07,10.88,9.621999999999998,10.215
2023-11-08,11.11,10.277999999999999,10.069500000000001
2023-11-09,10.63,10.569999999999999,9.8985
2023-11-10,12.42,11.033999999999999,9.842
2023-11-13,12.41,11.489999999999998,9.743500000000001
2023-11-14,13.33,11.979999999999999,9.682500000000001
2023-11-15,13.1,12.377999999999998,9.727
2023-11-16,13.18,12.887999999999996,9.8485
2023-11-17,14.08,13.219999999999999,10.062500000000002
2023-11-20,15.23,13.783999999999997,10.344
2023-11-21,16.5,14.417999999999997,10.644
2023-11-22,16.89,15.175999999999998,10.972
2023-11-24,17.5,16.04,11.633000000000001
2023-11-27,16.51,16.526,12.2515
2023-11-28,16.52,16.784,12.754500000000002
2023-11-29,16.75,16.833999999999996,13.2135
2023-11-30,17.87,17.029999999999998,13.7155
2023-12-01,17.69,17.067999999999998,14.141499999999999
2023-12-04,16.0,16.965999999999998,14.4365
2023-12-05,16.13,16.887999999999998,14.736500000000001
2023-12-06,16.6,16.857999999999997,15.022499999999999
2023-12-07,17.37,16.758,15.335500000000001
2023-12-08,17.09,16.637999999999998,15.6585
2023-12-11,18.08,17.053999999999995,15.941500000000001
2023-12-12,19.49,17.726,16.295499999999997
2023-12-13,20.59,18.524,16.6585
2023-12-14,18.88,18.826,16.947499999999998
2023-12-15,18.88,19.183999999999997,17.2325
2023-12-18,20.52,19.671999999999997,17.554499999999997
2023-12-19,20.77,19.927999999999997,17.831500000000002
2023-12-20,19.33,19.676,17.973000000000003
2023-12-21,20.28,19.956,18.1425
2023-12-22,20.44,20.268,18.289499999999997
2023-12-26,20.34,20.232,18.481
2023-12-27,20.5,20.177999999999997,18.68
2023-12-28,20.97,20.506,18.891
2023-12-29,21.02,20.654,19.0485
2024-01-02,19.55,20.476,19.1415
2024-01-03,18.74,20.156,19.2785
2024-01-04,19.01,19.857999999999997,19.4225
2024-01-05,18.92,19.448,19.5385
2024-01-08,19.63,19.169999999999998,19.6515
2024-01-09,19.8,19.22,19.787
2024-01-10,21.39,19.75,19.9525
2024-01-11,20.96,20.14,20.026000000000003
2024-01-12,21.62,20.68,20.0775
2024-01-16,21.41,21.035999999999998,20.204
2024-01-17,21.15,21.306,20.317500000000003
2024-01-18,22.08,21.444,20.395500000000002
2024-01-19,23.77,22.005999999999997,20.5455
2024-01-22,24.6,22.601999999999997,20.809
2024-01-23,24.33,23.186,21.0115
2024-01-24,24.31,23.817999999999998,21.205000000000002
2024-01-25,23.78,24.157999999999998,21.377
2024-01-26,24.26,24.256,21.565
2024-01-29,24.84,24.303999999999995,21.7585
2024-01-30,26.13,24.663999999999998,22.014
2024-01-31,27.26,25.253999999999998,22.3995
2024-02-01,29.99,26.496,22.962
2024-02-02,29.89,27.621999999999996,23.506
2024-02-05,28.84,28.421999999999997,24.002000000000002
2024-02-06,29.88,29.171999999999997,24.5145
2024-02-07,30.27,29.774,25.038
2024-02-08,29.26,29.627999999999997,25.4315
2024-02-09,29.15,29.48,25.840999999999998
2024-02-12,29.38,29.588,26.228999999999996
2024-02-13,29.8,29.571999999999996,26.648500000000002
2024-02-14,30.91,29.7,27.1365
2024-02-15,32.35,30.318,27.65
2024-02-16,31.61,30.809999999999995,28.042
2024-02-20,27.74,30.482,28.199
2024-02-21,29.46,30.413999999999998,28.4555
2024-02-22,32.42,30.715999999999998,28.861
2024-02-23,32.85,30.815999999999995,29.314500000000002
2024-02-26,33.11,31.115999999999996,29.756999999999998
2024-02-27,33.17,32.202,30.1735
2024-02-28,34.14,33.138,30.574
2024-02-29,33.17,33.288,30.8695
2024-03-01,33.02,33.321999999999996,31.021000000000004
2024-03-04,31.14,32.928,31.083500000000004
2024-03-05,30.89,32.471999999999994,31.186
2024-03-06,31.93,32.03,31.2885
2024-03-07,30.89,31.573999999999995,31.319499999999998
2024-03-08,31.33,31.235999999999997,31.423000000000002
2024-03-11,31.31,31.27,31.531
2024-03-12,32.29,31.55,31.676500000000004
2024-03-13,33.02,31.767999999999994,31.8375
