Date,rate_BR,rate_BR_5D,rate_BR_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2022-03-18,-9.04,-11.558,-13.301999999999998,-3.77,-6.45,-7.235000000000001
2022-03-21,-9.99,-10.55,-13.003,-3.77,-5.236,-7.0985
2022-03-22,-9.55,-9.8,-12.6965,-2.68,-4.188,-6.858499999999999
2022-03-23,-10.81,-9.838000000000001,-12.396,-3.9,-3.7840000000000003,-6.600500000000001
2022-03-24,-10.01,-9.879999999999999,-12.1815,-2.83,-3.3899999999999997,-6.3555
2022-03-25,-9.52,-9.975999999999999,-12.0275,-2.35,-3.106,-6.182499999999999
2022-03-28,-8.55,-9.688,-11.766499999999999,-1.69,-2.69,-5.965000000000001
2022-03-29,-6.75,-9.128,-11.439,-0.48,-2.25,-5.63
2022-03-30,-7.71,-8.508,-11.2125,-1.09,-1.688,-5.4055
2022-03-31,-7.79,-8.064,-10.937,-2.57,-1.636,-5.2325
2022-04-01,-7.22,-7.604000000000001,-10.665,-2.24,-1.614,-5.0075
2022-04-04,-7.05,-7.303999999999999,-10.379999999999999,-1.45,-1.566,-4.6135
2022-04-05,-5.61,-7.0760000000000005,-9.9595,-2.62,-1.9939999999999998,-4.2455
2022-04-06,-5.57,-6.648000000000001,-9.5945,-3.57,-2.4899999999999998,-4.0395
2022-04-07,-5.94,-6.2780000000000005,-9.2075,-3.1,-2.596,-3.79
2022-04-08,-4.96,-5.8260000000000005,-8.741,-3.33,-2.814,-3.496
2022-04-11,-7.93,-6.002000000000001,-8.386,-4.94,-3.5120000000000005,-3.2510000000000003
2022-04-12,-8.34,-6.548,-8.138,-5.28,-4.044,-3.119
2022-04-13,-7.57,-6.948,-7.985499999999999,-4.23,-4.176,-3.0345
2022-04-14,-8.64,-7.4879999999999995,-7.9275,-5.37,-4.630000000000001,-3.063
2022-04-18,-9.68,-8.431999999999999,-7.959500000000001,-5.35,-5.034000000000001,-3.1420000000000003
2022-04-19,-7.96,-8.437999999999999,-7.858,-3.88,-4.822000000000001,-3.1475
2022-04-20,-7.5,-8.27,-7.7555,-3.95,-4.556,-3.211
2022-04-21,-8.06,-8.368,-7.617999999999999,-5.34,-4.7780000000000005,-3.283
2022-04-22,-11.56,-8.952000000000002,-7.6955,-7.86,-5.276,-3.5345
2022-04-25,-10.0,-9.016,-7.719499999999999,-7.37,-5.680000000000001,-3.7855000000000003
2022-04-26,-12.66,-9.956,-7.925,-9.95,-6.894,-4.1985
2022-04-27,-12.45,-10.946000000000002,-8.21,-9.73,-8.05,-4.661
2022-04-28,-10.48,-11.43,-8.3485,-7.52,-8.485999999999999,-4.9825
2022-04-29,-14.0,-11.918,-8.659,-10.83,-9.08,-5.3955
2022-05-02,-14.09,-12.736,-9.002500000000001,-9.99,-9.604,-5.7829999999999995
2022-05-03,-12.24,-12.652000000000001,-9.262,-9.62,-9.538,-6.1915
2022-05-04,-10.55,-12.272,-9.509,-6.99,-8.99,-6.410000000000001
2022-05-05,-14.2,-13.016,-9.9405,-10.13,-9.512,-6.7379999999999995
2022-05-06,-14.91,-13.198000000000002,-10.389,-10.67,-9.48,-7.1165
2022-05-09,-17.31,-13.841999999999999,-11.0065,-13.43,-10.168,-7.6215
2022-05-10,-17.86,-14.966,-11.503,-13.22,-10.888,-8.0355
2022-05-11,-18.95,-16.646,-12.0335,-14.58,-12.406,-8.500499999999999
2022-05-12,-18.08,-17.422,-12.559000000000001,-14.64,-13.308000000000002,-9.021
2022-05-13,-16.35,-17.709999999999997,-12.9445,-12.68,-13.709999999999999,-9.3865
2022-05-16,-16.58,-17.564,-13.289499999999999,-12.99,-13.622,-9.7685
2022-05-17,-15.68,-17.128,-13.6755,-11.29,-13.236,-10.139
2022-05-18,-17.97,-16.932,-14.199000000000002,-14.71,-13.262,-10.677
2022-05-19,-17.13,-16.741999999999997,-14.6525,-15.27,-13.388,-11.1735
2022-05-20,-16.57,-16.785999999999998,-14.903,-15.25,-13.901999999999997,-11.543000000000001
2022-05-23,-15.73,-16.615999999999996,-15.1895,-13.68,-14.040000000000001,-11.8585
2022-05-24,-16.15,-16.71,-15.363999999999999,-14.29,-14.64,-12.075500000000002
2022-05-25,-15.65,-16.246000000000002,-15.523999999999997,-13.59,-14.416,-12.2685
2022-05-26,-13.32,-15.484,-15.666,-11.92,-13.745999999999999,-12.4885
2022-05-27,-11.91,-14.551999999999998,-15.561499999999999,-9.77,-12.65,-12.435500000000001
2022-05-31,-12.26,-13.857999999999999,-15.469999999999999,-10.26,-11.966,-12.449
2022-06-01,-12.78,-13.184000000000001,-15.497,-10.69,-11.245999999999999,-12.502500000000001
2022-06-02,-11.07,-12.268,-15.523,-9.06,-10.34,-12.606
2022-06-03,-11.87,-11.978,-15.4065,-10.5,-10.056000000000001,-12.624500000000001
2022-06-06,-12.42,-12.08,-15.282,-10.26,-10.154,-12.604
2022-06-07,-11.01,-11.83,-14.967000000000002,-9.4,-9.982,-12.4025
2022-06-08,-12.34,-11.741999999999999,-14.690999999999999,-10.37,-9.918000000000001,-12.26
2022-06-09,-14.14,-12.356,-14.4505,-12.42,-10.59,-12.152
2022-06-10,-15.57,-13.096,-14.324999999999998,-14.93,-11.475999999999999,-12.1665
2022-06-13,-18.52,-14.315999999999999,-14.4335,-18.12,-13.048000000000002,-12.438500000000001
2022-06-14,-18.95,-15.904,-14.552000000000001,-18.32,-14.831999999999999,-12.705
2022-06-15,-16.85,-16.806,-14.610500000000002,-17.18,-16.194,-12.999500000000001
2022-06-16,-19.11,-17.8,-14.667499999999999,-19.83,-17.676,-13.255500000000001
2022-06-17,-19.56,-18.598000000000003,-14.788999999999998,-19.62,-18.614,-13.472999999999999
2022-06-21,-18.77,-18.648,-14.899000000000001,-17.71,-18.532,-13.596
2022-06-22,-18.22,-18.502000000000002,-15.023499999999999,-17.88,-18.444,-13.806000000000001
2022-06-23,-16.39,-18.41,-15.035499999999999,-17.04,-18.416,-13.9435
2022-06-24,-12.28,-17.044,-14.867,-14.53,-17.356,-13.9905
2022-06-27,-11.51,-15.433999999999997,-14.776499999999999,-14.84,-16.4,-14.136499999999998
2022-06-28,-14.93,-14.666,-14.9275,-16.63,-16.184,-14.479499999999998
2022-06-29,-13.3,-13.681999999999999,-14.979500000000002,-16.92,-15.992,-14.8125
2022-06-30,-14.1,-13.223999999999998,-15.045499999999999,-17.56,-16.096,-15.156
2022-07-01,-11.47,-13.062000000000001,-15.0655,-16.28,-16.446,-15.517
2022-07-05,-11.63,-13.085999999999999,-15.0535,-16.14,-16.706,-15.799000000000001
2022-07-06,-10.08,-12.116000000000001,-14.9365,-15.85,-16.55,-16.0785
2022-07-07,-9.72,-11.4,-14.872,-14.65,-16.096,-16.341
2022-07-08,-9.76,-10.532,-14.743,-14.7,-15.524000000000001,-16.5575
2022-07-11,-10.73,-10.384,-14.572500000000002,-15.64,-15.395999999999997,-16.7185
2022-07-12,-11.68,-10.394,-14.378,-16.4,-15.447999999999999,-16.792
2022-07-13,-11.79,-10.736,-14.0415,-16.77,-15.632,-16.7245
2022-07-14,-11.26,-11.044,-13.657,-16.99,-16.1,-16.658
2022-07-15,-9.75,-11.041999999999998,-13.301999999999998,-15.46,-16.252000000000002,-16.572
2022-07-18,-11.1,-11.116,-12.901499999999999,-16.14,-16.352,-16.3875
2022-07-19,-7.94,-10.367999999999999,-12.3205,-13.93,-15.857999999999999,-16.103
2022-07-20,-7.84,-9.578,-11.774,-13.4,-15.184000000000001,-15.8875
2022-07-21,-5.81,-8.488,-11.1535,-12.55,-14.296000000000001,-15.620999999999999
2022-07-22,-5.64,-7.6659999999999995,-10.616,-13.32,-13.868,-15.434999999999999
2022-07-25,-6.38,-6.7219999999999995,-10.321,-13.24,-13.288,-15.370499999999998
2022-07-26,-6.39,-6.411999999999999,-10.065,-14.25,-13.352,-15.341
2022-07-27,-4.44,-5.731999999999999,-9.5405,-12.07,-13.086000000000002,-15.113
2022-07-28,-2.86,-5.142,-9.0185,-10.99,-12.774,-14.8165
2022-07-29,-3.03,-4.619999999999999,-8.465,-9.72,-12.053999999999998,-14.4245
2022-08-01,-2.49,-3.842,-8.016,-9.72,-11.350000000000001,-14.0965
2022-08-02,-1.63,-2.8899999999999997,-7.516,-10.15,-10.53,-13.797
2022-08-03,-0.77,-2.1559999999999997,-7.050500000000001,-9.12,-9.94,-13.460500000000001
2022-08-04,0.08,-1.568,-6.5605,-9.18,-9.578,-13.187000000000001
2022-08-05,0.41,-0.8800000000000001,-6.0520000000000005,-9.31,-9.496,-12.9175
2022-08-08,0.28,-0.32599999999999996,-5.5015,-9.37,-9.425999999999998,-12.604000000000001
2022-08-09,0.86,0.172,-4.874499999999999,-9.62,-9.319999999999999,-12.265
2022-08-10,1.48,0.622,-4.211,-8.33,-9.162,-11.843
2022-08-11,1.16,0.8379999999999999,-3.59,-8.33,-8.992,-11.41
2022-08-12,6.66,2.088,-2.7695,-7.26,-8.581999999999999,-11.0
2022-08-15,4.59,2.95,-1.985,-6.98,-8.104000000000001,-10.542
2022-08-16,4.26,3.63,-1.375,-6.87,-7.554,-10.189
2022-08-17,4.39,4.212,-0.7635,-7.3,-7.348000000000001,-9.884
2022-08-18,4.2,4.819999999999999,-0.263,-7.11,-7.104000000000001,-9.611999999999998
2022-08-19,3.75,4.2379999999999995,0.2065,-7.96,-7.244,-9.344
2022-08-22,3.21,3.9619999999999997,0.6859999999999999,-9.24,-7.696,-9.144
2022-08-23,2.82,3.6740000000000004,1.1465,-9.38,-8.198,-8.9005
2022-08-24,3.15,3.4259999999999997,1.5259999999999998,-9.2,-8.578,-8.757
2022-08-25,3.93,3.372,1.8654999999999997,-8.33,-8.822,-8.623999999999999
2022-08-26,2.95,3.2119999999999997,2.1645,-10.4,-9.31,-8.658
2022-08-29,2.89,3.1479999999999997,2.4335,-10.79,-9.620000000000001,-8.7115
2022-08-30,2.4,3.0639999999999996,2.635,-11.42,-10.028,-8.774999999999999
2022-08-31,1.85,2.804,2.766,-11.87,-10.562,-8.9125
2022-09-01,2.0,2.418,2.862,-11.4,-11.175999999999998,-9.0235
2022-09-02,0.01,1.83,2.8419999999999996,-11.98,-11.492,-9.157
2022-09-06,0.54,1.3599999999999999,2.855,-12.17,-11.768,-9.297
2022-09-07,1.36,1.1519999999999997,2.88,-10.9,-11.664,-9.361
2022-09-08,2.11,1.204,2.9114999999999998,-10.38,-11.366,-9.4635
2022-09-09,2.91,1.386,2.999,-9.13,-10.912,-9.503499999999999
2022-09-12,3.25,2.034,2.8285,-8.23,-10.162,-9.552
2022-09-13,0.67,2.0599999999999996,2.6325000000000003,-12.01,-10.129999999999999,-9.803500000000001
2022-09-14,-0.32,1.7239999999999998,2.4035,-11.7,-10.290000000000001,-10.045
2022-09-15,-2.11,0.8800000000000001,2.0785,-12.63,-10.74,-10.311499999999999
2022-09-16,-2.1,-0.12200000000000015,1.7635,-13.28,-11.57,-10.620000000000001
2022-09-19,-1.28,-1.028,1.512,-12.65,-12.453999999999999,-10.8545
2022-09-20,-3.0,-1.762,1.2015,-13.61,-12.774,-11.073
2022-09-21,-4.25,-2.548,0.8480000000000001,-15.08,-13.45,-11.358
2022-09-22,-5.87,-3.3,0.397,-15.78,-14.080000000000002,-11.687000000000001
2022-09-23,-7.46,-4.372,-0.17250000000000001,-17.14,-14.851999999999999,-12.127500000000001
2022-09-26,-8.17,-5.75,-0.7285,-17.92,-15.906,-12.503499999999999
2022-09-27,-10.44,-7.2379999999999995,-1.395,-18.14,-16.812,-12.871
2022-09-28,-10.71,-8.53,-2.0505,-16.92,-17.18,-13.146
2022-09-29,-11.88,-9.732000000000001,-2.737,-18.62,-17.748,-13.483500000000001
2022-09-30,-13.4,-10.92,-3.507,-19.84,-18.288,-13.905499999999998
2022-10-03,-10.43,-11.372,-4.029000000000001,-17.32,-18.168,-14.172500000000003
2022-10-04,-8.35,-10.954,-4.4735,-14.89,-17.518,-14.3085
2022-10-05,-9.46,-10.704,-5.0145,-15.03,-17.14,-14.515
2022-10-06,-12.47,-10.822,-5.7435,-15.9,-16.595999999999997,-14.791000000000002
2022-10-07,-13.97,-10.936000000000002,-6.5875,-18.18,-16.264,-15.243500000000001
2022-10-10,-13.59,-11.568000000000001,-7.4295,-18.77,-16.554,-15.770500000000002
2022-10-11,-14.26,-12.75,-8.176,-19.3,-17.436,-16.135
2022-10-12,-15.87,-14.032,-8.9535,-19.54,-18.338,-16.526999999999997
2022-10-13,-14.07,-14.352,-9.5515,-17.48,-18.654,-16.7695
2022-10-14,-16.21,-14.8,-10.257000000000001,-19.3,-18.878,-17.070500000000003
2022-10-17,-14.03,-14.888,-10.8945,-17.29,-18.582,-17.3025
2022-10-18,-12.37,-14.51,-11.363000000000001,-16.34,-17.99,-17.439
2022-10-19,-13.6,-14.056000000000001,-11.8305,-16.91,-17.464,-17.530499999999996
2022-10-20,-15.45,-14.331999999999999,-12.3095,-17.57,-17.482,-17.619999999999997
2022-10-21,-15.1,-14.11,-12.6915,-15.63,-16.747999999999998,-17.544500000000003
2022-10-24,-14.26,-14.156,-12.996,-14.63,-16.216,-17.380000000000003
2022-10-25,-13.07,-14.295999999999998,-13.127500000000001,-13.27,-15.602,-17.1365
2022-10-26,-13.11,-14.197999999999999,-13.247499999999999,-13.9,-15.0,-16.9855
2022-10-27,-12.71,-13.65,-13.289000000000001,-14.35,-14.356,-16.772
2022-10-28,-10.38,-12.706,-13.138,-12.4,-13.709999999999999,-16.4
2022-10-31,-9.69,-11.792,-13.100999999999999,-12.98,-13.38,-16.183
2022-11-01,-9.72,-11.122,-13.1695,-13.0,-13.325999999999999,-16.0885
2022-11-02,-16.63,-11.825999999999999,-13.528,-15.11,-13.568000000000001,-16.0925
2022-11-03,-18.85,-13.053999999999998,-13.847,-15.97,-13.892000000000001,-16.095999999999997
2022-11-04,-19.12,-14.802000000000001,-14.104499999999998,-14.8,-14.372,-15.927000000000001
2022-11-07,-17.92,-16.448,-14.321000000000002,-14.03,-14.581999999999999,-15.690000000000001
2022-11-08,-17.34,-17.972,-14.475,-13.57,-14.696000000000002,-15.4035
2022-11-09,-18.96,-18.438,-14.629500000000002,-15.28,-14.73,-15.1905
2022-11-10,-14.53,-17.574,-14.652499999999998,-10.81,-13.697999999999999,-14.857
2022-11-11,-15.27,-16.804,-14.605500000000001,-9.98,-12.734,-14.391
2022-11-14,-14.48,-16.116,-14.628,-10.68,-12.064,-14.060500000000001
2022-11-15,-13.72,-15.392,-14.695500000000001,-9.96,-11.342,-13.741499999999998
2022-11-16,-13.5,-14.3,-14.6905,-10.63,-10.412,-13.4275
2022-11-17,-13.74,-14.142000000000001,-14.605,-10.88,-10.426,-13.093
2022-11-18,-12.52,-13.591999999999999,-14.475999999999999,-10.49,-10.528,-12.836000000000002
2022-11-21,-11.03,-12.902000000000001,-14.3145,-10.8,-10.552000000000001,-12.6445
2022-11-22,-10.27,-12.212,-14.1745,-9.64,-10.488000000000001,-12.463
2022-11-23,-10.23,-11.558000000000002,-14.0305,-9.09,-10.180000000000001,-12.2225
2022-11-25,-10.18,-10.846,-13.904,-9.1,-9.824,-11.96
2022-11-28,-11.39,-10.62,-13.954500000000001,-10.5,-9.825999999999999,-11.865
2022-11-29,-13.6,-11.133999999999999,-14.15,-10.66,-9.798,-11.749
2022-11-30,-9.82,-11.044,-14.154999999999998,-7.97,-9.464,-11.4975
2022-12-01,-9.15,-10.828,-13.781,-7.76,-9.198,-11.129999999999999
2022-12-02,-9.66,-10.724,-13.3215,-7.89,-8.956,-10.725999999999999
2022-12-05,-12.01,-10.848,-12.966,-9.46,-8.748000000000001,-10.459
2022-12-06,-12.99,-10.726,-12.7195,-10.72,-8.76,-10.2935
2022-12-07,-13.55,-11.472,-12.53,-10.89,-9.344,-10.1595
2022-12-08,-12.11,-12.063999999999998,-12.1875,-10.21,-9.834,-9.906000000000002
2022-12-09,-13.72,-12.876,-12.147,-10.84,-10.424000000000001,-9.9075
2022-12-12,-11.92,-12.858,-11.9795,-9.61,-10.454,-9.889
2022-12-13,-11.88,-12.636,-11.8495,-8.96,-10.102,-9.803
2022-12-14,-14.48,-12.822,-11.8875,-9.5,-9.824000000000002,-9.780000000000001
2022-12-15,-18.01,-14.001999999999999,-12.113,-11.68,-10.118,-9.8325
2022-12-16,-18.97,-15.051999999999998,-12.3745,-12.71,-10.492,-9.924
2022-12-19,-19.06,-16.479999999999997,-12.7015,-13.44,-11.258,-10.0715
2022-12-20,-18.94,-17.892000000000003,-13.097,-13.72,-12.209999999999999,-10.2175
2022-12-21,-17.18,-18.432,-13.4425,-12.46,-12.802000000000001,-10.3585
2022-12-22,-18.34,-18.498,-13.847999999999999,-13.66,-13.197999999999999,-10.587
2022-12-23,-18.29,-18.362000000000002,-14.253500000000003,-13.19,-13.294,-10.7915
2022-12-27,-17.7,-18.09,-14.568999999999999,-13.52,-13.309999999999999,-10.942499999999999
2022-12-28,-18.96,-18.094,-14.837,-14.56,-13.478,-11.1375
2022-12-29,-16.98,-18.054,-15.195000000000002,-13.08,-13.602,-11.392999999999999
2022-12-30,-18.5,-18.086,-15.6625,-13.31,-13.532,-11.6705
2023-01-03,-17.82,-17.992,-16.070500000000003,-13.32,-13.558000000000002,-11.942
2023-01-04,-16.56,-17.764,-16.298,-12.72,-13.398000000000001,-12.105
2023-01-05,-18.76,-17.723999999999997,-16.5865,-13.65,-13.216,-12.2515
2023-01-06,-16.29,-17.586000000000002,-16.7235,-11.74,-12.948000000000002,-12.294
2023-01-09,-15.34,-16.954,-16.884999999999998,-11.8,-12.646,-12.3735
2023-01-10,-15.12,-16.413999999999998,-16.955000000000002,-11.18,-12.218,-12.3905
2023-01-11,-12.37,-15.575999999999999,-16.9775,-10.08,-11.690000000000001,-12.414
2023-01-12,-11.51,-14.126,-16.959,-9.75,-10.91,-12.4535
2023-01-13,-12.04,-13.276,-16.837,-9.41,-10.444,-12.449
2023-01-17,-11.42,-12.491999999999999,-16.5075,-9.54,-9.992,-12.342
2023-01-18,-12.11,-11.89,-16.164499999999997,-10.98,-9.952,-12.255500000000001
2023-01-19,-13.11,-12.038,-15.866999999999999,-11.6,-10.256,-12.1635
2023-01-20,-10.72,-11.879999999999999,-15.455999999999998,-10.01,-10.308,-11.978
2023-01-23,-8.39,-11.15,-15.016499999999999,-8.94,-10.213999999999999,-11.802
2023-01-24,-8.32,-10.53,-14.5155,-9.04,-10.113999999999999,-11.571000000000002
2023-01-25,-9.09,-9.926,-14.055499999999999,-9.01,-9.72,-11.362
2023-01-26,-7.9,-8.884,-13.5655,-8.06,-9.012,-11.089
2023-01-27,-8.8,-8.5,-13.0575,-7.8,-8.57,-10.751
2023-01-30,-8.49,-8.52,-12.633,-8.93,-8.568,-10.5435
2023-01-31,-8.26,-8.508,-12.120999999999999,-7.66,-8.291999999999998,-10.261
2023-02-01,-6.28,-7.946000000000001,-11.544,-6.52,-7.794,-9.921
2023-02-02,-6.33,-7.632000000000001,-11.0325,-5.25,-7.231999999999999,-9.5475
2023-02-03,-6.16,-7.104000000000001,-10.4025,-6.21,-6.914,-9.175500000000001
2023-02-06,-8.86,-7.178,-10.031,-6.73,-6.473999999999999,-8.925
2023-02-07,-7.89,-7.103999999999999,-9.6585,-5.74,-6.09,-8.622
2023-02-08,-10.22,-7.891999999999999,-9.4135,-6.59,-6.104,-8.3925
2023-02-09,-10.87,-8.8,-9.3385,-7.25,-6.5040000000000004,-8.251000000000001
2023-02-10,-10.65,-9.697999999999999,-9.2955,-7.06,-6.6739999999999995,-8.1165
2023-02-13,-9.67,-9.86,-9.177000000000001,-6.18,-6.564,-7.955
2023-02-14,-11.56,-10.594,-9.184000000000001,-6.21,-6.6579999999999995,-7.788500000000001
2023-02-15,-11.48,-10.846,-9.1525,-5.96,-6.531999999999999,-7.5375
2023-02-16,-12.14,-11.1,-9.104,-6.98,-6.478,-7.3065
2023-02-17,-11.97,-11.364,-9.166500000000001,-7.17,-6.5,-7.164500000000001
2023-02-21,-12.63,-11.956,-9.3785,-8.6,-6.984,-7.147500000000001
2023-02-22,-12.58,-12.16,-9.5915,-8.69,-7.4799999999999995,-7.13
2023-02-23,-12.53,-12.370000000000001,-9.763499999999999,-8.34,-7.956,-7.096500000000001
2023-02-24,-13.64,-12.67,-10.050500000000001,-9.1,-8.379999999999999,-7.1485
2023-02-27,-13.97,-13.070000000000002,-10.309000000000001,-8.85,-8.716,-7.2010000000000005
2023-02-28,-13.83,-13.309999999999999,-10.575999999999999,-9.16,-8.828,-7.2125
2023-03-01,-13.99,-13.592000000000002,-10.8625,-9.24,-8.937999999999999,-7.291500000000001
2023-03-02,-12.62,-13.61,-11.1795,-8.66,-9.001999999999999,-7.3985
2023-03-03,-11.55,-13.192000000000002,-11.4405,-7.41,-8.663999999999998,-7.5065
2023-03-06,-12.14,-12.825999999999999,-11.7395,-7.32,-8.358,-7.561999999999999
2023-03-07,-13.0,-12.66,-11.9465,-8.65,-8.256,-7.6579999999999995
2023-03-08,-12.55,-12.372,-12.1795,-8.52,-8.112,-7.797
2023-03-09,-13.32,-12.512,-12.3345,-10.08,-8.396,-7.971499999999999
2023-03-10,-15.83,-13.368,-12.5825,-11.27,-9.168000000000001,-8.1725
2023-03-13,-15.73,-14.086000000000002,-12.836500000000001,-11.41,-9.985999999999999,-8.389999999999999
2023-03-14,-15.8,-14.646,-13.143,-10.0,-10.256,-8.581
2023-03-15,-16.34,-15.404000000000002,-13.382,-10.53,-10.658,-8.797
2023-03-16,-15.52,-15.844,-13.583999999999998,-9.06,-10.453999999999999,-8.952
2023-03-17,-16.94,-16.066,-13.824000000000002,-10.02,-10.203999999999999,-9.104000000000001
2023-03-20,-16.3,-16.18,-14.0405,-9.23,-9.768,-9.206999999999999
2023-03-21,-15.86,-16.192,-14.202000000000002,-8.08,-9.384,-9.181000000000001
2023-03-22,-16.56,-16.236,-14.401,-9.56,-9.190000000000001,-9.2245
2023-03-23,-15.29,-16.189999999999998,-14.539000000000001,-9.35,-9.248000000000001,-9.275
2023-03-24,-13.62,-15.526,-14.538000000000002,-9.13,-9.069999999999999,-9.2765
2023-03-27,-13.42,-14.95,-14.510499999999999,-8.98,-9.02,-9.283
2023-03-28,-13.6,-14.498,-14.499,-9.14,-9.232000000000001,-9.282
2023-03-29,-12.17,-13.62,-14.408000000000001,-7.87,-8.894,-9.2135
2023-03-30,-10.87,-12.736,-14.3205,-7.33,-8.49,-9.147
2023-03-31,-9.98,-12.008,-14.241999999999999,-6.05,-7.8740000000000006,-9.079
2023-04-03,-10.58,-11.440000000000001,-14.163999999999998,-5.56,-7.19,-8.991000000000001
2023-04-04,-11.59,-11.038,-14.0935,-6.08,-6.578,-8.8625
2023-04-05,-13.19,-11.241999999999999,-14.125499999999999,-6.3,-6.264,-8.7515
2023-04-06,-13.0,-11.668,-14.1095,-5.95,-5.988,-8.545
2023-04-10,-12.52,-12.176,-13.943999999999999,-5.85,-5.9479999999999995,-8.274
2023-04-11,-11.27,-12.313999999999998,-13.721,-5.84,-6.004,-7.9955
2023-04-12,-10.37,-12.069999999999999,-13.449499999999997,-6.21,-6.029999999999999,-7.806
2023-04-13,-9.74,-11.379999999999999,-13.119499999999999,-5.01,-5.772,-7.529999999999999
2023-04-14,-10.58,-10.896,-12.872499999999999,-5.2,-5.622,-7.337000000000001
2023-04-17,-10.05,-10.402,-12.528,-4.88,-5.428,-7.08
2023-04-18,-10.19,-10.186,-12.2225,-4.82,-5.224,-6.8595
2023-04-19,-11.14,-10.34,-11.9865,-4.83,-4.948,-6.697
2023-04-20,-12.15,-10.822,-11.766,-5.36,-5.018000000000001,-6.487
