Date,rate_QCOM,rate_VOO_5D,rate_VOO_20D
2022-03-11,-14.93,-14.568000000000001,-9.049499999999998
2022-03-14,-20.89,-15.52,-9.661
2022-03-15,-19.29,-16.222,-10.205499999999999
2022-03-16,-15.87,-16.926000000000002,-10.790000000000001
2022-03-17,-14.57,-17.11,-11.2985
2022-03-18,-13.94,-16.912,-11.620000000000001
2022-03-21,-13.06,-15.346,-11.92
2022-03-22,-11.95,-13.878,-12.117999999999999
2022-03-23,-14.56,-13.616,-12.331999999999999
2022-03-24,-11.48,-12.998000000000001,-12.5625
2022-03-25,-11.75,-12.56,-12.885499999999999
2022-03-28,-11.48,-12.244,-13.223500000000001
2022-03-29,-10.04,-11.862,-13.2775
2022-03-30,-14.64,-11.878,-13.708000000000002
2022-03-31,-14.59,-12.5,-14.033499999999998
2022-04-01,-17.28,-13.606,-14.4115
2022-04-04,-13.63,-14.035999999999998,-14.2865
2022-04-05,-18.19,-15.666000000000002,-14.407
2022-04-06,-21.57,-17.052,-14.868
2022-04-07,-21.61,-18.456,-15.266
2022-04-08,-22.99,-19.598,-15.669
2022-04-11,-23.72,-21.616,-15.8105
2022-04-12,-23.31,-22.639999999999997,-16.011499999999998
2022-04-13,-20.87,-22.5,-16.2615
2022-04-14,-22.86,-22.75,-16.676
2022-04-18,-21.52,-22.456,-17.055
2022-04-19,-20.55,-21.822,-17.429499999999997
2022-04-20,-20.95,-21.35,-17.8795
2022-04-21,-23.31,-21.838,-18.317
2022-04-22,-25.15,-22.296,-19.0005
2022-04-25,-23.06,-22.604,-19.566
2022-04-26,-24.77,-23.448,-20.2305
2022-04-27,-23.88,-24.034,-20.9225
2022-04-28,-16.57,-22.686,-21.019
2022-04-29,-21.31,-21.918,-21.355
2022-05-02,-17.68,-20.842,-21.375
2022-05-03,-18.24,-19.536,-21.6055
2022-05-04,-15.59,-17.878,-21.4755
2022-05-05,-19.69,-18.502,-21.3815
2022-05-06,-20.27,-18.294,-21.3145
2022-05-09,-23.41,-19.44,-21.3355
2022-05-10,-22.35,-20.262,-21.267000000000003
2022-05-11,-24.87,-22.118000000000002,-21.345
2022-05-12,-25.16,-23.212,-21.5595
2022-05-13,-23.4,-23.838,-21.586499999999997
2022-05-16,-23.97,-23.95,-21.709
2022-05-17,-20.73,-23.626,-21.718
2022-05-18,-25.91,-23.834,-21.966
2022-05-19,-25.84,-23.97,-22.0925
2022-05-20,-25.27,-24.344,-22.0985
2022-05-23,-24.97,-24.544,-22.194
2022-05-24,-26.99,-25.796,-22.305
2022-05-25,-25.47,-25.708,-22.3845
2022-05-26,-23.45,-25.229999999999997,-22.7285
2022-05-27,-20.69,-24.314,-22.697499999999998
2022-05-31,-18.75,-23.07,-22.750999999999998
2022-06-01,-19.97,-21.666,-22.8375
2022-06-02,-16.54,-19.880000000000003,-22.884999999999998
2022-06-03,-19.34,-19.058,-22.8675
2022-06-06,-19.78,-18.875999999999998,-22.843
2022-06-07,-18.96,-18.918,-22.6205
2022-06-08,-20.62,-19.048000000000002,-22.534
2022-06-09,-21.9,-20.119999999999997,-22.3855
2022-06-10,-23.89,-21.029999999999998,-22.322
2022-06-13,-26.46,-22.366000000000003,-22.475
2022-06-14,-25.55,-23.684,-22.554
2022-06-15,-25.12,-24.584,-22.7735
2022-06-16,-30.91,-26.386000000000003,-23.023500000000002
2022-06-17,-30.81,-27.77,-23.272
2022-06-21,-28.88,-28.253999999999998,-23.4525
2022-06-22,-30.15,-29.174,-23.7115
2022-06-23,-31.32,-30.413999999999998,-23.928
2022-06-24,-28.48,-29.927999999999997,-24.0785
2022-06-27,-27.3,-29.226,-24.271
2022-06-28,-24.79,-28.407999999999998,-24.476
2022-06-29,-25.57,-27.491999999999997,-24.817
2022-06-30,-26.98,-26.624000000000002,-25.1675
2022-07-01,-28.58,-26.644,-25.7695
2022-07-05,-27.31,-26.645999999999997,-26.168
2022-07-06,-26.62,-27.012,-26.51
2022-07-07,-22.44,-26.386000000000003,-26.684000000000005
2022-07-08,-21.52,-25.294,-26.729000000000003
2022-07-11,-23.68,-24.314,-26.818
2022-07-12,-23.27,-23.506,-26.787
2022-07-13,-21.73,-22.528,-26.5505
2022-07-14,-18.14,-21.668,-26.18
2022-07-15,-16.73,-20.71,-25.7605
2022-07-18,-18.26,-19.626,-25.128
2022-07-19,-15.01,-17.974,-24.338
2022-07-20,-12.52,-16.132,-23.52
2022-07-21,-10.15,-14.534,-22.52
2022-07-22,-11.38,-13.464000000000002,-21.523000000000003
2022-07-25,-11.64,-12.139999999999999,-20.681
2022-07-26,-13.52,-11.842,-19.991999999999997
2022-07-27,-11.55,-11.648,-19.330000000000002
2022-07-28,-15.54,-12.726,-18.828500000000002
2022-07-29,-16.33,-13.716,-18.296
2022-08-01,-14.58,-14.303999999999998,-17.596
2022-08-02,-14.75,-14.55,-16.968
2022-08-03,-13.84,-15.008,-16.329
2022-08-04,-13.06,-14.512,-15.86
2022-08-05,-13.4,-13.925999999999998,-15.453999999999999
2022-08-08,-14.42,-13.894,-14.991000000000003
2022-08-09,-16.51,-14.246,-14.653
2022-08-10,-14.74,-14.425999999999998,-14.303500000000003
2022-08-11,-14.41,-14.696000000000002,-14.116999999999999
2022-08-12,-13.05,-14.626,-13.933000000000002
2022-08-15,-12.72,-14.286000000000001,-13.656
2022-08-16,-13.53,-13.690000000000001,-13.581999999999999
2022-08-17,-14.1,-13.562000000000001,-13.661000000000001
2022-08-18,-13.01,-13.282,-13.804000000000002
2022-08-19,-14.46,-13.563999999999998,-13.957999999999998
2022-08-22,-16.77,-14.374,-14.214499999999997
2022-08-23,-17.11,-15.089999999999998,-14.394
2022-08-24,-16.89,-15.648000000000001,-14.660999999999998
2022-08-25,-14.97,-16.04,-14.632499999999999
2022-08-26,-18.02,-16.752000000000002,-14.716999999999999
2022-08-29,-18.53,-17.104000000000003,-14.9145
2022-08-30,-19.57,-17.595999999999997,-15.1555
2022-08-31,-20.41,-18.300000000000004,-15.484
2022-09-01,-20.79,-19.464,-15.870500000000002
2022-09-02,-21.34,-20.128,-16.267500000000002
2022-09-06,-22.03,-20.828,-16.648
2022-09-07,-21.07,-21.127999999999997,-16.875999999999998
2022-09-08,-20.93,-21.232,-17.185499999999998
2022-09-09,-19.15,-20.904000000000003,-17.4225
2022-09-12,-18.62,-20.36,-17.701
2022-09-13,-23.32,-20.618000000000002,-18.230999999999998
2022-09-14,-21.81,-20.766000000000002,-18.645
2022-09-15,-23.29,-21.238,-19.104499999999998
2022-09-16,-23.31,-22.07,-19.6195
2022-09-19,-22.32,-22.81,-20.0125
2022-09-20,-23.44,-22.833999999999996,-20.346
2022-09-21,-23.53,-23.177999999999997,-20.667
2022-09-22,-24.09,-23.338,-21.027
2022-09-23,-25.57,-23.79,-21.557
2022-09-26,-26.43,-24.612000000000002,-21.9775
2022-09-27,-26.07,-25.138,-22.354499999999998
2022-09-28,-26.92,-25.815999999999995,-22.722
2022-09-29,-29.39,-26.875999999999998,-23.171
2022-09-30,-30.51,-27.863999999999997,-23.657
2022-10-03,-27.25,-28.028000000000002,-23.952499999999997
2022-10-04,-24.15,-27.644,-24.058500000000002
2022-10-05,-22.63,-26.786,-24.1365
2022-10-06,-22.39,-25.386,-24.2095
2022-10-07,-25.03,-24.29,-24.503500000000003
2022-10-10,-28.83,-24.605999999999998,-25.014000000000003
2022-10-11,-31.62,-26.1,-25.429000000000002
2022-10-12,-32.47,-28.068,-25.962
2022-10-13,-29.9,-29.57,-26.2925
2022-10-14,-31.67,-30.898000000000003,-26.710500000000003
2022-10-17,-30.67,-31.266000000000002,-27.128000000000004
2022-10-18,-30.9,-31.122000000000003,-27.500999999999998
2022-10-19,-29.9,-30.607999999999997,-27.819499999999998
2022-10-20,-30.43,-30.714,-28.136499999999995
2022-10-21,-28.13,-30.006,-28.264499999999998
2022-10-24,-27.73,-29.417999999999996,-28.329499999999996
2022-10-25,-26.01,-28.439999999999998,-28.3265
2022-10-26,-26.67,-27.794,-28.314000000000004
2022-10-27,-28.77,-27.462,-28.282999999999998
2022-10-28,-25.99,-27.034000000000002,-28.057
2022-10-31,-26.94,-26.875999999999998,-28.041499999999996
2022-11-01,-26.49,-26.971999999999998,-28.158499999999997
2022-11-02,-29.39,-27.516,-28.496499999999997
2022-11-03,-34.57,-28.676,-29.1055
2022-11-04,-32.88,-30.054000000000002,-29.498
2022-11-07,-30.84,-30.834000000000003,-29.5985
2022-11-08,-29.33,-31.401999999999997,-29.483999999999998
2022-11-09,-30.63,-31.65,-29.391999999999996
2022-11-10,-24.34,-29.604000000000003,-29.113999999999997
2022-11-11,-23.88,-27.804000000000002,-28.7245
2022-11-14,-24.26,-26.488,-28.403999999999996
2022-11-15,-21.02,-24.826,-27.909999999999997
2022-11-16,-24.31,-23.562,-27.6305
2022-11-17,-22.98,-23.29,-27.258000000000003
2022-11-18,-22.37,-22.988,-26.970000000000006
2022-11-21,-24.63,-23.062,-26.815000000000005
2022-11-22,-22.48,-23.354,-26.6385
2022-11-23,-21.55,-22.802,-26.3825
2022-11-25,-22.61,-22.728,-26.0745
2022-11-28,-25.05,-23.264,-26.027499999999996
2022-11-29,-25.77,-23.492,-25.969
2022-11-30,-20.71,-23.137999999999998,-25.68
2022-12-01,-20.02,-22.832,-25.211499999999997
2022-12-02,-20.72,-22.454,-24.519
2022-12-05,-22.16,-21.875999999999998,-23.982999999999997
2022-12-06,-24.34,-21.589999999999996,-23.658
2022-12-07,-25.31,-22.509999999999998,-23.457
2022-12-08,-23.12,-23.130000000000003,-23.0815
2022-12-09,-24.79,-23.944,-23.104
2022-12-12,-23.45,-24.202,-23.0825
2022-12-13,-22.03,-23.740000000000002,-22.971
2022-12-14,-23.14,-23.306,-23.076999999999998
2022-12-15,-26.31,-23.944,-23.177
2022-12-16,-27.62,-24.51,-23.409
2022-12-19,-28.82,-25.584,-23.7315
2022-12-20,-29.14,-27.006,-23.957
2022-12-21,-27.58,-27.894,-24.212
2022-12-22,-30.03,-28.637999999999998,-24.636
2022-12-23,-29.93,-29.1,-25.002000000000002
2022-12-27,-30.8,-29.496,-25.2895
2022-12-28,-32.36,-30.139999999999997,-25.619
2022-12-29,-30.56,-30.736,-26.1115
2022-12-30,-30.5,-30.830000000000002,-26.6355
2023-01-03,-31.47,-31.137999999999998,-27.173000000000002
2023-01-04,-28.76,-30.73,-27.503000000000004
2023-01-05,-30.1,-30.278,-27.790999999999997
2023-01-06,-26.34,-29.433999999999997,-27.8425
2023-01-09,-26.8,-28.694,-28.026500000000006
2023-01-10,-25.34,-27.468,-28.053999999999995
2023-01-11,-24.41,-26.598000000000003,-28.102000000000004
2023-01-12,-22.38,-25.054,-28.1195
2023-01-13,-23.23,-24.432,-28.124000000000002
2023-01-17,-23.21,-23.714,-27.969
2023-01-18,-22.09,-23.064,-27.692500000000003
2023-01-19,-24.92,-23.166,-27.497499999999995
2023-01-20,-21.55,-23.0,-27.118000000000002
2023-01-23,-16.39,-21.631999999999998,-26.558500000000002
2023-01-24,-16.6,-20.31,-25.887
2023-01-25,-16.3,-19.152,-25.2055
2023-01-26,-14.54,-17.076,-24.392500000000002
2023-01-27,-14.89,-15.744,-23.519
2023-01-30,-16.01,-15.668000000000001,-22.7915
2023-01-31,-15.01,-15.35,-22.017
2023-02-01,-11.42,-14.374,-21.0145
2023-02-02,-13.04,-14.074000000000002,-20.228500000000004
2023-02-03,-13.55,-13.806000000000001,-19.401
2023-02-06,-14.84,-13.572,-18.826
2023-02-07,-12.86,-13.142000000000001,-18.129
2023-02-08,-15.25,-13.907999999999998,-17.6245
2023-02-09,-16.13,-14.526,-17.210500000000003
2023-02-10,-16.96,-15.208000000000002,-16.939500000000002
2023-02-13,-15.97,-15.434000000000001,-16.576500000000003
2023-02-14,-15.09,-15.88,-16.1705
2023-02-15,-14.66,-15.762,-15.799000000000001
2023-02-16,-16.37,-15.810000000000002,-15.371499999999997
2023-02-17,-17.8,-15.978,-15.184000000000001
2023-02-21,-20.16,-16.816,-15.372499999999999
2023-02-22,-20.01,-17.8,-15.543000000000001
2023-02-23,-18.69,-18.606,-15.6625
2023-02-24,-19.78,-19.288,-15.9245
2023-02-27,-20.32,-19.792,-16.196
2023-02-28,-20.26,-19.812,-16.4085
2023-03-01,-19.72,-19.753999999999998,-16.644
2023-03-02,-19.66,-19.948,-17.056
2023-03-03,-19.76,-19.944,-17.392
2023-03-06,-20.48,-19.976000000000003,-17.738500000000002
2023-03-07,-22.49,-20.422,-18.121000000000002
2023-03-08,-21.23,-20.724,-18.539499999999997
2023-03-09,-23.71,-21.534000000000002,-18.9625
2023-03-10,-24.98,-22.578,-19.404999999999998
2023-03-13,-25.45,-23.572,-19.829500000000003
2023-03-14,-24.11,-23.896,-20.2365
2023-03-15,-24.78,-24.606,-20.721
2023-03-16,-21.59,-24.182,-21.0675
2023-03-17,-21.45,-23.476,-21.321500000000004
2023-03-20,-20.76,-22.538,-21.469500000000004
2023-03-21,-19.49,-21.613999999999997,-21.436
2023-03-22,-20.66,-20.79,-21.4685
2023-03-23,-19.27,-20.326,-21.4975
2023-03-24,-18.88,-19.812,-21.452499999999997
2023-03-27,-19.62,-19.584,-21.417499999999997
2023-03-28,-21.07,-19.9,-21.458
2023-03-29,-18.66,-19.5,-21.405
2023-03-30,-17.17,-19.080000000000002,-21.2805
2023-03-31,-17.06,-18.716,-21.145500000000002
2023-04-03,-18.48,-18.488,-21.045499999999997
2023-04-04,-20.04,-18.282000000000004,-20.923
2023-04-05,-19.57,-18.464,-20.84
2023-04-06,-19.59,-18.948,-20.634
2023-04-10,-18.76,-19.288000000000004,-20.323
2023-04-11,-19.23,-19.438,-20.012
2023-04-12,-21.36,-19.701999999999998,-19.8745
2023-04-13,-20.81,-19.95,-19.676
2023-04-14,-21.43,-20.318,-19.668
2023-04-17,-21.94,-20.954,-19.6925
2023-04-18,-22.6,-21.627999999999997,-19.7845
2023-04-19,-22.48,-21.852,-19.934
2023-04-20,-22.42,-22.174,-20.022
2023-04-21,-22.99,-22.486,-20.208000000000002
2023-04-24,-23.26,-22.75,-20.427
2023-04-25,-25.4,-23.310000000000002,-20.716
2023-04-26,-25.33,-23.880000000000003,-20.929
2023-04-27,-25.48,-24.492,-21.27
2023-04-28,-23.61,-24.615999999999996,-21.592
2023-05-01,-23.72,-24.708,-21.925
2023-05-02,-23.55,-24.338,-22.178500000000003
2023-05-03,-25.67,-24.406,-22.46
2023-05-04,-29.71,-25.252000000000002,-22.967000000000002
2023-05-05,-28.29,-26.188,-23.401999999999997
2023-05-08,-28.59,-27.162,-23.8935
2023-05-09,-30.25,-28.502,-24.444499999999998
2023-05-10,-29.8,-29.327999999999996,-24.866500000000002
2023-05-11,-31.36,-29.657999999999998,-25.394
2023-05-12,-31.65,-30.330000000000002,-25.905
2023-05-15,-29.91,-30.594,-26.303500000000003
2023-05-16,-31.54,-30.851999999999997,-26.7505
2023-05-17,-30.88,-31.068,-27.170499999999997
2023-05-18,-29.47,-30.689999999999998,-27.523000000000003
2023-05-19,-30.19,-30.398000000000003,-27.883
2023-05-22,-30.57,-30.53,-28.2485
2023-05-23,-31.7,-30.562,-28.563499999999998
2023-05-24,-32.05,-30.796000000000003,-28.8995
2023-05-25,-31.39,-31.18,-29.195
2023-05-26,-27.25,-30.592000000000002,-29.377
2023-05-30,-23.55,-29.188,-29.3685
2023-05-31,-25.24,-27.895999999999997,-29.452999999999996
2023-06-01,-23.17,-26.119999999999997,-29.328000000000003
2023-06-02,-23.3,-24.502000000000002,-29.0075
2023-06-05,-25.2,-24.092000000000002,-28.853
2023-06-06,-22.81,-23.944,-28.564
2023-06-07,-23.59,-23.613999999999997,-28.231
2023-06-08,-22.81,-23.542,-27.8815
2023-06-09,-20.99,-23.08,-27.363
2023-06-12,-18.99,-21.837999999999997,-26.73
2023-06-13,-17.48,-20.772,-26.1085
2023-06-14,-18.16,-19.686,-25.4395
2023-06-15,-18.02,-18.727999999999998,-24.7965
2023-06-16,-18.64,-18.258,-24.255000000000003
2023-06-20,-20.52,-18.564,-23.771499999999996
2023-06-21,-23.2,-19.708,-23.403
2023-06-22,-22.78,-20.631999999999998,-22.957
2023-06-23,-24.74,-21.976,-22.591500000000003
2023-06-26,-22.63,-22.774,-22.1535
2023-06-27,-20.54,-22.778,-21.817999999999998
2023-06-28,-22.03,-22.544,-21.741999999999997
2023-06-29,-21.69,-22.326,-21.564500000000002
2023-06-30,-21.04,-21.586,-21.458000000000002
2023-07-03,-19.93,-21.046,-21.289499999999997
2023-07-05,-21.87,-21.312,-21.122999999999998
2023-07-06,-23.12,-21.529999999999998,-21.1385
2023-07-07,-22.65,-21.722,-21.0915
2023-07-10,-21.87,-21.887999999999998,-21.044500000000003
2023-07-11,-22.04,-22.31,-21.097
2023-07-12,-20.84,-22.104000000000003,-21.189500000000002
2023-07-13,-17.91,-21.062,-21.211
2023-07-14,-18.28,-20.188,-21.217000000000002
2023-07-17,-17.73,-19.36,-21.202499999999997
2023-07-18,-18.09,-18.57,-21.175
2023-07-19,-17.05,-17.812,-21.0015
2023-07-20,-19.51,-18.131999999999998,-20.817
2023-07-21,-16.86,-17.848000000000003,-20.521
2023-07-24,-17.27,-17.756,-20.1475
2023-07-25,-16.62,-17.462,-19.847
2023-07-26,-17.32,-17.516,-19.686
2023-07-27,-16.11,-16.836,-19.39
2023-07-28,-13.7,-16.204,-18.9905
2023-07-31,-11.92,-15.134,-18.5345
2023-08-01,-11.74,-14.157999999999998,-18.125
2023-08-02,-13.56,-13.406,-17.7095
2023-08-03,-20.43,-14.27,-17.575
2023-08-04,-18.61,-15.251999999999999,-17.372999999999998
2023-08-07,-20.01,-16.869999999999997,-17.279999999999998
2023-08-08,-20.85,-18.692,-17.2205
2023-08-09,-21.39,-20.258000000000003,-17.247999999999998
2023-08-10,-21.86,-20.544000000000004,-17.445500000000003
2023-08-11,-22.36,-21.294000000000004,-17.6495
2023-08-14,-22.65,-21.822,-17.895500000000002
2023-08-15,-23.73,-22.398,-18.177500000000002
2023-08-16,-24.44,-23.008,-18.547
2023-08-17,-24.47,-23.529999999999998,-18.794999999999998
2023-08-18,-24.46,-23.95,-19.175
2023-08-21,-24.19,-24.258000000000003,-19.521
2023-08-22,-24.75,-24.462,-19.927500000000002
2023-08-23,-23.97,-24.368000000000002,-20.259999999999998
2023-08-24,-25.18,-24.51,-20.7135
2023-08-25,-24.36,-24.49,-21.2465
2023-08-28,-23.74,-24.4,-21.8375
2023-08-29,-22.78,-24.006,-22.389499999999998
2023-08-30,-23.01,-23.814,-22.862000000000002
2023-08-31,-22.44,-23.266,-22.9625
2023-09-01,-21.62,-22.718,-23.113
2023-09-05,-21.1,-22.19,-23.1675
2023-09-06,-22.15,-22.064,-23.232499999999998
2023-09-07,-27.27,-22.916000000000004,-23.526500000000002
2023-09-08,-27.44,-23.916,-23.805500000000002
2023-09-11,-24.75,-24.542,-23.925
2023-09-12,-24.12,-25.146,-23.9985
2023-09-13,-23.18,-25.352,-23.971
2023-09-14,-22.25,-24.348,-23.8615
2023-09-15,-22.85,-23.43,-23.7805
2023-09-18,-23.11,-23.102,-23.713
2023-09-19,-24.48,-23.174,-23.7275
2023-09-20,-25.48,-23.634,-23.764
2023-09-21,-26.33,-24.45,-23.882
2023-09-22,-26.52,-25.183999999999997,-23.949
2023-09-25,-24.67,-25.496,-23.9645
2023-09-26,-25.15,-25.630000000000003,-24.035
2023-09-27,-25.51,-25.636000000000003,-24.1715
2023-09-28,-24.22,-25.214000000000002,-24.232000000000003
2023-09-29,-24.25,-24.76,-24.3225
2023-10-02,-23.75,-24.576,-24.429000000000002
2023-10-03,-24.36,-24.418,-24.592
2023-10-04,-24.59,-24.233999999999998,-24.714000000000002
2023-10-05,-24.63,-24.316,-24.582
2023-10-06,-23.9,-24.246,-24.404999999999998
2023-10-09,-23.28,-24.151999999999997,-24.3315
2023-10-10,-22.94,-23.868000000000002,-24.2725
2023-10-11,-23.74,-23.698,-24.3005
2023-10-12,-23.51,-23.474,-24.3635
2023-10-13,-25.41,-23.776000000000003,-24.4915
2023-10-16,-24.16,-23.952,-24.544
2023-10-17,-23.01,-23.966,-24.470499999999998
2023-10-18,-23.84,-23.986,-24.3885
2023-10-19,-23.63,-24.01,-24.2535
2023-10-20,-25.43,-24.014,-24.199
2023-10-23,-25.41,-24.264,-24.235999999999997
2023-10-24,-24.92,-24.645999999999997,-24.2245
2023-10-25,-28.06,-25.49,-24.352
2023-10-26,-27.49,-26.262,-24.5155
2023-10-27,-26.91,-26.558,-24.6485
2023-10-30,-25.98,-26.672000000000004,-24.759999999999998
2023-10-31,-25.19,-26.726,-24.8015
2023-11-01,-23.44,-25.802,-24.744
2023-11-02,-19.11,-24.125999999999998,-24.468
2023-11-03,-17.67,-22.278,-24.1565
2023-11-06,-17.39,-20.56,-23.862000000000002
2023-11-07,-16.86,-18.894,-23.558
2023-11-08,-17.3,-17.666,-23.235999999999997
2023-11-09,-17.28,-17.3,-22.924500000000002
2023-11-10,-14.49,-16.664,-22.378500000000003
2023-11-13,-14.74,-16.134,-21.9075
2023-11-14,-12.35,-15.232,-21.3745
2023-11-15,-11.28,-14.028,-20.7465
2023-11-16,-11.43,-12.858,-20.136499999999998
2023-11-17,-10.91,-12.142,-19.4105
2023-11-20,-10.88,-11.370000000000001,-18.684
2023-11-21,-12.58,-11.416,-18.067
2023-11-22,-12.26,-11.611999999999998,-17.277
2023-11-24,-12.08,-11.741999999999999,-16.5065
2023-11-27,-11.78,-11.916,-15.75
2023-11-28,-12.71,-12.282,-15.086500000000001
2023-11-29,-11.95,-12.156,-14.4245
2023-11-30,-11.28,-11.959999999999999,-13.8165
2023-12-01,-10.72,-11.688,-13.397
2023-12-04,-10.56,-11.443999999999999,-13.0415
2023-12-05,-10.06,-10.914,-12.675
2023-12-06,-10.55,-10.634,-12.3595
2023-12-07,-8.68,-10.114,-11.9285
2023-12-08,-8.66,-9.702,-11.497499999999999
2023-12-11,-6.69,-8.928,-11.1075
2023-12-12,-6.31,-8.178,-10.686
2023-12-13,-4.92,-7.052,-10.3145
2023-12-14,-3.15,-5.946,-9.908
2023-12-15,-2.09,-4.632,-9.440999999999999
2023-12-18,-3.06,-3.906,-9.0485
2023-12-19,-2.16,-3.0759999999999996,-8.6125
2023-12-20,-3.74,-2.84,-8.1705
2023-12-21,-2.61,-2.732,-7.688
2023-12-22,-2.01,-2.716,-7.1845
2023-12-26,-0.89,-2.2819999999999996,-6.639999999999999
2023-12-27,-0.74,-1.998,-6.0415
2023-12-28,-0.66,-1.3820000000000001,-5.477
2023-12-29,-1.36,-1.1320000000000001,-4.981
2024-01-02,-3.79,-1.488,-4.634500000000001
2024-01-03,-5.43,-2.396,-4.378
2024-01-04,-6.36,-3.5200000000000005,-4.193
2024-01-05,-5.99,-4.586,-3.9650000000000007
2024-01-08,-4.43,-5.2,-3.7525
2024-01-09,-3.84,-5.21,-3.5115000000000003
2024-01-10,-4.24,-4.9719999999999995,-3.3890000000000002
2024-01-11,-4.43,-4.586,-3.2950000000000004
2024-01-12,-3.63,-4.114,-3.2305
2024-01-16,-3.0,-3.8280000000000003,-3.2230000000000003
2024-01-17,-4.23,-3.906,-3.3299999999999996
2024-01-18,-0.16,-3.0899999999999994,-3.185
2024-01-19,4.39,-1.326,-2.8575
2024-01-22,5.01,0.40199999999999997,-2.42
2024-01-23,5.44,2.09,-2.0174999999999996
2024-01-24,6.04,4.144,-1.6149999999999998
2024-01-25,6.11,5.398000000000001,-1.265
2024-01-26,3.54,5.228,-1.051
2024-01-29,2.8,4.7860000000000005,-0.8780000000000001
2024-01-30,0.68,3.8340000000000005,-0.776
2024-01-31,2.14,3.0540000000000007,-0.4795
2024-02-01,-2.11,1.4100000000000001,-0.3135
2024-02-02,-1.78,0.3460000000000002,-0.08449999999999999
2024-02-05,-0.45,-0.3039999999999997,0.19250000000000003
2024-02-06,-0.4,-0.5199999999999998,0.3940000000000001
2024-02-07,0.72,-0.8039999999999997,0.622
2024-02-08,2.17,0.052000000000000136,0.9425000000000001
2024-02-09,3.95,1.1980000000000002,1.3615
2024-02-12,5.27,2.342,1.8064999999999998
2024-02-13,3.26,3.0740000000000003,2.1195
2024-02-14,5.82,4.093999999999999,2.6220000000000003
2024-02-15,7.17,5.093999999999999,2.9884999999999997
2024-02-16,5.0,5.304,3.0189999999999997
2024-02-20,4.52,5.154,2.9945
2024-02-21,4.55,5.412000000000001,2.95
2024-02-22,6.36,5.5200000000000005,2.9659999999999997
2024-02-23,6.46,5.378,2.9835
2024-02-26,7.86,5.95,3.1994999999999996
2024-02-27,8.71,6.787999999999999,3.495
2024-02-28,7.07,7.292000000000002,3.8145
2024-02-29,8.37,7.694,4.1259999999999994
2024-03-01,11.73,8.748000000000001,4.818
2024-03-04,14.02,9.98,5.608
2024-03-05,10.58,10.354,6.1594999999999995
2024-03-06,14.91,11.922,6.925
2024-03-07,20.17,14.282,7.897500000000001
2024-03-08,16.71,15.278,8.6245
2024-03-11,17.08,15.89,9.281
2024-03-12,18.21,17.416000000000004,9.928
2024-03-13,16.01,17.636000000000003,10.5655
2024-03-14,15.55,16.712,11.052000000000001
2024-03-15,14.83,16.336000000000002,11.434999999999999
2024-03-18,14.67,15.854000000000003,11.9185
2024-03-19,12.89,14.790000000000001,12.337
2024-03-20,15.14,14.616,12.866499999999998
2024-03-21,17.14,14.934000000000001,13.4055
2024-03-22,16.67,15.302000000000001,13.916
2024-03-25,15.04,15.376,14.275
